round,idno,country,party_de,party_fr,party_hu,party_it,party_pl,age,urban,education(yy),activity,source_inc_h,income,satisfaction_inc,source_inc_p,age_group
9,17681,FR,0,5,0,0,0,30,1,15,66,1,2,2,1,25-65
9,17692,FR,0,5,0,0,0,68,3,15,66,4,10,1,4,66+
9,17700,FR,0,66,0,0,0,17,4,12,1,1,88,1,1,18-24
9,17775,FR,0,66,0,0,0,74,2,88,66,4,77,2,4,66+
9,17814,FR,0,9,0,0,0,65,3,13,66,4,2,2,66,25-65
9,17858,FR,0,11,0,0,0,62,4,13,66,8,1,3,66,25-65
9,17893,FR,0,66,0,0,0,24,1,11,8,5,3,3,5,18-24
9,17914,FR,0,5,0,0,0,78,2,8,66,1,2,2,1,66+
9,17915,FR,0,66,0,0,0,42,4,12,66,1,2,2,1,25-65
9,17943,FR,0,7,0,0,0,71,4,16,66,4,4,1,66,66+
9,17968,FR,0,9,0,0,0,58,4,12,66,2,8,1,1,25-65
9,17971,FR,0,9,0,0,0,47,4,15,66,2,77,3,2,25-65
9,17975,FR,0,8,0,0,0,49,3,11,66,1,6,2,1,25-65
9,18000,FR,0,66,0,0,0,47,4,17,66,1,4,3,1,25-65
9,18004,FR,0,7,0,0,0,65,3,17,6,4,5,1,66,25-65
9,18011,FR,0,5,0,0,0,72,4,9,66,77,77,1,4,66+
9,18041,FR,0,66,0,0,0,24,3,9,66,1,2,3,1,18-24
9,18089,FR,0,66,0,0,0,42,3,15,66,1,9,3,1,25-65
9,18096,FR,0,88,0,0,0,53,4,15,66,1,7,2,1,25-65
9,18120,FR,0,66,0,0,0,44,2,13,66,1,6,3,1,25-65
9,18184,FR,0,4,0,0,0,53,4,17,66,1,5,3,1,25-65
9,18214,FR,0,1,0,0,0,63,1,5,66,4,1,2,66,25-65
9,18299,FR,0,7,0,0,0,23,3,17,66,1,5,1,1,18-24
9,18323,FR,0,11,0,0,0,51,3,12,5,1,7,2,1,25-65
9,18332,FR,0,5,0,0,0,72,1,8,66,1,77,3,4,66+
9,18340,FR,0,77,0,0,0,26,4,13,66,1,5,2,1,25-65
9,18493,FR,0,88,0,0,0,52,4,14,66,1,6,2,1,25-65
9,18506,FR,0,66,0,0,0,26,1,20,2,1,8,1,1,25-65
9,18509,FR,0,5,0,0,0,45,3,24,66,1,10,2,1,25-65
9,18529,FR,0,66,0,0,0,49,3,12,66,1,2,2,1,25-65
9,18532,FR,0,66,0,0,0,32,4,12,66,1,4,3,1,25-65
9,18677,FR,0,88,0,0,0,25,1,19,66,8,88,1,66,25-65
9,18682,FR,0,66,0,0,0,18,3,12,66,1,7,1,9,18-24
9,18720,FR,0,9,0,0,0,77,3,7,66,4,1,3,66,66+
9,18748,FR,0,5,0,0,0,40,4,19,66,1,8,3,1,25-65
9,18775,FR,0,66,0,0,0,74,3,88,66,4,1,2,66,66+
9,18841,FR,0,3,0,0,0,82,2,12,66,4,3,2,66,66+
9,18843,FR,0,8,0,0,0,49,3,25,66,1,2,3,1,25-65
9,18850,FR,0,66,0,0,0,37,4,13,66,1,7,8,1,25-65
9,18854,FR,0,12,0,0,0,38,2,14,66,1,5,3,1,25-65
9,18863,FR,0,66,0,0,0,28,3,17,66,4,3,2,1,25-65
9,18872,FR,0,66,0,0,0,44,2,20,66,1,9,2,66,25-65
9,18895,FR,0,77,0,0,0,70,1,8,66,4,77,3,4,66+
9,18902,FR,0,88,0,0,0,26,3,20,66,1,4,1,66,25-65
9,18909,FR,0,9,0,0,0,56,4,13,66,2,77,2,2,25-65
9,18914,FR,0,66,0,0,0,37,1,17,66,1,2,2,1,25-65
9,18927,FR,0,6,0,0,0,41,4,17,66,2,3,2,2,25-65
9,18943,FR,0,66,0,0,0,58,3,12,66,4,77,2,1,25-65
9,18978,FR,0,88,0,0,0,31,4,15,66,1,3,2,66,25-65
9,18979,FR,0,7,0,0,0,48,5,19,66,1,3,3,66,25-65
9,18995,FR,0,9,0,0,0,61,5,9,66,1,5,2,1,25-65
9,19063,FR,0,1,0,0,0,46,1,12,66,1,2,2,66,25-65
9,19111,FR,0,9,0,0,0,75,1,12,66,4,1,2,66,66+
9,19113,FR,0,6,0,0,0,50,4,15,66,1,6,2,66,25-65
9,19127,FR,0,11,0,0,0,66,3,8,66,4,6,2,4,66+
9,19132,FR,0,66,0,0,0,82,3,4,66,4,2,1,66,66+
9,19138,FR,0,8,0,0,0,51,2,17,66,1,10,2,1,25-65
9,19179,FR,0,4,0,0,0,58,4,10,66,4,6,2,66,25-65
9,19220,FR,0,6,0,0,0,58,3,20,66,1,8,2,1,25-65
9,19242,FR,0,88,0,0,0,36,4,15,66,1,8,2,1,25-65
9,19256,FR,0,7,0,0,0,66,2,10,66,4,2,3,66,66+
9,19274,FR,0,11,0,0,0,53,3,15,66,1,7,3,1,25-65
9,19278,FR,0,3,0,0,0,72,5,15,66,4,7,2,4,66+
9,19294,FR,0,7,0,0,0,65,4,14,66,4,4,2,66,25-65
9,19330,FR,0,88,0,0,0,74,3,10,66,4,88,2,9,66+
9,19334,FR,0,66,0,0,0,19,3,12,66,1,1,2,66,18-24
9,19336,FR,0,5,0,0,0,72,4,14,66,4,5,2,66,66+
9,19337,FR,0,88,0,0,0,82,4,8,66,4,88,8,4,66+
9,19338,FR,0,66,0,0,0,75,2,10,66,4,1,3,66,66+
9,19361,FR,0,66,0,0,0,33,2,11,66,1,2,4,9,25-65
9,19373,FR,0,6,0,0,0,30,3,22,66,5,1,2,66,25-65
9,19415,FR,0,66,0,0,0,20,3,13,66,1,2,1,66,18-24
9,19476,FR,0,7,0,0,0,89,5,9,66,4,1,3,66,66+
9,19517,FR,0,66,0,0,0,57,3,10,66,5,1,4,66,25-65
9,19524,FR,0,9,0,0,0,39,4,15,66,1,10,1,1,25-65
9,19536,FR,0,66,0,0,0,66,1,11,66,4,2,3,66,66+
9,19596,FR,0,7,0,0,0,72,5,24,66,2,10,2,2,66+
9,19615,FR,0,66,0,0,0,27,1,8,66,5,2,2,66,25-65
9,19653,FR,0,6,0,0,0,62,4,10,66,4,3,2,4,25-65
9,19676,FR,0,5,0,0,0,86,5,9,66,4,1,2,66,66+
9,19749,FR,0,7,0,0,0,87,2,10,66,4,5,2,4,66+
9,19750,FR,0,11,0,0,0,63,3,9,66,4,4,2,4,25-65
9,19805,FR,0,66,0,0,0,41,4,12,66,1,2,3,66,25-65
9,19809,FR,0,5,0,0,0,40,3,18,66,1,7,2,1,25-65
9,19904,FR,0,5,0,0,0,21,1,16,66,5,2,2,66,18-24
9,19906,FR,0,66,0,0,0,55,4,10,66,4,2,3,66,25-65
9,19929,FR,0,77,0,0,0,77,3,12,66,4,8,2,4,66+
9,19949,FR,0,66,0,0,0,16,3,9,66,1,10,1,9,18-24
9,19994,FR,0,5,0,0,0,52,1,17,66,1,6,3,1,25-65
9,20021,FR,0,6,0,0,0,58,4,20,1,8,4,2,8,25-65
9,20023,FR,0,66,0,0,0,84,1,11,66,4,4,2,66,66+
9,20026,FR,0,66,0,0,0,53,4,10,66,1,2,3,1,25-65
9,20050,FR,0,88,0,0,0,84,2,8,66,4,8,1,4,66+
9,20131,FR,0,66,0,0,0,64,3,6,66,77,77,2,4,25-65
9,20137,FR,0,7,0,0,0,59,3,12,66,1,7,2,1,25-65
9,20232,FR,0,66,0,0,0,19,4,9,66,1,7,2,9,18-24
9,20328,FR,0,66,0,0,0,25,2,13,66,1,2,3,66,25-65
9,20329,FR,0,6,0,0,0,82,2,11,66,4,2,2,66,66+
9,20341,FR,0,7,0,0,0,64,5,13,66,4,3,1,4,25-65
9,20411,FR,0,66,0,0,0,16,3,10,66,1,4,3,9,18-24
9,20434,FR,0,7,0,0,0,77,3,11,66,4,6,2,4,66+
9,20435,FR,0,11,0,0,0,83,4,8,66,4,4,2,4,66+
9,20443,FR,0,66,0,0,0,73,2,7,66,4,77,3,66,66+
9,20444,FR,0,11,0,0,0,24,3,17,66,1,9,1,1,18-24
9,20481,FR,0,7,0,0,0,51,4,12,66,1,2,2,66,25-65
9,20496,FR,0,66,0,0,0,65,3,9,66,4,1,3,4,25-65
9,20499,FR,0,66,0,0,0,55,2,9,66,1,1,3,66,25-65
9,20520,FR,0,6,0,0,0,55,4,17,66,1,10,1,1,25-65
9,20537,FR,0,6,0,0,0,61,1,20,66,1,9,2,1,25-65
9,20543,FR,0,66,0,0,0,60,3,14,66,1,9,1,1,25-65
9,20552,FR,0,66,0,0,0,33,1,18,66,2,9,1,66,25-65
9,20556,FR,0,9,0,0,0,45,3,16,66,1,9,1,1,25-65
9,20604,FR,0,66,0,0,0,68,5,3,66,4,77,2,4,66+
9,20646,FR,0,66,0,0,0,38,4,12,66,1,7,3,1,25-65
9,20712,FR,0,66,0,0,0,20,1,13,66,5,1,4,8,18-24
9,20746,FR,0,7,0,0,0,53,1,17,66,1,10,1,1,25-65
9,20842,FR,0,77,0,0,0,51,3,11,66,1,77,2,66,25-65
9,20869,FR,0,66,0,0,0,38,4,15,66,1,9,2,1,25-65
9,20871,FR,0,5,0,0,0,65,1,17,66,4,10,2,4,25-65
9,20882,FR,0,66,0,0,0,55,3,88,66,1,2,4,1,25-65
9,20912,FR,0,66,0,0,0,29,1,12,66,1,8,2,1,25-65
9,20936,FR,0,66,0,0,0,53,1,19,66,1,6,2,1,25-65
9,20940,FR,0,66,0,0,0,37,2,18,3,1,7,2,1,25-65
9,20953,FR,0,7,0,0,0,75,3,8,66,4,2,3,66,66+
9,21053,FR,0,2,0,0,0,60,4,25,66,4,4,2,9,25-65
9,21072,FR,0,66,0,0,0,45,3,15,4,5,2,2,5,25-65
9,21093,FR,0,66,0,0,0,19,2,12,66,1,7,2,9,18-24
9,21095,FR,0,66,0,0,0,67,3,4,66,4,1,3,66,66+
9,21099,FR,0,66,0,0,0,33,3,13,66,1,4,3,5,25-65
9,21100,FR,0,11,0,0,0,74,4,10,66,4,2,3,66,66+
9,21229,FR,0,66,0,0,0,22,3,10,66,6,1,2,6,18-24
9,21230,FR,0,66,0,0,0,57,3,11,66,1,88,3,1,25-65
9,21276,FR,0,5,0,0,0,60,2,9,66,4,3,2,4,25-65
9,21301,FR,0,66,0,0,0,22,3,15,66,1,2,2,1,18-24
9,21318,FR,0,77,0,0,0,61,5,8,66,4,2,2,4,25-65
9,21323,FR,0,4,0,0,0,67,4,7,66,4,1,2,4,66+
9,21337,FR,0,7,0,0,0,86,4,8,66,4,1,3,66,66+
9,21344,FR,0,6,0,0,0,71,1,10,66,4,77,2,66,66+
9,21353,FR,0,66,0,0,0,46,1,13,66,1,8,2,5,25-65
9,21398,FR,0,66,0,0,0,29,4,17,66,1,77,1,1,25-65
9,21407,FR,0,66,0,0,0,25,2,15,66,1,3,2,1,25-65
9,21417,FR,0,9,0,0,0,66,2,10,66,1,5,2,1,66+
9,21437,FR,0,66,0,0,0,23,1,17,66,1,2,2,66,18-24
9,21470,FR,0,5,0,0,0,55,2,12,66,1,10,2,4,25-65
9,21502,FR,0,9,0,0,0,74,4,12,66,4,2,1,4,66+
9,21557,FR,0,7,0,0,0,84,4,13,66,4,1,2,66,66+
9,21558,FR,0,66,0,0,0,35,2,11,66,1,5,2,1,25-65
9,21566,FR,0,66,0,0,0,44,4,16,66,2,6,1,2,25-65
9,21570,FR,0,4,0,0,0,61,4,16,66,1,7,1,1,25-65
9,21607,FR,0,88,0,0,0,68,4,15,66,4,77,1,4,66+
9,21610,FR,0,77,0,0,0,79,3,8,66,4,2,3,66,66+
9,21633,FR,0,9,0,0,0,73,5,11,66,4,9,1,4,66+
9,21678,FR,0,5,0,0,0,54,3,19,66,1,10,2,1,25-65
9,21689,FR,0,66,0,0,0,62,4,11,66,4,3,2,4,25-65
9,21710,FR,0,5,0,0,0,30,5,18,66,1,10,1,1,25-65
9,21746,FR,0,9,0,0,0,73,3,9,66,4,7,2,4,66+
9,21795,FR,0,88,0,0,0,31,5,14,66,1,8,1,1,25-65
9,21800,FR,0,66,0,0,0,81,2,8,66,4,4,2,66,66+
9,21832,FR,0,5,0,0,0,79,3,11,66,4,77,1,4,66+
9,21837,FR,0,66,0,0,0,52,3,16,66,5,2,3,66,25-65
9,21841,FR,0,3,0,0,0,55,2,17,66,1,10,2,1,25-65
9,21899,FR,0,88,0,0,0,78,3,11,66,4,7,2,4,66+
9,21915,FR,0,9,0,0,0,52,4,13,66,1,9,3,9,25-65
9,21957,FR,0,7,0,0,0,33,4,17,66,1,4,2,66,25-65
9,21965,FR,0,77,0,0,0,62,3,10,66,1,4,2,66,25-65
9,22014,FR,0,5,0,0,0,71,4,19,66,4,3,2,66,66+
9,22043,FR,0,66,0,0,0,63,4,8,66,4,4,2,4,25-65
9,22057,FR,0,7,0,0,0,62,1,22,66,1,2,3,66,25-65
9,22087,FR,0,88,0,0,0,25,3,15,66,1,3,3,9,25-65
9,22120,FR,0,66,0,0,0,28,3,20,66,1,9,2,1,25-65
9,22125,FR,0,7,0,0,0,48,3,15,66,1,2,2,66,25-65
9,22147,FR,0,77,0,0,0,78,1,88,66,4,77,3,66,66+
9,22374,FR,0,66,0,0,0,20,2,13,66,8,1,2,66,18-24
9,22380,FR,0,66,0,0,0,41,5,15,66,1,6,2,1,25-65
9,22392,FR,0,77,0,0,0,70,5,11,66,4,2,3,66,66+
9,22394,FR,0,66,0,0,0,34,3,7,66,6,1,3,6,25-65
9,22400,FR,0,66,0,0,0,34,4,14,66,1,10,1,1,25-65
9,22430,FR,0,66,0,0,0,49,4,9,66,5,1,4,66,25-65
9,22444,FR,0,77,0,0,0,23,4,7,66,1,2,2,1,18-24
9,22451,FR,0,7,0,0,0,28,4,17,66,1,3,2,66,25-65
9,22500,FR,0,4,0,0,0,24,1,12,9,1,1,3,1,18-24
9,22502,FR,0,1,0,0,0,59,4,12,66,1,5,2,66,25-65
9,22523,FR,0,88,0,0,0,49,3,15,66,4,3,1,66,25-65
9,22543,FR,0,4,0,0,0,74,4,12,66,4,77,3,66,66+
9,22559,FR,0,66,0,0,0,60,5,18,66,1,10,1,1,25-65
9,22569,FR,0,66,0,0,0,82,4,14,66,4,2,1,66,66+
9,22631,FR,0,77,0,0,0,86,2,88,66,4,77,2,66,66+
9,22685,FR,0,88,0,0,0,82,3,88,66,4,1,3,66,66+
9,22693,FR,0,7,0,0,0,65,4,13,66,4,1,2,66,25-65
9,22734,FR,0,66,0,0,0,25,4,15,66,1,5,2,1,25-65
9,22743,FR,0,9,0,0,0,81,2,17,66,4,8,1,66,66+
9,22781,FR,0,66,0,0,0,68,3,5,66,4,1,3,66,66+
9,22877,FR,0,4,0,0,0,44,3,13,66,1,2,3,66,25-65
9,22917,FR,0,11,0,0,0,35,4,11,66,1,77,2,1,25-65
9,22926,FR,0,10,0,0,0,90,1,5,66,4,1,2,66,66+
9,22955,FR,0,9,0,0,0,37,5,14,66,1,5,2,1,25-65
9,22995,FR,0,5,0,0,0,79,4,19,66,4,4,1,66,66+
9,22998,FR,0,1,0,0,0,56,3,11,66,6,1,3,6,25-65
9,23024,FR,0,77,0,0,0,30,2,13,66,1,7,2,1,25-65
9,23074,FR,0,66,0,0,0,20,1,15,66,8,1,2,66,18-24
9,23078,FR,0,5,0,0,0,62,2,10,66,1,4,2,66,25-65
9,23116,FR,0,66,0,0,0,61,2,12,66,5,1,2,66,25-65
9,23142,FR,0,77,0,0,0,21,3,15,66,3,2,2,1,18-24
9,23155,FR,0,4,0,0,0,62,4,15,66,4,6,2,4,25-65
9,23191,FR,0,66,0,0,0,48,3,14,66,6,1,4,66,25-65
9,23226,FR,0,66,0,0,0,31,5,14,66,3,1,2,66,25-65
9,23237,FR,0,5,0,0,0,73,4,8,66,4,5,2,4,66+
9,23253,FR,0,5,0,0,0,78,3,11,66,4,3,2,4,66+
9,23331,FR,0,66,0,0,0,78,2,8,66,4,5,1,4,66+
9,23339,FR,0,9,0,0,0,37,4,15,66,1,9,1,1,25-65
9,23358,FR,0,66,0,0,0,23,3,17,66,1,4,2,9,18-24
9,23403,FR,0,66,0,0,0,50,3,11,66,6,1,2,66,25-65
9,23411,FR,0,66,0,0,0,69,3,9,66,4,2,3,66,66+
9,23417,FR,0,7,0,0,0,70,4,8,66,4,4,2,4,66+
9,23448,FR,0,9,0,0,0,58,3,15,66,1,10,1,66,25-65
9,23453,FR,0,5,0,0,0,56,5,12,66,1,3,2,1,25-65
9,23472,FR,0,66,0,0,0,54,4,11,66,6,1,3,66,25-65
9,23479,FR,0,11,0,0,0,30,4,12,66,1,2,2,66,25-65
9,23504,FR,0,66,0,0,0,69,3,10,66,4,1,3,66,66+
9,23509,FR,0,9,0,0,0,69,3,17,6,4,7,1,66,66+
9,23515,FR,0,66,0,0,0,56,2,10,66,4,88,4,66,25-65
9,23525,FR,0,66,0,0,0,38,3,12,66,1,4,2,1,25-65
9,23552,FR,0,66,0,0,0,66,4,12,66,4,2,2,66,66+
9,23570,FR,0,4,0,0,0,22,1,16,66,6,1,1,66,18-24
9,23609,FR,0,66,0,0,0,34,4,12,66,6,2,2,6,25-65
9,23617,FR,0,7,0,0,0,24,1,17,66,1,4,1,1,18-24
9,23634,FR,0,66,0,0,0,17,2,13,66,1,10,1,9,18-24
9,23640,FR,0,66,0,0,0,38,4,11,66,1,4,3,6,25-65
9,23652,FR,0,6,0,0,0,85,2,15,66,4,9,2,66,66+
9,23706,FR,0,88,0,0,0,69,3,10,66,4,2,2,66,66+
9,23718,FR,0,66,0,0,0,54,4,17,66,8,1,4,66,25-65
9,23739,FR,0,66,0,0,0,39,3,14,66,1,8,2,1,25-65
9,23743,FR,0,4,0,0,0,67,2,13,66,4,2,3,66,66+
9,23745,FR,0,66,0,0,0,53,3,10,66,1,77,3,66,25-65
9,23757,FR,0,66,0,0,0,24,3,13,66,1,9,1,1,18-24
9,23767,FR,0,9,0,0,0,37,4,17,66,1,9,2,1,25-65
9,23790,FR,0,7,0,0,0,43,3,17,66,1,10,1,1,25-65
9,23795,FR,0,88,0,0,0,81,3,12,66,4,3,2,66,66+
9,23820,FR,0,66,0,0,0,21,2,14,66,1,1,3,66,18-24
9,23830,FR,0,9,0,0,0,57,3,15,66,1,10,1,9,25-65
9,23849,FR,0,88,0,0,0,46,4,17,66,1,4,3,1,25-65
9,23864,FR,0,66,0,0,0,16,4,11,66,8,4,2,9,18-24
9,23892,FR,0,66,0,0,0,70,5,9,66,4,6,2,4,66+
9,23927,FR,0,5,0,0,0,41,1,17,66,1,9,1,1,25-65
9,23948,FR,0,66,0,0,0,56,3,12,66,1,5,2,1,25-65
9,23958,FR,0,77,0,0,0,38,1,88,66,1,7,2,1,25-65
9,24005,FR,0,9,0,0,0,32,3,23,66,1,9,2,1,25-65
9,24055,FR,0,9,0,0,0,71,3,23,66,4,10,1,4,66+
9,24120,FR,0,66,0,0,0,58,2,19,66,6,3,3,6,25-65
9,24195,FR,0,66,0,0,0,32,2,16,66,1,7,2,1,25-65
9,24218,FR,0,7,0,0,0,43,3,24,66,2,9,2,2,25-65
9,24238,FR,0,66,0,0,0,39,3,16,66,1,3,3,1,25-65
9,24282,FR,0,1,0,0,0,72,3,11,66,4,2,2,66,66+
9,24396,FR,0,66,0,0,0,33,1,14,66,1,8,2,1,25-65
9,24400,FR,0,66,0,0,0,63,3,11,66,4,2,4,66,25-65
9,24495,FR,0,5,0,0,0,47,3,14,3,1,9,3,2,25-65
9,24496,FR,0,66,0,0,0,50,3,18,66,1,77,3,66,25-65
9,24509,FR,0,6,0,0,0,26,4,10,66,1,2,1,66,25-65
9,24519,FR,0,66,0,0,0,34,3,13,66,6,1,3,66,25-65
9,24572,FR,0,66,0,0,0,15,1,9,66,1,88,1,9,18-24
9,24575,FR,0,66,0,0,0,38,3,12,66,6,2,1,6,25-65
9,24604,FR,0,66,0,0,0,39,4,17,66,1,2,3,66,25-65
9,24616,FR,0,66,0,0,0,40,1,9,66,1,2,2,6,25-65
9,24619,FR,0,77,0,0,0,47,4,18,66,1,77,1,1,25-65
9,24633,FR,0,9,0,0,0,65,1,18,66,4,77,2,66,25-65
9,24638,FR,0,66,0,0,0,59,1,7,66,1,5,2,1,25-65
9,24716,FR,0,66,0,0,0,31,3,16,66,1,88,3,9,25-65
9,24721,FR,0,66,0,0,0,37,3,18,66,5,2,3,5,25-65
9,24725,FR,0,66,0,0,0,75,2,9,66,4,5,2,4,66+
9,24730,FR,0,7,0,0,0,69,3,18,66,4,4,3,4,66+
9,24734,FR,0,77,0,0,0,77,5,8,66,4,2,1,4,66+
9,24739,FR,0,66,0,0,0,21,1,14,66,8,88,2,8,18-24
9,24749,FR,0,88,0,0,0,50,3,14,66,1,2,2,66,25-65
9,24762,FR,0,66,0,0,0,50,3,11,66,1,8,2,1,25-65
9,24770,FR,0,3,0,0,0,67,3,17,6,4,9,2,4,66+
9,24774,FR,0,1,0,0,0,54,3,10,66,6,1,2,66,25-65
9,24775,FR,0,8,0,0,0,62,3,11,66,4,8,1,4,25-65
9,24796,FR,0,66,0,0,0,86,1,8,66,4,1,3,66,66+
9,24797,FR,0,11,0,0,0,46,4,11,66,1,7,2,1,25-65
9,24803,FR,0,4,0,0,0,55,4,11,66,1,6,1,1,25-65
9,24830,FR,0,66,0,0,0,57,1,10,66,1,5,2,66,25-65
9,24845,FR,0,66,0,0,0,22,3,15,66,1,9,1,1,18-24
9,24885,FR,0,66,0,0,0,26,1,19,66,1,1,3,66,25-65
9,24931,FR,0,88,0,0,0,51,4,11,66,1,7,2,1,25-65
9,24965,FR,0,9,0,0,0,45,3,16,66,1,10,2,1,25-65
9,24977,FR,0,66,0,0,0,24,3,18,66,1,3,2,1,18-24
9,25007,FR,0,66,0,0,0,39,1,16,66,1,9,2,1,25-65
9,25033,FR,0,66,0,0,0,57,3,20,66,4,1,2,66,25-65
9,25059,FR,0,7,0,0,0,52,5,11,66,1,2,2,1,25-65
9,25066,FR,0,66,0,0,0,71,4,9,66,4,6,1,4,66+
9,25124,FR,0,66,0,0,0,60,4,8,66,4,1,3,2,25-65
9,25163,FR,0,5,0,0,0,74,4,10,66,4,77,2,66,66+
9,25164,FR,0,11,0,0,0,74,3,11,66,4,5,3,66,66+
9,25170,FR,0,88,0,0,0,53,4,12,66,1,6,1,66,25-65
9,25184,FR,0,5,0,0,0,44,3,16,66,1,7,1,66,25-65
9,25194,FR,0,88,0,0,0,74,4,88,66,4,1,2,66,66+
9,25244,FR,0,7,0,0,0,48,3,20,66,1,7,2,1,25-65
9,25272,FR,0,66,0,0,0,47,1,14,66,1,88,2,1,25-65
9,25293,FR,0,66,0,0,0,37,3,13,66,5,77,3,66,25-65
9,25308,FR,0,7,0,0,0,72,1,17,66,4,9,1,66,66+
9,25419,FR,0,9,0,0,0,85,3,10,66,4,4,2,4,66+
9,25421,FR,0,9,0,0,0,52,1,16,66,1,10,2,1,25-65
9,25427,FR,0,66,0,0,0,88,5,6,66,4,2,2,66,66+
9,25430,FR,0,3,0,0,0,72,1,88,66,4,77,2,4,66+
9,25459,FR,0,12,0,0,0,30,1,22,66,1,5,2,66,25-65
9,25483,FR,0,77,0,0,0,74,1,7,66,4,2,3,4,66+
9,25485,FR,0,77,0,0,0,53,4,8,66,1,2,2,66,25-65
9,25488,FR,0,9,0,0,0,64,4,15,66,4,9,1,9,25-65
9,25494,FR,0,8,0,0,0,69,5,13,66,4,4,2,4,66+
9,25510,FR,0,66,0,0,0,34,3,18,66,1,3,2,1,25-65
9,25534,FR,0,66,0,0,0,47,2,19,66,7,6,1,7,25-65
9,25539,FR,0,9,0,0,0,64,3,12,66,4,5,2,1,25-65
9,25551,FR,0,88,0,0,0,55,1,15,66,6,1,4,66,25-65
9,25566,FR,0,88,0,0,0,55,4,10,66,1,3,2,1,25-65
9,25628,FR,0,3,0,0,0,55,3,13,66,1,77,2,66,25-65
9,25661,FR,0,66,0,0,0,89,4,8,66,4,5,2,66,66+
9,25667,FR,0,66,0,0,0,33,5,14,66,1,4,2,6,25-65
9,25690,FR,0,77,0,0,0,80,3,9,66,4,2,2,66,66+
9,25716,FR,0,66,0,0,0,40,3,14,66,1,2,2,1,25-65
9,25721,FR,0,4,0,0,0,61,3,15,66,4,4,2,66,25-65
9,25722,FR,0,6,0,0,0,66,4,15,66,4,4,1,66,66+
9,25747,FR,0,4,0,0,0,55,5,12,66,1,3,3,9,25-65
9,25768,FR,0,4,0,0,0,40,4,14,66,2,3,2,2,25-65
9,25786,FR,0,9,0,0,0,78,4,19,66,4,8,1,4,66+
9,25812,FR,0,7,0,0,0,76,3,19,66,4,2,2,66,66+
9,25821,FR,0,66,0,0,0,42,3,17,66,1,8,1,66,25-65
9,25887,FR,0,6,0,0,0,62,3,14,66,2,4,4,2,25-65
9,25894,FR,0,11,0,0,0,47,5,15,66,1,6,2,66,25-65
9,25903,FR,0,66,0,0,0,53,2,13,66,1,77,2,6,25-65
9,25925,FR,0,77,0,0,0,67,2,11,66,4,4,2,4,66+
9,25931,FR,0,9,0,0,0,42,3,18,66,1,88,2,1,25-65
9,25963,FR,0,66,0,0,0,38,1,11,66,1,2,2,1,25-65
9,25998,FR,0,66,0,0,0,16,3,9,66,1,2,3,9,18-24
9,26011,FR,0,66,0,0,0,19,3,18,66,1,4,1,9,18-24
9,26021,FR,0,9,0,0,0,62,3,15,66,1,5,3,66,25-65
9,26028,FR,0,9,0,0,0,53,1,22,66,1,5,3,66,25-65
9,26063,FR,0,11,0,0,0,62,4,12,66,4,1,3,66,25-65
9,26083,FR,0,7,0,0,0,90,1,12,66,4,77,1,4,66+
9,26143,FR,0,5,0,0,0,52,3,12,66,1,7,2,1,25-65
9,26145,FR,0,66,0,0,0,62,3,18,66,1,6,2,1,25-65
9,26186,FR,0,66,0,0,0,40,3,17,66,6,1,2,66,25-65
9,26190,FR,0,66,0,0,0,58,3,11,66,1,10,1,9,25-65
9,26236,FR,0,7,0,0,0,88,3,7,66,4,2,1,66,66+
9,26263,FR,0,11,0,0,0,51,3,11,66,1,6,4,1,25-65
9,26299,FR,0,5,0,0,0,87,3,11,66,4,4,1,4,66+
9,26325,FR,0,7,0,0,0,73,3,19,66,4,10,1,4,66+
9,26361,FR,0,7,0,0,0,54,4,16,66,1,88,1,1,25-65
9,26495,FR,0,66,0,0,0,79,1,10,66,4,2,3,66,66+
9,26516,FR,0,66,0,0,0,45,4,14,66,1,10,2,1,25-65
9,26562,FR,0,66,0,0,0,18,3,13,66,1,8,2,9,18-24
9,26574,FR,0,3,0,0,0,72,4,9,66,4,4,2,4,66+
9,26598,FR,0,66,0,0,0,65,4,10,66,4,2,3,66,25-65
9,26609,FR,0,66,0,0,0,17,1,12,66,1,8,1,1,18-24
9,26633,FR,0,66,0,0,0,23,1,17,66,77,77,7,77,18-24
9,26635,FR,0,66,0,0,0,48,4,18,66,2,3,2,2,25-65
9,26679,FR,0,6,0,0,0,57,3,16,66,1,5,1,66,25-65
9,26695,FR,0,66,0,0,0,61,4,9,66,4,2,2,66,25-65
9,26732,FR,0,66,0,0,0,55,3,15,66,1,77,2,1,25-65
9,26775,FR,0,66,0,0,0,22,3,12,66,6,2,4,6,18-24
9,26814,FR,0,11,0,0,0,60,3,11,66,4,9,2,4,25-65
9,26824,FR,0,9,0,0,0,46,5,15,66,3,1,2,66,25-65
9,26853,FR,0,66,0,0,0,73,4,14,66,4,9,2,4,66+
9,26863,FR,0,6,0,0,0,68,3,17,66,4,5,2,66,66+
9,26875,FR,0,66,0,0,0,38,4,14,66,1,7,3,1,25-65
9,26883,FR,0,66,0,0,0,32,3,13,66,1,9,2,1,25-65
9,26889,FR,0,8,0,0,0,88,3,19,66,4,5,2,66,66+
9,26921,FR,0,66,0,0,0,35,3,17,66,5,3,3,5,25-65
9,26950,FR,0,66,0,0,0,69,2,22,66,4,7,1,4,66+
9,26951,FR,0,66,0,0,0,50,4,12,66,1,2,3,66,25-65
