idno,cntry,prtvede1,prtvede2,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,lrscale,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
40370,DE,4,1,,,,,3,2,5,1,3,4,2,6,2,3,3,1,1,2,3,4,5,2,1,1,5,1,
40382,DE,7,7,,,,,5,1,5,2,3,5,3,5,1,2,2,1,2,1,3,5,3,2,1,1,3,3,
40413,DE,77,2,,,,,3,2,5,2,3,3,4,2,2,2,4,2,3,4,2,5,2,3,2,1,2,5,
40422,DE,77,77,,,,,5,4,4,2,5,3,4,5,2,2,3,1,3,3,2,5,4,3,1,1,4,5,
40443,DE,66,66,,,,,5,3,5,2,3,3,3,3,3,3,3,1,1,1,1,3,3,5,3,3,3,5,
40473,DE,2,2,,,,,5,6,6,6,2,3,3,3,2,2,4,2,1,3,1,4,3,2,1,1,1,4,
40509,DE,66,66,,,,,7,2,2,3,2,3,3,3,2,2,1,4,4,2,2,5,3,2,1,1,1,4,
40558,DE,66,66,,,,,8,2,5,2,5,2,2,6,5,2,2,3,3,2,2,5,5,5,2,2,3,3,
40580,DE,1,1,,,,,4,2,5,2,4,6,2,2,2,2,2,2,2,3,2,5,2,2,2,2,3,2,
40595,DE,66,66,,,,,5,1,5,2,4,2,2,5,2,5,1,1,1,3,2,4,5,3,1,4,3,3,
40601,DE,88,1,,,,,5,3,4,2,2,5,4,2,1,4,1,1,1,4,2,3,4,2,1,2,4,2,
40630,DE,66,66,,,,,5,2,6,1,4,2,5,4,1,1,4,2,1,4,3,6,3,1,3,2,3,4,
40644,DE,4,4,,,,,5,2,5,3,4,4,2,3,2,2,3,2,3,4,4,4,4,3,2,1,5,5,
40655,DE,1,5,,,,,1,2,5,3,3,2,3,1,2,2,1,3,1,3,1,5,3,2,1,1,1,4,
40669,DE,88,4,,,,,2,2,5,2,3,3,4,5,3,4,4,2,3,2,4,5,5,3,1,1,3,4,
40717,DE,1,1,,,,,5,2,3,2,4,3,3,4,2,2,2,2,2,2,1,2,3,3,1,1,1,2,
40718,DE,2,2,,,,,1,3,3,3,3,2,1,3,1,1,3,4,2,5,3,6,6,6,2,1,1,6,
40727,DE,2,2,,,,,5,2,3,2,4,5,2,5,2,2,2,2,2,2,2,2,5,5,2,2,4,2,
40742,DE,1,1,,,,,0,1,5,2,3,1,2,3,3,3,2,2,2,3,2,5,2,3,2,3,3,5,
40796,DE,1,5,,,,,6,2,5,2,6,4,2,2,2,4,2,2,1,4,5,6,2,4,2,2,2,4,
40854,DE,4,2,,,,,3,3,3,2,5,5,2,6,1,1,2,3,2,5,4,3,2,4,1,1,1,2,
40875,DE,1,2,,,,,4,3,4,2,3,1,3,5,3,3,2,1,1,3,1,5,4,4,1,2,3,4,
40892,DE,4,4,,,,,3,2,5,1,3,5,1,6,1,2,5,1,3,2,5,2,5,3,1,1,6,3,
40909,DE,66,66,,,,,5,3,5,2,5,3,6,2,4,1,4,2,3,3,1,6,2,3,1,2,3,4,
41056,DE,1,5,,,,,8,2,5,2,4,2,5,2,2,2,3,2,2,2,2,5,2,2,1,3,2,5,
41082,DE,1,1,,,,,4,1,5,1,3,3,5,4,2,4,3,3,2,5,6,6,5,5,1,1,1,4,
41091,DE,66,66,,,,,1,2,2,1,5,3,3,2,2,2,5,1,2,2,2,2,2,2,2,3,2,2,
41101,DE,4,2,,,,,2,1,3,1,4,2,2,2,2,3,2,1,2,3,2,3,2,3,2,1,4,1,
41129,DE,1,1,,,,,8,5,5,3,5,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,
41158,DE,66,66,,,,,5,3,1,1,6,1,2,6,6,4,1,1,4,1,1,1,6,2,1,1,6,1,
41160,DE,2,2,,,,,4,3,5,1,5,2,5,5,2,2,3,2,3,4,2,6,5,3,1,1,3,3,
41194,DE,88,88,,,,,2,1,6,2,4,3,1,5,2,3,1,3,2,4,2,3,4,3,1,1,2,2,
41207,DE,66,66,,,,,2,2,4,2,5,2,1,5,2,2,1,3,2,3,4,5,4,4,2,1,1,1,
41214,DE,66,66,,,,,5,2,3,4,4,5,3,4,4,3,4,3,2,2,4,2,2,4,2,3,3,3,
41229,DE,66,66,,,,,5,2,3,3,2,1,5,3,4,1,6,2,2,1,1,6,2,1,1,1,2,3,
41253,DE,77,77,,,,,4,2,5,2,3,4,3,4,1,3,2,2,1,6,3,3,1,2,1,2,5,4,
41272,DE,66,66,,,,,5,3,5,5,2,1,3,1,2,3,3,2,1,1,2,5,1,3,1,2,2,5,
41278,DE,66,66,,,,,5,1,4,2,1,3,1,5,2,4,1,1,1,1,3,3,1,2,2,2,3,1,
41293,DE,6,6,,,,,6,8,6,2,6,1,1,1,3,3,1,1,1,5,1,6,1,1,2,4,4,1,
41302,DE,1,6,,,,,5,1,4,2,1,1,2,3,1,5,1,1,1,1,1,4,2,3,1,1,2,3,
41319,DE,5,5,,,,,4,2,5,2,1,2,3,2,2,2,2,4,2,2,2,5,3,2,2,3,4,3,
41325,DE,4,4,,,,,3,3,5,2,5,3,4,5,1,1,4,2,2,4,3,3,3,5,2,1,4,4,
41335,DE,2,2,,,,,5,3,5,2,6,4,4,3,1,1,3,3,1,3,2,5,1,3,1,2,2,4,
41352,DE,2,4,,,,,5,2,4,2,4,5,2,5,2,5,3,2,3,3,3,4,5,3,2,2,2,4,
41359,DE,88,88,,,,,5,2,6,1,6,1,6,4,1,1,1,1,1,2,1,2,3,2,1,1,1,2,
41361,DE,88,2,,,,,1,1,6,1,3,2,1,4,1,2,1,1,1,1,1,2,2,3,1,1,4,1,
41363,DE,66,66,,,,,5,2,3,2,1,2,2,2,2,3,1,1,2,2,1,5,5,2,2,1,5,1,
41371,DE,1,1,,,,,5,5,5,2,5,2,5,5,2,2,5,5,2,2,2,5,5,5,1,1,5,5,
41378,DE,77,77,,,,,5,1,6,2,6,2,2,4,2,2,4,1,2,5,2,4,5,6,2,1,2,4,
41424,DE,66,66,,,,,5,3,5,2,5,2,2,3,3,3,3,2,2,5,3,4,5,5,3,2,5,3,
41426,DE,2,2,,,,,2,3,4,1,4,2,3,3,2,1,3,2,1,3,3,5,2,3,1,1,2,5,
41466,DE,2,4,,,,,5,2,4,2,4,3,3,5,2,3,3,1,2,3,3,4,5,5,2,2,4,5,
41469,DE,1,2,,,,,5,2,4,2,4,2,4,4,2,2,3,1,2,4,1,3,3,4,1,1,4,2,
41544,DE,1,1,,,,,5,1,4,1,4,1,1,1,1,5,2,1,1,1,1,5,5,5,1,1,1,3,
41585,DE,9,4,,,,,5,3,5,2,5,4,3,5,1,1,2,1,1,3,1,4,2,5,1,1,2,4,
41592,DE,2,1,,,,,5,3,4,2,4,2,2,3,2,2,1,1,2,4,1,3,2,3,1,2,2,1,
41614,DE,66,66,,,,,5,3,3,2,4,2,3,5,5,3,1,1,3,6,2,4,5,5,2,2,5,1,
41623,DE,2,2,,,,,3,2,6,2,5,2,2,2,2,2,4,2,3,5,1,5,2,5,1,2,4,5,
41656,DE,1,1,,,,,5,1,4,4,6,6,1,6,2,1,1,1,2,2,2,2,5,5,1,1,1,1,
41660,DE,77,77,,,,,5,2,5,2,3,4,3,1,4,5,4,3,2,1,3,4,5,5,4,3,2,3,
41668,DE,6,6,,,,,5,1,1,1,6,1,6,6,1,1,6,1,1,6,1,6,6,6,1,1,1,6,
41702,DE,66,66,,,,,88,3,5,5,5,3,3,3,4,2,2,2,3,5,2,6,2,6,4,2,4,6,
41718,DE,88,88,,,,,88,2,6,5,4,4,3,5,5,3,4,3,2,5,4,5,4,5,3,3,3,4,
41738,DE,3,3,,,,,1,3,5,3,4,2,2,5,1,3,1,3,1,3,4,3,2,4,1,3,5,3,
41795,DE,77,77,,,,,5,2,5,2,4,2,1,2,3,4,2,1,2,2,3,2,4,2,2,2,3,3,
41800,DE,2,2,,,,,5,2,3,2,3,1,5,2,2,2,1,2,1,3,1,3,2,3,1,2,2,1,
41840,DE,66,66,,,,,88,7,7,7,7,7,7,7,2,2,7,2,2,5,2,5,2,2,2,1,2,5,
41849,DE,4,4,,,,,0,1,5,1,3,1,1,3,2,2,2,1,2,3,2,5,5,5,1,1,3,4,
41871,DE,3,7,,,,,0,1,6,1,2,4,4,5,1,4,2,1,2,3,6,2,4,3,1,1,4,3,
41872,DE,4,4,,,,,4,1,5,1,3,3,2,3,1,5,1,1,2,4,3,3,4,4,1,1,5,2,
41899,DE,2,2,,,,,2,1,5,1,5,1,2,3,3,5,1,1,1,1,3,5,5,4,1,1,3,2,
41905,DE,3,3,,,,,4,3,5,1,4,4,4,5,2,2,2,2,2,4,2,4,3,5,2,2,3,2,
41920,DE,66,66,,,,,88,2,4,1,5,5,5,5,2,6,1,1,2,5,1,1,1,6,1,5,1,1,
41921,DE,2,2,,,,,4,4,6,2,4,3,3,4,1,2,2,3,3,4,2,5,4,4,2,2,4,3,
41960,DE,3,2,,,,,2,4,5,2,3,2,5,3,2,1,5,2,1,5,3,6,2,3,2,2,2,5,
41990,DE,77,77,,,,,4,2,4,2,3,3,3,5,1,5,4,1,2,2,4,6,4,4,1,2,4,5,
41995,DE,77,77,,,,,88,2,5,2,4,2,1,6,1,2,2,1,2,4,5,5,4,4,2,1,4,3,
42026,DE,88,3,,,,,2,2,5,2,5,5,5,6,2,3,5,1,5,5,5,6,3,5,4,1,5,5,
42028,DE,3,3,,,,,5,2,5,5,1,3,2,3,2,4,2,2,3,2,3,4,4,2,2,1,2,4,
42046,DE,1,1,,,,,0,3,6,1,1,1,3,6,1,2,3,1,1,2,1,5,5,3,1,3,1,1,
42090,DE,77,77,,,,,77,3,2,3,3,2,3,2,2,3,1,1,2,2,1,5,3,5,2,2,4,4,
42100,DE,1,1,,,,,5,3,6,1,4,2,4,5,1,1,5,2,2,5,2,6,3,4,1,3,2,5,
42109,DE,66,66,,,,,5,2,2,3,5,4,4,3,3,2,2,2,3,3,2,3,4,5,2,3,3,2,
42110,DE,5,5,,,,,5,2,3,3,5,3,2,6,3,1,2,1,3,4,4,3,4,5,3,1,3,2,
42121,DE,2,3,,,,,2,3,4,3,5,2,4,2,2,2,2,2,2,3,1,6,2,5,2,2,3,2,
42178,DE,2,1,,,,,5,2,5,3,5,2,4,4,4,4,2,2,3,4,2,5,3,4,3,1,2,3,
42186,DE,2,2,,,,,4,5,5,3,4,3,5,2,4,2,4,4,4,5,3,6,3,5,2,2,3,5,
42193,DE,1,6,,,,,6,2,4,2,2,2,4,2,2,2,2,3,1,2,1,4,2,2,1,4,2,2,
42203,DE,1,1,,,,,6,2,4,2,3,2,2,3,2,5,3,1,2,3,1,3,3,3,1,3,2,1,
42217,DE,1,1,,,,,5,2,5,2,5,4,5,4,1,3,2,2,1,4,4,5,3,6,1,1,2,5,
42236,DE,1,1,,,,,5,3,5,2,4,3,5,2,1,2,4,3,1,4,4,6,2,4,1,4,1,5,
42241,DE,1,5,,,,,5,1,2,2,2,3,1,4,2,5,1,1,2,1,2,4,3,2,1,1,3,2,
42251,DE,1,1,,,,,7,4,5,3,5,3,4,4,2,2,2,2,2,2,3,5,3,3,1,3,1,5,
42285,DE,3,3,,,,,3,4,3,2,4,2,2,1,2,2,3,2,2,1,3,3,2,2,2,2,2,2,
42292,DE,1,1,,,,,5,2,6,5,5,2,5,2,1,2,5,1,2,3,2,5,2,3,2,2,1,6,
42298,DE,2,2,,,,,5,1,6,1,3,1,1,6,2,6,3,2,1,6,1,2,3,3,1,1,3,3,
42310,DE,4,2,,,,,3,1,4,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,3,
42320,DE,66,66,,,,,4,4,3,2,2,2,5,5,2,1,2,3,3,3,1,5,2,5,1,2,1,1,
42326,DE,4,4,,,,,1,5,6,2,4,4,2,4,2,2,2,2,1,5,5,4,5,5,2,1,4,2,
42337,DE,66,66,,,,,9,1,6,1,4,1,1,6,1,4,3,1,1,6,1,1,5,6,1,2,6,1,
42352,DE,2,1,,,,,5,1,6,1,2,1,1,1,1,1,4,1,4,4,4,4,1,5,1,1,5,5,
42400,DE,2,2,,,,,4,2,5,2,3,2,3,5,1,5,4,1,2,1,5,5,3,2,2,2,4,5,
42403,DE,1,1,,,,,8,2,3,2,3,3,3,1,2,2,2,3,2,3,1,3,4,2,1,1,2,4,
42408,DE,2,2,,,,,5,1,4,1,4,2,3,3,2,2,3,1,2,2,1,4,2,2,1,2,2,3,
42430,DE,1,1,,,,,5,1,6,1,3,3,1,4,1,3,2,4,1,3,4,5,5,4,2,2,5,3,
42454,DE,77,77,,,,,2,1,5,2,3,3,3,8,1,2,2,2,3,3,5,5,4,4,2,2,5,4,
42487,DE,1,1,,,,,8,2,6,1,6,3,3,2,2,2,3,2,1,3,4,6,4,5,2,2,2,4,
42502,DE,1,1,,,,,6,2,4,3,4,5,2,6,2,5,2,2,2,3,3,3,5,4,1,2,3,2,
42510,DE,2,4,,,,,4,2,5,2,5,3,4,5,2,2,1,1,2,2,2,3,5,5,1,2,1,2,
42514,DE,4,4,,,,,3,1,5,1,5,4,1,5,1,3,1,1,1,2,2,2,4,5,1,1,3,3,
42516,DE,1,1,,,,,3,4,5,2,3,2,4,5,1,2,3,2,1,2,1,6,3,2,1,2,2,4,
42542,DE,66,66,,,,,5,2,4,5,4,3,2,5,2,4,1,1,3,4,2,2,3,4,2,2,5,2,
42546,DE,1,1,,,,,5,5,3,3,4,2,3,5,4,4,2,2,3,3,3,4,5,5,4,3,5,2,
42571,DE,3,3,,,,,3,3,6,1,5,3,1,1,3,3,2,2,1,5,2,6,2,4,1,1,2,3,
42574,DE,2,4,,,,,5,2,5,1,4,4,4,2,1,2,2,3,3,3,2,3,4,3,1,4,3,5,
42578,DE,3,3,,,,,3,2,5,2,5,2,2,2,5,2,2,2,2,2,2,3,2,2,2,1,1,2,
42611,DE,1,1,,,,,5,3,5,2,4,2,2,4,2,2,2,2,2,3,2,4,1,3,1,2,4,2,
42625,DE,1,1,,,,,5,2,5,3,5,2,3,3,3,2,2,1,3,3,2,5,4,5,1,2,1,4,
42632,DE,88,5,,,,,5,3,3,2,5,2,2,5,2,3,1,2,2,3,2,5,2,6,1,2,3,2,
42648,DE,2,2,,,,,5,1,4,1,2,2,3,2,2,5,2,2,2,2,2,6,1,2,2,2,2,2,
42668,DE,66,66,,,,,5,1,5,1,4,1,2,6,1,2,2,1,1,3,2,1,1,4,1,2,4,2,
42679,DE,1,1,,,,,6,3,5,4,5,2,4,2,2,2,2,4,2,4,3,5,2,2,1,2,4,2,
42699,DE,1,1,,,,,5,5,6,2,4,2,5,3,3,3,4,2,2,3,2,5,4,3,2,2,3,4,
42705,DE,1,1,,,,,9,3,5,2,2,5,3,5,2,3,5,5,2,3,3,6,4,5,2,4,1,5,
42776,DE,66,66,,,,,5,2,5,2,4,2,2,5,2,2,2,2,2,3,2,5,2,5,2,2,2,2,
42806,DE,1,1,,,,,77,3,6,1,5,2,5,2,5,2,1,3,2,5,2,5,2,5,2,2,2,2,
42810,DE,66,66,,,,,5,2,5,1,5,1,3,1,1,1,5,4,1,6,1,6,1,6,1,2,3,6,
42822,DE,2,2,,,,,4,2,5,3,3,2,2,5,2,3,3,2,2,5,3,6,3,5,1,2,2,3,
42848,DE,1,1,,,,,6,2,5,2,3,2,5,5,2,3,2,1,1,3,3,5,5,3,1,2,2,3,
42849,DE,88,4,,,,,3,3,4,3,4,3,2,4,2,4,3,2,2,3,4,4,4,4,2,2,4,4,
42865,DE,1,1,,,,,6,3,5,2,5,2,3,2,2,2,3,2,2,4,2,6,1,5,1,2,2,4,
42897,DE,1,1,,,,,5,1,5,2,3,3,3,5,3,5,1,2,1,3,1,1,5,2,1,1,1,1,
42911,DE,6,6,,,,,77,3,4,2,4,3,4,2,2,2,3,2,2,3,2,5,3,4,2,2,2,5,
42913,DE,66,66,,,,,6,6,4,3,2,1,4,2,3,1,1,2,2,2,3,5,1,3,1,4,3,1,
42962,DE,4,4,,,,,0,1,6,1,6,5,1,6,1,2,2,2,2,5,2,1,2,2,2,2,5,5,
43005,DE,66,66,,,,,88,3,6,1,6,2,5,4,2,1,4,2,3,5,2,6,5,6,3,2,2,5,
43008,DE,1,1,,,,,5,4,6,2,5,2,6,6,1,2,5,1,1,6,1,6,3,1,1,1,3,4,
43026,DE,1,1,,,,,6,3,5,2,6,3,3,4,2,2,3,3,3,4,3,5,4,6,3,2,4,4,
43045,DE,2,2,,,,,5,1,5,2,2,2,2,5,2,2,2,1,2,2,2,3,2,2,2,1,1,3,
43104,DE,66,66,,,,,7,4,3,4,2,3,4,5,5,5,3,2,4,3,2,3,3,4,3,4,2,4,
43125,DE,66,66,,,,,5,1,2,1,2,2,1,4,2,3,1,1,4,1,1,3,2,4,2,1,3,5,
43152,DE,2,2,,,,,3,2,5,4,4,5,4,8,2,2,3,1,1,1,3,6,2,8,1,1,3,4,
43173,DE,4,4,,,,,4,2,5,1,4,3,2,4,2,3,3,2,3,5,5,3,4,5,3,1,3,3,
43272,DE,4,3,,,,,3,1,5,1,3,3,2,5,2,3,1,1,2,4,3,4,5,3,1,1,5,3,
43352,DE,66,66,,,,,10,2,6,3,4,1,3,4,3,3,2,1,1,4,1,4,1,1,1,1,4,4,
43357,DE,3,3,,,,,2,4,4,1,3,2,3,4,2,1,2,1,2,3,3,5,3,5,1,3,4,2,
43359,DE,1,1,,,,,6,4,6,1,3,4,3,5,2,2,3,2,2,2,3,3,4,5,2,1,5,4,
43360,DE,88,4,,,,,5,2,5,2,5,2,2,5,2,2,2,1,2,4,1,5,3,5,2,1,2,2,
43376,DE,4,7,,,,,3,2,4,1,1,1,5,3,3,3,2,1,3,2,2,4,3,2,3,1,3,2,
43383,DE,4,4,,,,,5,1,3,2,4,3,1,4,1,4,2,2,1,4,3,4,2,5,2,1,3,4,
43439,DE,66,66,,,,,3,4,5,3,4,2,4,2,4,2,4,5,2,5,2,5,2,3,2,4,1,5,
43457,DE,66,66,,,,,4,3,4,2,4,1,4,4,3,4,3,1,3,4,2,5,3,2,2,2,4,4,
43488,DE,2,2,,,,,4,1,3,1,4,3,3,3,1,1,3,2,3,4,4,6,3,4,1,2,2,3,
43502,DE,66,66,,,,,88,1,5,2,5,2,6,4,2,4,2,2,2,3,2,6,3,3,2,4,3,6,
43515,DE,1,5,,,,,4,2,3,2,2,3,4,3,2,3,4,2,2,2,2,5,3,2,1,2,2,5,
43560,DE,1,1,,,,,5,2,3,3,5,2,4,2,2,3,2,2,3,4,4,5,2,4,3,3,4,5,
43595,DE,2,2,,,,,3,2,5,3,1,1,5,6,3,6,2,1,1,3,2,6,5,5,4,4,6,4,
43596,DE,77,77,,,,,5,1,3,1,2,3,4,1,2,2,4,1,2,2,1,3,2,2,1,1,1,2,
43613,DE,3,5,,,,,6,3,4,2,5,2,2,2,2,4,1,2,1,1,1,4,4,2,1,2,3,3,
43653,DE,1,5,,,,,4,3,4,2,5,2,5,6,1,1,2,1,1,3,3,6,2,5,2,1,1,2,
43660,DE,66,66,,,,,5,3,5,1,4,2,2,3,2,3,1,1,1,2,1,6,2,6,2,1,1,3,
43664,DE,88,4,,,,,3,2,5,2,4,5,2,4,1,2,2,1,3,3,2,3,6,7,2,1,4,3,
43669,DE,1,1,,,,,8,3,4,4,3,2,3,2,2,2,2,2,2,4,3,5,3,5,3,2,2,3,
43672,DE,3,3,,,,,3,4,6,2,5,2,5,2,2,3,3,4,2,5,2,6,3,5,2,2,3,2,
43704,DE,77,77,,,,,77,3,5,1,3,3,3,5,2,4,3,2,3,3,5,4,5,2,2,2,4,4,
43707,DE,6,6,,,,,5,3,4,3,5,1,5,5,3,1,4,3,1,3,1,6,2,6,2,4,2,3,
43716,DE,66,66,,,,,7,1,5,1,3,2,4,2,2,1,3,3,1,2,2,5,3,4,1,1,2,2,
43785,DE,6,77,,,,,5,1,5,1,6,1,5,5,2,2,2,1,2,3,1,6,1,1,1,1,1,5,
43809,DE,3,88,,,,,5,2,5,1,4,1,3,3,1,4,3,1,1,3,1,6,4,3,1,1,3,3,
43813,DE,1,1,,,,,6,2,4,2,5,3,3,5,3,2,3,3,3,2,2,4,3,2,2,1,2,5,
43820,DE,5,5,,,,,6,2,4,1,5,2,3,5,2,2,2,2,2,1,2,4,3,3,1,3,3,4,
43828,DE,1,1,,,,,7,1,4,2,4,2,3,5,2,2,3,1,2,2,1,6,3,2,2,3,3,5,
43856,DE,4,4,,,,,4,3,5,2,4,3,5,3,3,3,5,4,3,5,3,5,4,8,2,2,3,4,
43865,DE,1,1,,,,,8,4,5,3,3,4,5,3,3,2,5,2,2,4,2,6,5,5,2,3,4,6,
43906,DE,2,2,,,,,4,1,5,1,2,1,2,4,1,3,1,1,1,2,1,4,4,5,1,1,4,2,
43908,DE,4,2,,,,,4,1,6,3,3,5,2,3,2,2,2,2,2,4,2,3,3,2,2,2,1,2,
43911,DE,88,88,,,,,7,2,3,3,3,2,4,3,4,3,2,2,4,2,4,5,3,3,2,5,4,4,
43918,DE,1,5,,,,,6,2,3,1,5,3,4,4,2,2,1,2,2,4,1,5,3,3,1,1,2,3,
43956,DE,6,6,,,,,5,1,4,1,4,2,2,1,4,4,2,1,1,5,2,5,2,5,1,2,5,2,
43985,DE,77,77,,,,,4,1,4,1,4,2,1,6,1,2,2,1,1,2,1,1,1,3,1,1,1,6,
43988,DE,1,1,,,,,5,2,5,3,4,1,3,3,3,3,3,3,2,4,2,6,5,1,1,1,1,3,
43992,DE,1,5,,,,,6,3,4,2,3,2,4,4,2,3,3,2,3,4,2,5,2,3,1,1,2,4,
43998,DE,1,88,,,,,7,2,5,2,5,3,2,3,2,2,1,1,1,4,2,3,2,5,2,1,3,2,
44001,DE,1,1,,,,,5,2,5,3,4,2,3,4,2,2,2,2,2,4,2,5,4,4,2,2,3,3,
44022,DE,6,6,,,,,6,2,5,3,5,5,4,5,1,5,2,1,1,3,5,4,5,5,2,1,2,4,
44068,DE,1,1,,,,,5,3,5,2,5,2,4,2,3,2,4,4,2,5,1,6,2,3,2,1,1,4,
44070,DE,1,1,,,,,3,8,6,2,5,2,3,2,4,2,2,2,3,5,2,6,3,4,2,2,2,3,
44087,DE,2,4,,,,,2,3,5,2,6,4,2,5,1,2,4,2,1,4,2,5,2,4,1,1,4,4,
44103,DE,1,5,,,,,6,1,5,2,5,3,3,6,1,2,2,2,2,4,2,4,4,2,1,3,2,3,
44133,DE,9,4,,,,,5,3,1,2,3,4,4,5,4,4,2,2,2,3,4,4,4,2,1,3,2,3,
44158,DE,66,66,,,,,5,1,3,1,6,3,3,4,2,1,4,1,2,3,3,4,2,4,2,3,3,4,
44179,DE,66,66,,,,,10,2,4,1,6,5,3,1,1,2,2,3,2,3,2,4,3,4,1,1,2,2,
44184,DE,2,2,,,,,4,3,5,2,2,3,4,5,2,3,2,2,1,2,2,6,2,3,1,2,4,4,
44189,DE,1,1,,,,,5,2,5,3,5,2,5,3,2,2,3,1,1,3,2,5,4,2,1,4,3,5,
44190,DE,1,5,,,,,5,1,4,2,5,3,2,5,2,4,2,1,2,4,2,3,4,4,2,2,2,4,
44212,DE,4,2,,,,,3,2,6,3,4,3,4,4,2,3,3,3,3,4,5,5,4,3,2,2,4,5,
44214,DE,66,66,,,,,5,1,6,1,2,2,1,4,2,2,1,1,1,3,1,2,2,2,1,1,1,1,
44215,DE,2,2,,,,,3,1,4,2,5,4,5,5,2,1,4,3,2,5,4,5,3,5,1,2,4,5,
44228,DE,2,6,,,,,6,4,5,3,4,3,3,3,3,3,3,2,2,4,2,5,3,4,2,3,3,3,
44255,DE,6,6,,,,,8,4,5,2,5,2,6,3,2,2,1,2,2,5,1,5,2,2,1,3,2,1,
44256,DE,66,66,,,,,5,1,6,2,2,2,1,5,3,2,2,1,2,2,6,1,5,6,2,2,2,2,
44259,DE,2,2,,,,,2,3,5,2,5,2,3,4,2,2,5,2,2,6,2,6,5,6,2,2,4,6,
44261,DE,66,66,,,,,5,3,3,1,1,1,2,2,1,6,2,1,1,1,1,1,2,2,1,3,2,4,
44274,DE,1,1,,,,,0,2,5,5,2,2,2,5,2,5,2,2,2,5,2,4,5,5,2,2,2,2,
44282,DE,1,1,,,,,4,2,5,5,5,2,2,5,2,5,1,1,2,6,2,5,5,5,1,2,5,2,
44304,DE,66,66,,,,,5,5,6,1,3,2,2,4,1,3,4,2,1,4,3,6,3,3,1,3,3,2,
44326,DE,6,6,,,,,6,3,5,3,5,2,4,3,3,3,2,1,3,5,1,3,4,3,2,1,3,4,
44348,DE,1,1,,,,,3,3,6,2,4,2,3,2,2,2,2,2,2,5,2,5,3,5,1,1,2,1,
44358,DE,77,77,,,,,5,4,6,2,3,2,5,5,2,2,3,4,3,2,4,6,2,4,1,2,1,2,
44359,DE,2,1,,,,,6,3,4,1,6,4,4,4,2,3,2,2,3,4,4,5,5,5,2,3,2,3,
44361,DE,2,2,,,,,5,1,5,2,2,3,4,2,2,3,2,1,2,4,2,5,2,5,2,1,1,2,
44400,DE,1,4,,,,,7,2,5,4,2,3,2,5,4,5,2,1,2,2,1,2,5,2,2,2,3,2,
44418,DE,6,5,,,,,5,1,5,1,2,1,1,5,1,3,1,1,1,1,1,1,1,5,1,1,5,1,
44465,DE,77,77,,,,,4,3,5,2,3,3,4,3,1,4,2,1,2,2,4,5,2,4,1,5,2,2,
44468,DE,2,1,,,,,5,3,3,2,2,2,2,1,2,2,2,1,2,2,1,4,1,2,2,1,2,4,
44489,DE,66,66,,,,,5,1,4,1,2,1,2,2,2,2,2,2,2,2,1,1,2,3,1,1,1,2,
44495,DE,4,4,,,,,5,3,4,2,2,2,3,4,3,3,2,2,3,3,2,5,2,2,1,1,2,1,
44499,DE,2,2,,,,,4,4,6,2,4,4,5,5,2,4,4,2,3,5,4,5,5,5,3,2,5,4,
44509,DE,88,1,,,,,4,2,4,2,2,2,3,3,1,3,2,2,2,1,2,4,2,3,2,1,3,4,
44532,DE,2,2,,,,,3,3,3,1,4,1,2,2,2,2,2,2,3,4,2,5,3,2,1,2,2,5,
44587,DE,2,2,,,,,5,1,3,3,2,2,4,2,4,5,2,2,4,2,4,5,2,1,3,1,1,3,
44590,DE,2,2,,,,,2,2,3,2,2,2,2,3,2,2,3,1,2,3,3,4,3,2,2,1,2,2,
44602,DE,1,1,,,,,5,3,3,3,3,3,3,3,3,3,3,3,2,3,2,5,2,2,2,2,2,5,
44604,DE,4,88,,,,,0,3,5,2,6,6,5,3,5,2,2,2,2,2,2,3,2,5,2,2,6,3,
44648,DE,4,4,,,,,5,2,4,2,3,2,4,3,2,2,3,1,2,1,3,5,2,3,2,1,2,4,
44690,DE,88,88,,,,,7,2,3,1,2,1,4,2,1,1,2,2,1,2,1,6,1,3,1,1,1,2,
44700,DE,1,1,,,,,9,1,5,4,5,3,2,5,3,3,2,2,1,5,3,6,3,4,2,3,3,3,
44723,DE,6,6,,,,,2,2,5,1,4,2,3,2,2,2,2,2,2,2,1,5,2,3,2,1,2,2,
44757,DE,3,4,,,,,2,2,5,2,4,4,2,5,2,1,3,1,3,4,5,3,3,6,2,2,6,2,
44812,DE,2,2,,,,,3,2,6,2,6,5,2,5,1,1,4,1,2,3,4,4,6,4,3,1,5,5,
44816,DE,1,1,,,,,4,2,5,2,2,2,2,2,3,2,2,2,2,2,2,5,5,2,1,1,2,2,
44818,DE,2,4,,,,,4,1,1,1,1,6,1,6,3,4,6,2,3,2,1,3,6,6,1,2,6,2,
44870,DE,66,66,,,,,5,1,4,3,3,2,3,5,2,3,2,1,3,3,3,4,4,5,1,1,2,2,
44881,DE,2,4,,,,,2,5,4,1,3,1,5,3,2,2,1,3,1,3,3,5,1,2,1,2,3,2,
