essround,idno,cntry,prtvede1,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,imbgeco,imueclt,imwbcnt,
9,33236,GB,,,,,,7,7,7,
9,33237,GB,,,,,,1,4,2,
9,33239,GB,,,,,,9,8,7,
9,33305,GB,,,,,,7,9,10,
9,33326,GB,,,,,,3,0,4,
9,33368,GB,,,,,,5,5,5,
9,33375,GB,,,,,,5,7,5,
9,33384,GB,,,,,,7,7,8,
9,33401,GB,,,,,,5,5,4,
9,33406,GB,,,,,,10,9,9,
9,33412,GB,,,,,,4,88,5,
9,33419,GB,,,,,,4,5,5,
9,33431,GB,,,,,,7,5,10,
9,33440,GB,,,,,,6,7,7,
9,33450,GB,,,,,,5,5,5,
9,33451,GB,,,,,,7,7,7,
9,33485,GB,,,,,,5,4,3,
9,33526,GB,,,,,,8,4,5,
9,33534,GB,,,,,,6,6,6,
9,33539,GB,,,,,,4,1,2,
9,33557,GB,,,,,,9,9,7,
9,33579,GB,,,,,,9,10,9,
9,33595,GB,,,,,,5,4,6,
9,33597,GB,,,,,,5,6,6,
9,33610,GB,,,,,,6,6,6,
9,33693,GB,,,,,,5,8,5,
9,33698,GB,,,,,,3,4,4,
9,33705,GB,,,,,,3,3,8,
9,33706,GB,,,,,,5,8,5,
9,33708,GB,,,,,,8,7,8,
9,33783,GB,,,,,,6,5,88,
9,33784,GB,,,,,,5,3,1,
9,33786,GB,,,,,,10,10,10,
9,33822,GB,,,,,,6,6,5,
9,33841,GB,,,,,,5,3,3,
9,33842,GB,,,,,,5,4,5,
9,33850,GB,,,,,,3,3,4,
9,33870,GB,,,,,,4,2,3,
9,33878,GB,,,,,,4,5,5,
9,33907,GB,,,,,,7,7,5,
9,33939,GB,,,,,,8,10,6,
9,33953,GB,,,,,,6,6,6,
9,33965,GB,,,,,,10,10,9,
9,33966,GB,,,,,,9,8,8,
9,33970,GB,,,,,,9,9,9,
9,33973,GB,,,,,,8,8,8,
9,33989,GB,,,,,,7,7,7,
9,34010,GB,,,,,,4,5,3,
9,34032,GB,,,,,,0,0,0,
9,34037,GB,,,,,,7,4,5,
9,34059,GB,,,,,,9,8,8,
9,34060,GB,,,,,,4,4,5,
9,34072,GB,,,,,,1,1,2,
9,34090,GB,,,,,,4,2,3,
9,34102,GB,,,,,,8,9,8,
9,34117,GB,,,,,,6,5,5,
9,34135,GB,,,,,,7,5,5,
9,34139,GB,,,,,,9,9,8,
9,34218,GB,,,,,,3,7,5,
9,34227,GB,,,,,,8,8,8,
9,34256,GB,,,,,,7,8,7,
9,34258,GB,,,,,,7,7,9,
9,34261,GB,,,,,,6,7,5,
9,34274,GB,,,,,,2,3,3,
9,34291,GB,,,,,,8,10,10,
9,34298,GB,,,,,,7,8,5,
9,34322,GB,,,,,,4,5,3,
9,34335,GB,,,,,,7,6,7,
9,34372,GB,,,,,,7,6,7,
9,34379,GB,,,,,,8,5,5,
9,34381,GB,,,,,,8,7,7,
9,34439,GB,,,,,,4,6,6,
9,34469,GB,,,,,,6,10,10,
9,34499,GB,,,,,,5,5,5,
9,34500,GB,,,,,,8,5,7,
9,34505,GB,,,,,,6,7,5,
9,34521,GB,,,,,,7,8,7,
9,34529,GB,,,,,,0,1,0,
9,34534,GB,,,,,,10,10,10,
9,34551,GB,,,,,,8,8,8,
9,34564,GB,,,,,,5,6,6,
9,34567,GB,,,,,,10,10,10,
9,34586,GB,,,,,,5,5,5,
9,34637,GB,,,,,,9,8,8,
9,34706,GB,,,,,,5,5,5,
9,34711,GB,,,,,,6,7,6,
9,34712,GB,,,,,,0,0,5,
9,34717,GB,,,,,,6,3,3,
9,34824,GB,,,,,,7,4,5,
9,34854,GB,,,,,,7,6,6,
9,34863,GB,,,,,,5,7,6,
9,34869,GB,,,,,,6,4,7,
9,34873,GB,,,,,,8,5,5,
9,34901,GB,,,,,,4,3,3,
9,34905,GB,,,,,,7,8,8,
9,34950,GB,,,,,,7,6,6,
9,34953,GB,,,,,,8,10,8,
9,34966,GB,,,,,,5,5,5,
9,34968,GB,,,,,,6,6,6,
9,34984,GB,,,,,,7,9,9,
9,35006,GB,,,,,,7,10,8,
9,35017,GB,,,,,,10,10,10,
9,35035,GB,,,,,,9,7,1,
9,35052,GB,,,,,,8,8,8,
9,35059,GB,,,,,,5,5,5,
9,35161,GB,,,,,,8,8,7,
9,35203,GB,,,,,,6,10,8,
9,35219,GB,,,,,,7,7,7,
9,35245,GB,,,,,,6,3,7,
9,35265,GB,,,,,,5,88,5,
9,35331,GB,,,,,,8,7,6,
9,35334,GB,,,,,,10,10,10,
9,35354,GB,,,,,,10,10,10,
9,35383,GB,,,,,,7,8,4,
9,35384,GB,,,,,,7,7,5,
9,35401,GB,,,,,,7,7,6,
9,35403,GB,,,,,,5,4,5,
9,35409,GB,,,,,,7,9,9,
9,35414,GB,,,,,,2,2,2,
9,35472,GB,,,,,,5,5,5,
9,35490,GB,,,,,,5,3,5,
9,35506,GB,,,,,,8,8,8,
9,35540,GB,,,,,,7,8,8,
9,35544,GB,,,,,,7,7,7,
9,35581,GB,,,,,,5,5,5,
9,35583,GB,,,,,,5,7,6,
9,35591,GB,,,,,,8,8,8,
9,35601,GB,,,,,,6,7,3,
9,35618,GB,,,,,,4,5,5,
9,35634,GB,,,,,,9,10,10,
9,35679,GB,,,,,,8,10,10,
9,35689,GB,,,,,,9,10,9,
9,35693,GB,,,,,,9,9,7,
9,35701,GB,,,,,,5,6,5,
9,35703,GB,,,,,,8,8,8,
9,35709,GB,,,,,,7,6,5,
9,35711,GB,,,,,,8,7,7,
9,35753,GB,,,,,,7,9,7,
9,35808,GB,,,,,,10,10,10,
9,35822,GB,,,,,,8,9,9,
9,35944,GB,,,,,,8,8,8,
9,35955,GB,,,,,,5,6,6,
9,35965,GB,,,,,,4,4,5,
9,35966,GB,,,,,,6,7,5,
9,36045,GB,,,,,,5,5,5,
9,36053,GB,,,,,,7,7,6,
9,36146,GB,,,,,,6,10,9,
9,36182,GB,,,,,,1,5,4,
9,36187,GB,,,,,,8,9,7,
9,36195,GB,,,,,,0,0,0,
9,36197,GB,,,,,,3,6,5,
9,36204,GB,,,,,,6,5,3,
9,36217,GB,,,,,,5,7,5,
9,36240,GB,,,,,,6,4,5,
9,36248,GB,,,,,,7,4,4,
9,36310,GB,,,,,,7,8,8,
9,36382,GB,,,,,,4,5,5,
9,36412,GB,,,,,,9,9,9,
9,36432,GB,,,,,,9,7,9,
9,36444,GB,,,,,,5,4,3,
9,36462,GB,,,,,,5,2,4,
9,36466,GB,,,,,,10,10,10,
9,36469,GB,,,,,,3,7,5,
9,36538,GB,,,,,,5,5,5,
9,36558,GB,,,,,,4,0,5,
9,36588,GB,,,,,,10,10,10,
9,36595,GB,,,,,,6,5,5,
9,36613,GB,,,,,,6,7,5,
9,36616,GB,,,,,,7,7,7,
9,36654,GB,,,,,,5,8,5,
9,36655,GB,,,,,,9,8,9,
9,36671,GB,,,,,,0,0,0,
9,36680,GB,,,,,,5,0,2,
9,36695,GB,,,,,,2,2,2,
9,36696,GB,,,,,,10,10,10,
9,36713,GB,,,,,,10,10,10,
9,36717,GB,,,,,,6,7,6,
9,36764,GB,,,,,,6,7,1,
9,36844,GB,,,,,,9,8,10,
9,36846,GB,,,,,,5,5,5,
9,36870,GB,,,,,,7,7,7,
9,36899,GB,,,,,,7,7,6,
9,36902,GB,,,,,,9,8,8,
9,36914,GB,,,,,,2,1,1,
9,36925,GB,,,,,,6,6,88,
9,36948,GB,,,,,,9,9,7,
9,36960,GB,,,,,,8,10,9,
9,37021,GB,,,,,,6,5,4,
9,37054,GB,,,,,,2,1,1,
9,37084,GB,,,,,,7,7,7,
9,37088,GB,,,,,,5,2,2,
9,37092,GB,,,,,,7,6,4,
9,37103,GB,,,,,,5,5,5,
9,37143,GB,,,,,,0,0,0,
9,37162,GB,,,,,,2,4,4,
9,37171,GB,,,,,,5,5,5,
9,37175,GB,,,,,,7,7,7,
9,37213,GB,,,,,,7,6,6,
9,37257,GB,,,,,,9,10,10,
9,37319,GB,,,,,,6,7,5,
9,37350,GB,,,,,,5,88,5,
9,37374,GB,,,,,,7,8,7,
9,37377,GB,,,,,,6,6,6,
9,37398,GB,,,,,,7,7,7,
9,37409,GB,,,,,,5,8,7,
9,37488,GB,,,,,,8,8,7,
9,37528,GB,,,,,,6,6,6,
9,37535,GB,,,,,,5,5,5,
9,37541,GB,,,,,,7,6,7,
9,37563,GB,,,,,,8,7,7,
9,37583,GB,,,,,,10,10,10,
9,37591,GB,,,,,,5,5,5,
9,37660,GB,,,,,,8,8,8,
9,37667,GB,,,,,,8,9,7,
9,37670,GB,,,,,,7,8,8,
9,37671,GB,,,,,,7,2,2,
9,37699,GB,,,,,,8,8,8,
9,37719,GB,,,,,,10,10,10,
9,37734,GB,,,,,,8,8,8,
9,37739,GB,,,,,,10,8,10,
9,37754,GB,,,,,,7,7,3,
9,37776,GB,,,,,,7,6,7,
9,37779,GB,,,,,,10,8,10,
9,37816,GB,,,,,,5,6,5,
9,37821,GB,,,,,,7,9,7,
9,37863,GB,,,,,,5,5,7,
9,37875,GB,,,,,,3,2,2,
9,37890,GB,,,,,,6,0,5,
9,37898,GB,,,,,,3,3,3,
9,37915,GB,,,,,,6,6,5,
9,37923,GB,,,,,,7,8,8,
9,37924,GB,,,,,,5,8,8,
9,37927,GB,,,,,,2,2,2,
9,37934,GB,,,,,,5,6,6,
9,37984,GB,,,,,,4,5,3,
9,37997,GB,,,,,,0,0,0,
9,38002,GB,,,,,,9,9,9,
9,38073,GB,,,,,,5,5,5,
9,38130,GB,,,,,,8,10,10,
9,38135,GB,,,,,,5,3,5,
9,38161,GB,,,,,,5,3,5,
9,38185,GB,,,,,,0,0,0,
9,38188,GB,,,,,,2,1,2,
9,38216,GB,,,,,,2,5,9,
9,38248,GB,,,,,,8,8,8,
9,38262,GB,,,,,,5,4,3,
9,38302,GB,,,,,,9,9,10,
9,38331,GB,,,,,,7,5,5,
9,38332,GB,,,,,,2,88,2,
9,38367,GB,,,,,,8,7,4,
9,38455,GB,,,,,,4,4,5,
9,38482,GB,,,,,,9,9,1,
9,38503,GB,,,,,,3,5,5,
9,38518,GB,,,,,,9,7,8,
9,38543,GB,,,,,,7,7,7,
9,38567,GB,,,,,,9,10,8,
9,38575,GB,,,,,,8,2,3,
9,38577,GB,,,,,,5,6,4,
9,38590,GB,,,,,,2,2,2,
9,38593,GB,,,,,,3,6,2,
9,38601,GB,,,,,,5,5,5,
9,38606,GB,,,,,,6,7,6,
9,38649,GB,,,,,,2,5,7,
9,38653,GB,,,,,,10,5,6,
9,38655,GB,,,,,,6,6,6,
9,38666,GB,,,,,,5,4,5,
9,38690,GB,,,,,,5,8,8,
9,38697,GB,,,,,,10,9,9,
9,38726,GB,,,,,,0,0,0,
9,38797,GB,,,,,,88,5,5,
9,38824,GB,,,,,,7,9,7,
9,38844,GB,,,,,,5,3,5,
9,38855,GB,,,,,,5,6,6,
9,38884,GB,,,,,,1,1,1,
9,38886,GB,,,,,,5,8,8,
9,38905,GB,,,,,,2,0,1,
9,38929,GB,,,,,,7,5,7,
9,38947,GB,,,,,,2,5,2,
9,38951,GB,,,,,,6,7,6,
9,38968,GB,,,,,,10,9,9,
9,39002,GB,,,,,,2,88,5,
9,39025,GB,,,,,,5,5,5,
9,39026,GB,,,,,,7,7,7,
9,39040,GB,,,,,,6,6,6,
9,39073,GB,,,,,,5,5,5,
9,39074,GB,,,,,,4,1,4,
9,39105,GB,,,,,,0,5,3,
9,39106,GB,,,,,,8,7,7,
9,39141,GB,,,,,,3,3,2,
9,39149,GB,,,,,,10,10,10,
9,39174,GB,,,,,,5,6,7,
9,39192,GB,,,,,,8,5,10,
9,39219,GB,,,,,,5,2,6,
9,39247,GB,,,,,,5,3,5,
9,39263,GB,,,,,,7,7,5,
9,39269,GB,,,,,,1,1,2,
9,39272,GB,,,,,,7,8,7,
9,39273,GB,,,,,,9,9,8,
9,39299,GB,,,,,,5,4,3,
9,39336,GB,,,,,,6,7,6,
9,39371,GB,,,,,,7,4,5,
9,39436,GB,,,,,,7,7,7,
9,39437,GB,,,,,,7,7,88,
9,39438,GB,,,,,,3,6,5,
9,39441,GB,,,,,,2,0,5,
9,39449,GB,,,,,,9,9,9,
9,39453,GB,,,,,,7,6,2,
9,39460,GB,,,,,,5,4,4,
9,39513,GB,,,,,,5,1,5,
9,39532,GB,,,,,,5,5,5,
9,39551,GB,,,,,,1,0,0,
9,39628,GB,,,,,,1,5,4,
9,39637,GB,,,,,,0,3,0,
9,39665,GB,,,,,,3,5,5,
9,39671,GB,,,,,,5,6,6,
9,39675,GB,,,,,,8,10,8,
9,39693,GB,,,,,,1,0,0,
9,39737,GB,,,,,,5,6,5,
9,39741,GB,,,,,,9,9,9,
9,39742,GB,,,,,,5,5,5,
9,39755,GB,,,,,,5,6,6,
9,39763,GB,,,,,,5,5,3,
9,39784,GB,,,,,,6,7,7,
9,39790,GB,,,,,,8,3,1,
9,39799,GB,,,,,,6,6,6,
9,39863,GB,,,,,,5,5,5,
9,39888,GB,,,,,,10,8,6,
9,39895,GB,,,,,,7,7,6,
9,39921,GB,,,,,,6,4,6,
9,39944,GB,,,,,,9,8,8,
9,39956,GB,,,,,,0,1,0,
9,39962,GB,,,,,,5,6,5,
9,39970,GB,,,,,,0,8,2,
9,40023,GB,,,,,,4,6,4,
9,40025,GB,,,,,,10,10,10,
9,40039,GB,,,,,,5,4,4,
9,40073,GB,,,,,,88,1,1,
9,40074,GB,,,,,,7,7,6,
9,40086,GB,,,,,,5,5,6,
9,40093,GB,,,,,,2,2,5,
9,40201,GB,,,,,,5,3,3,
9,40244,GB,,,,,,0,0,0,
9,40252,GB,,,,,,8,9,9,
9,40267,GB,,,,,,0,0,0,
9,40303,GB,,,,,,10,10,10,
9,40307,GB,,,,,,5,4,4,
9,40311,GB,,,,,,2,2,2,
9,40331,GB,,,,,,5,5,2,
9,40386,GB,,,,,,9,9,9,
9,40408,GB,,,,,,3,4,2,
9,40441,GB,,,,,,7,7,7,
9,40481,GB,,,,,,5,4,4,
9,40494,GB,,,,,,6,4,3,
9,40495,GB,,,,,,2,2,2,
9,40535,GB,,,,,,4,4,5,
9,40551,GB,,,,,,5,5,5,
9,40555,GB,,,,,,7,4,4,
9,40556,GB,,,,,,7,8,7,
9,40565,GB,,,,,,5,5,5,
9,40572,GB,,,,,,9,8,7,
9,40627,GB,,,,,,5,6,88,
9,40633,GB,,,,,,8,10,9,
9,40685,GB,,,,,,8,10,4,
9,40693,GB,,,,,,8,8,7,
9,40706,GB,,,,,,0,4,2,
9,40712,GB,,,,,,1,5,5,
9,40792,GB,,,,,,5,3,3,
9,40809,GB,,,,,,2,3,4,
9,40813,GB,,,,,,5,5,5,
9,40814,GB,,,,,,2,2,4,
9,40821,GB,,,,,,1,3,4,
9,40847,GB,,,,,,8,8,8,
9,40851,GB,,,,,,5,5,4,
9,40857,GB,,,,,,2,3,3,
9,40860,GB,,,,,,7,9,8,
9,40908,GB,,,,,,5,4,3,
9,40924,GB,,,,,,5,9,6,
9,40961,GB,,,,,,3,2,2,
9,40978,GB,,,,,,5,5,3,
9,40985,GB,,,,,,9,8,8,
9,41001,GB,,,,,,5,8,7,
9,41028,GB,,,,,,3,5,5,
9,41040,GB,,,,,,9,8,7,
9,41072,GB,,,,,,4,4,4,
9,41083,GB,,,,,,5,5,5,
9,41102,GB,,,,,,6,8,5,
9,41103,GB,,,,,,5,5,4,
9,41124,GB,,,,,,4,3,5,
9,41128,GB,,,,,,5,5,10,
9,41187,GB,,,,,,5,2,2,
9,41211,GB,,,,,,8,7,9,
9,41222,GB,,,,,,7,7,8,
9,41228,GB,,,,,,6,8,8,
9,41230,GB,,,,,,8,7,6,
9,41294,GB,,,,,,8,8,8,
9,41323,GB,,,,,,7,9,8,
9,41332,GB,,,,,,5,5,5,
9,41365,GB,,,,,,4,3,6,
9,41375,GB,,,,,,3,6,2,
9,41383,GB,,,,,,7,10,7,
9,41429,GB,,,,,,5,3,5,
9,41430,GB,,,,,,7,7,7,
9,41455,GB,,,,,,7,8,7,
9,41464,GB,,,,,,7,6,5,
9,41473,GB,,,,,,0,0,0,
9,41490,GB,,,,,,1,2,3,
9,41535,GB,,,,,,5,2,2,
9,41564,GB,,,,,,8,9,9,
9,41568,GB,,,,,,4,10,5,
9,41587,GB,,,,,,9,10,8,
9,41608,GB,,,,,,8,9,10,
9,41646,GB,,,,,,10,6,10,
9,41801,GB,,,,,,6,7,6,
9,41807,GB,,,,,,3,8,8,
9,41829,GB,,,,,,6,6,6,
9,41832,GB,,,,,,7,8,8,
9,41837,GB,,,,,,9,9,7,
9,41877,GB,,,,,,6,7,7,
9,41883,GB,,,,,,7,9,5,
9,41888,GB,,,,,,5,7,5,
9,41924,GB,,,,,,7,8,8,
9,41952,GB,,,,,,7,7,8,
9,41957,GB,,,,,,8,9,8,
9,41983,GB,,,,,,8,8,8,
9,42001,GB,,,,,,5,3,8,
9,42015,GB,,,,,,9,8,7,
9,42041,GB,,,,,,8,7,8,
9,42058,GB,,,,,,4,3,0,
9,42099,GB,,,,,,5,2,2,
9,42108,GB,,,,,,5,3,5,
9,42258,GB,,,,,,4,3,2,
9,42261,GB,,,,,,1,0,0,
9,42263,GB,,,,,,7,10,7,
9,42293,GB,,,,,,8,9,9,
9,42295,GB,,,,,,5,5,5,
9,42333,GB,,,,,,8,9,9,
9,42387,GB,,,,,,6,6,5,
9,42402,GB,,,,,,4,5,4,
9,42432,GB,,,,,,3,2,2,
9,42450,GB,,,,,,7,5,7,
9,42453,GB,,,,,,5,7,5,
9,42468,GB,,,,,,7,10,8,
9,42477,GB,,,,,,6,7,9,
9,42493,GB,,,,,,7,8,8,
9,42507,GB,,,,,,6,6,5,
9,42513,GB,,,,,,4,0,0,
9,42517,GB,,,,,,8,7,7,
9,42585,GB,,,,,,7,6,7,
9,42605,GB,,,,,,4,1,1,
9,42620,GB,,,,,,4,4,4,
9,42662,GB,,,,,,7,7,7,
9,42683,GB,,,,,,5,4,3,
9,42691,GB,,,,,,5,4,5,
9,42721,GB,,,,,,5,6,6,
9,42726,GB,,,,,,5,5,7,
9,42734,GB,,,,,,5,10,5,
9,42737,GB,,,,,,8,9,8,
9,42769,GB,,,,,,8,5,9,
9,42796,GB,,,,,,3,3,2,
9,42824,GB,,,,,,5,5,7,
9,42957,GB,,,,,,4,5,5,
9,43000,GB,,,,,,8,8,7,
9,43012,GB,,,,,,4,4,4,
9,43050,GB,,,,,,7,5,5,
9,43061,GB,,,,,,2,2,2,
9,43105,GB,,,,,,6,10,8,
9,43116,GB,,,,,,5,5,5,
9,43118,GB,,,,,,2,2,2,
9,43195,GB,,,,,,5,3,6,
9,43198,GB,,,,,,5,0,1,
9,43254,GB,,,,,,5,8,6,
9,43260,GB,,,,,,5,1,1,
9,43266,GB,,,,,,2,1,1,
9,43281,GB,,,,,,4,88,7,
9,43299,GB,,,,,,1,1,1,
9,43300,GB,,,,,,6,8,4,
9,43302,GB,,,,,,4,5,6,
9,43308,GB,,,,,,0,0,0,
9,43373,GB,,,,,,7,3,4,
9,43381,GB,,,,,,6,6,8,
9,43386,GB,,,,,,6,3,5,
9,43399,GB,,,,,,7,8,7,
9,43406,GB,,,,,,6,7,5,
9,43435,GB,,,,,,5,6,7,
9,43494,GB,,,,,,5,2,0,
9,43501,GB,,,,,,10,10,10,
9,43556,GB,,,,,,3,5,3,
9,43593,GB,,,,,,8,4,8,
9,43607,GB,,,,,,8,8,5,
9,43731,GB,,,,,,5,6,6,
9,43733,GB,,,,,,9,9,8,
9,43739,GB,,,,,,5,0,0,
9,43773,GB,,,,,,7,8,8,
9,43781,GB,,,,,,0,2,0,
9,43790,GB,,,,,,7,3,7,
9,43792,GB,,,,,,7,7,5,
9,43800,GB,,,,,,10,8,9,
9,43831,GB,,,,,,8,10,10,
9,43832,GB,,,,,,8,5,5,
9,43841,GB,,,,,,8,7,7,
9,43851,GB,,,,,,3,8,10,
9,43861,GB,,,,,,1,4,2,
9,43890,GB,,,,,,5,7,7,
9,43925,GB,,,,,,6,7,6,
9,43968,GB,,,,,,5,4,5,
9,43969,GB,,,,,,0,0,0,
9,43993,GB,,,,,,5,5,4,
9,44002,GB,,,,,,5,7,5,
9,44021,GB,,,,,,5,2,4,
9,44026,GB,,,,,,5,4,2,
9,44037,GB,,,,,,6,4,5,
9,44060,GB,,,,,,5,0,0,
9,44078,GB,,,,,,5,4,2,
9,44090,GB,,,,,,4,4,10,
9,44108,GB,,,,,,0,0,0,
9,44191,GB,,,,,,5,6,5,
9,44192,GB,,,,,,9,8,8,
9,44223,GB,,,,,,10,10,10,
9,44225,GB,,,,,,9,10,9,
9,44227,GB,,,,,,6,6,5,
9,44265,GB,,,,,,8,9,8,
9,44372,GB,,,,,,7,7,7,
9,44388,GB,,,,,,4,5,5,
9,44430,GB,,,,,,6,4,88,
9,44455,GB,,,,,,5,7,8,
9,44460,GB,,,,,,7,6,5,
9,44476,GB,,,,,,7,8,6,
9,44478,GB,,,,,,0,0,0,
9,44485,GB,,,,,,3,3,3,
9,44498,GB,,,,,,8,7,7,
9,44522,GB,,,,,,4,5,3,
9,44601,GB,,,,,,6,9,9,
9,44618,GB,,,,,,10,10,9,
9,44668,GB,,,,,,6,8,7,
9,44674,GB,,,,,,9,9,9,
9,44685,GB,,,,,,7,7,7,
9,44712,GB,,,,,,2,6,2,
9,44721,GB,,,,,,6,4,4,
9,44737,GB,,,,,,9,7,7,
9,44767,GB,,,,,,5,5,5,
9,44771,GB,,,,,,2,5,3,
9,44780,GB,,,,,,6,5,6,
9,44799,GB,,,,,,9,10,8,
9,44808,GB,,,,,,6,3,4,
9,44811,GB,,,,,,5,5,5,
9,44834,GB,,,,,,9,9,8,
9,44847,GB,,,,,,5,5,5,
9,44864,GB,,,,,,6,5,3,
9,44898,GB,,,,,,7,5,7,
9,44919,GB,,,,,,5,10,9,
9,44925,GB,,,,,,6,7,6,
9,44933,GB,,,,,,9,9,9,
9,44953,GB,,,,,,5,4,5,
9,44959,GB,,,,,,4,6,5,
9,44968,GB,,,,,,10,10,9,
9,44996,GB,,,,,,5,8,4,
9,45002,GB,,,,,,6,7,5,
9,45005,GB,,,,,,5,6,5,
9,45029,GB,,,,,,2,2,3,
9,45033,GB,,,,,,5,6,1,
9,45037,GB,,,,,,3,3,2,
9,45050,GB,,,,,,5,7,5,
9,45118,GB,,,,,,0,0,0,
9,45124,GB,,,,,,2,3,2,
9,45135,GB,,,,,,2,2,3,
9,45227,GB,,,,,,7,7,7,
9,45241,GB,,,,,,6,8,5,
9,45256,GB,,,,,,9,9,8,
9,45275,GB,,,,,,8,6,7,
9,45277,GB,,,,,,5,6,6,
9,45297,GB,,,,,,8,10,10,
9,45334,GB,,,,,,3,5,5,
9,45345,GB,,,,,,7,8,8,
9,45367,GB,,,,,,5,4,2,
9,45393,GB,,,,,,3,3,2,
9,45402,GB,,,,,,77,77,77,
9,45426,GB,,,,,,6,7,5,
9,45441,GB,,,,,,8,5,6,
9,45483,GB,,,,,,88,0,88,
9,45490,GB,,,,,,7,7,7,
9,45512,GB,,,,,,7,7,7,
9,45513,GB,,,,,,7,7,5,
9,45538,GB,,,,,,5,0,0,
9,45560,GB,,,,,,7,6,6,
9,45592,GB,,,,,,8,9,9,
9,45593,GB,,,,,,0,5,5,
9,45625,GB,,,,,,3,3,3,
9,45630,GB,,,,,,9,9,8,
9,45646,GB,,,,,,9,9,9,
9,45669,GB,,,,,,8,9,9,
9,45675,GB,,,,,,8,9,9,
9,45684,GB,,,,,,3,4,2,
9,45710,GB,,,,,,5,5,5,
9,45743,GB,,,,,,7,10,10,
9,45764,GB,,,,,,0,2,2,
9,45765,GB,,,,,,5,8,8,
9,45767,GB,,,,,,88,3,4,
9,45770,GB,,,,,,7,10,8,
9,45771,GB,,,,,,10,10,10,
9,45786,GB,,,,,,7,8,6,
9,45806,GB,,,,,,8,8,6,
9,45814,GB,,,,,,7,2,2,
9,45820,GB,,,,,,1,1,2,
9,45821,GB,,,,,,6,5,5,
9,45835,GB,,,,,,2,1,1,
9,45840,GB,,,,,,6,6,6,
9,45841,GB,,,,,,7,5,4,
9,45857,GB,,,,,,6,7,8,
9,45859,GB,,,,,,4,2,2,
9,45885,GB,,,,,,1,5,1,
9,45886,GB,,,,,,5,0,3,
9,45915,GB,,,,,,4,5,5,
9,46001,GB,,,,,,8,8,8,
9,46004,GB,,,,,,5,8,5,
9,46008,GB,,,,,,4,1,2,
9,46016,GB,,,,,,4,0,5,
9,46017,GB,,,,,,9,10,10,
9,46025,GB,,,,,,10,10,10,
9,46044,GB,,,,,,5,6,5,
9,46049,GB,,,,,,9,8,7,
9,46078,GB,,,,,,5,0,3,
9,46085,GB,,,,,,5,7,5,
9,46088,GB,,,,,,9,10,10,
9,46114,GB,,,,,,8,8,8,
9,46120,GB,,,,,,6,8,8,
9,46146,GB,,,,,,8,5,5,
9,46148,GB,,,,,,6,6,5,
9,46178,GB,,,,,,5,5,8,
9,46193,GB,,,,,,7,8,5,
9,46207,GB,,,,,,8,7,7,
9,46212,GB,,,,,,5,5,5,
9,46218,GB,,,,,,8,9,9,
9,46225,GB,,,,,,6,9,9,
9,46242,GB,,,,,,3,3,2,
9,46278,GB,,,,,,6,5,5,
9,46290,GB,,,,,,4,5,5,
9,46343,GB,,,,,,5,10,10,
9,46376,GB,,,,,,4,4,4,
9,46401,GB,,,,,,10,8,10,
9,46404,GB,,,,,,3,8,7,
9,46440,GB,,,,,,5,4,7,
9,46462,GB,,,,,,8,9,9,
9,46469,GB,,,,,,0,5,1,
9,46474,GB,,,,,,8,7,7,
9,46500,GB,,,,,,9,8,10,
9,46505,GB,,,,,,1,1,1,
9,46545,GB,,,,,,6,7,6,
9,46560,GB,,,,,,5,5,5,
9,46603,GB,,,,,,8,5,7,
9,46766,GB,,,,,,3,4,5,
9,46771,GB,,,,,,8,10,9,
9,46776,GB,,,,,,2,2,5,
9,46823,GB,,,,,,5,5,5,
9,46828,GB,,,,,,0,5,3,
9,46859,GB,,,,,,2,1,4,
9,46871,GB,,,,,,6,4,3,
9,46880,GB,,,,,,0,0,0,
9,46896,GB,,,,,,8,8,10,
9,46899,GB,,,,,,5,2,5,
9,46903,GB,,,,,,6,88,88,
9,46924,GB,,,,,,8,5,7,
9,46941,GB,,,,,,5,3,4,
9,46946,GB,,,,,,5,5,7,
9,46947,GB,,,,,,8,8,8,
9,46969,GB,,,,,,6,7,8,
9,47034,GB,,,,,,6,7,5,
9,47041,GB,,,,,,5,6,88,
9,47081,GB,,,,,,3,3,2,
9,47106,GB,,,,,,5,1,1,
9,47118,GB,,,,,,4,5,4,
9,47120,GB,,,,,,6,8,9,
9,47138,GB,,,,,,8,10,10,
9,47163,GB,,,,,,3,3,3,
9,47189,GB,,,,,,5,9,9,
9,47191,GB,,,,,,7,6,7,
9,47229,GB,,,,,,4,5,5,
9,47231,GB,,,,,,4,6,6,
9,47246,GB,,,,,,8,8,5,
9,47257,GB,,,,,,8,8,8,
9,47271,GB,,,,,,5,7,5,
9,47279,GB,,,,,,1,8,5,
9,47302,GB,,,,,,5,7,5,
9,47330,GB,,,,,,7,7,7,
9,47340,GB,,,,,,8,8,6,
9,47412,GB,,,,,,9,8,8,
9,47450,GB,,,,,,10,10,8,
9,47471,GB,,,,,,7,8,7,
9,47492,GB,,,,,,5,7,5,
9,47527,GB,,,,,,7,4,7,
9,47538,GB,,,,,,5,5,7,
9,47545,GB,,,,,,6,4,6,
9,47552,GB,,,,,,6,4,5,
9,47572,GB,,,,,,4,3,2,
9,47579,GB,,,,,,7,7,6,
9,47592,GB,,,,,,10,10,10,
9,47632,GB,,,,,,8,8,8,
