essround,idno,cntry,prtvede1,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,imbgeco,imueclt,imwbcnt,
9,17,AT,,,,,,5,6,0,
9,31,AT,,,,,,6,5,5,
9,58,AT,,,,,,5,6,6,
9,69,AT,,,,,,2,1,2,
9,98,AT,,,,,,5,4,5,
9,145,AT,,,,,,3,7,5,
9,153,AT,,,,,,5,3,5,
9,179,AT,,,,,,6,7,5,
9,208,AT,,,,,,6,4,5,
9,215,AT,,,,,,2,2,2,
9,218,AT,,,,,,2,7,4,
9,296,AT,,,,,,10,10,10,
9,315,AT,,,,,,6,8,5,
9,330,AT,,,,,,3,3,4,
9,336,AT,,,,,,1,1,1,
9,408,AT,,,,,,7,4,5,
9,414,AT,,,,,,6,5,5,
9,418,AT,,,,,,7,8,7,
9,430,AT,,,,,,9,3,5,
9,456,AT,,,,,,4,2,88,
9,481,AT,,,,,,2,3,2,
9,491,AT,,,,,,3,5,0,
9,504,AT,,,,,,5,7,2,
9,546,AT,,,,,,5,1,2,
9,567,AT,,,,,,1,2,1,
9,569,AT,,,,,,5,4,7,
9,624,AT,,,,,,88,2,2,
9,641,AT,,,,,,88,5,4,
9,659,AT,,,,,,5,4,4,
9,672,AT,,,,,,3,3,2,
9,687,AT,,,,,,0,5,0,
9,708,AT,,,,,,6,4,5,
9,729,AT,,,,,,10,10,10,
9,734,AT,,,,,,4,6,5,
9,736,AT,,,,,,10,9,10,
9,827,AT,,,,,,7,5,5,
9,840,AT,,,,,,1,0,0,
9,846,AT,,,,,,6,4,2,
9,873,AT,,,,,,7,5,5,
9,908,AT,,,,,,6,3,2,
9,918,AT,,,,,,2,0,0,
9,964,AT,,,,,,8,6,5,
9,971,AT,,,,,,7,7,5,
9,972,AT,,,,,,6,5,5,
9,990,AT,,,,,,5,4,4,
9,998,AT,,,,,,8,6,4,
9,1042,AT,,,,,,6,4,5,
9,1045,AT,,,,,,8,8,8,
9,1068,AT,,,,,,3,5,6,
9,1086,AT,,,,,,7,6,6,
9,1098,AT,,,,,,4,4,3,
9,1120,AT,,,,,,2,2,5,
9,1152,AT,,,,,,7,6,6,
9,1153,AT,,,,,,4,4,4,
9,1212,AT,,,,,,88,2,2,
9,1227,AT,,,,,,5,5,88,
9,1229,AT,,,,,,6,7,6,
9,1238,AT,,,,,,8,10,7,
9,1244,AT,,,,,,1,1,1,
9,1266,AT,,,,,,3,4,4,
9,1283,AT,,,,,,5,4,3,
9,1300,AT,,,,,,2,4,5,
9,1307,AT,,,,,,2,1,1,
9,1324,AT,,,,,,88,4,88,
9,1330,AT,,,,,,7,7,5,
9,1341,AT,,,,,,7,4,6,
9,1356,AT,,,,,,2,2,3,
9,1365,AT,,,,,,8,8,7,
9,1366,AT,,,,,,8,6,7,
9,1368,AT,,,,,,7,8,5,
9,1383,AT,,,,,,88,88,4,
9,1424,AT,,,,,,6,5,5,
9,1465,AT,,,,,,7,5,5,
9,1478,AT,,,,,,7,7,3,
9,1482,AT,,,,,,4,4,4,
9,1499,AT,,,,,,6,5,5,
9,1523,AT,,,,,,5,5,5,
9,1563,AT,,,,,,5,8,7,
9,1570,AT,,,,,,7,7,5,
9,1596,AT,,,,,,6,4,3,
9,1604,AT,,,,,,5,5,5,
9,1657,AT,,,,,,4,2,2,
9,1704,AT,,,,,,6,5,4,
9,1725,AT,,,,,,0,0,0,
9,1734,AT,,,,,,0,2,1,
9,1754,AT,,,,,,3,2,1,
9,1757,AT,,,,,,0,0,0,
9,1778,AT,,,,,,10,10,10,
9,1799,AT,,,,,,7,4,4,
9,1816,AT,,,,,,3,2,3,
9,1819,AT,,,,,,4,0,0,
9,1878,AT,,,,,,0,5,0,
9,1882,AT,,,,,,7,7,7,
9,1884,AT,,,,,,7,5,6,
9,1899,AT,,,,,,5,7,5,
9,1981,AT,,,,,,5,4,2,
9,1984,AT,,,,,,7,6,5,
9,2004,AT,,,,,,0,0,0,
9,2016,AT,,,,,,5,4,5,
9,2024,AT,,,,,,3,4,2,
9,2027,AT,,,,,,6,8,8,
9,2066,AT,,,,,,7,9,6,
9,2101,AT,,,,,,2,2,3,
9,2127,AT,,,,,,8,8,8,
9,2186,AT,,,,,,0,2,2,
9,2188,AT,,,,,,6,5,4,
9,2201,AT,,,,,,0,4,0,
9,2204,AT,,,,,,8,8,6,
9,2213,AT,,,,,,88,4,3,
9,2219,AT,,,,,,8,5,3,
9,2221,AT,,,,,,7,3,1,
9,2236,AT,,,,,,9,10,8,
9,2241,AT,,,,,,4,3,4,
9,2254,AT,,,,,,7,2,5,
9,2256,AT,,,,,,4,7,3,
9,2263,AT,,,,,,8,8,3,
9,2286,AT,,,,,,6,6,6,
9,2301,AT,,,,,,8,2,2,
9,2328,AT,,,,,,6,7,8,
9,2375,AT,,,,,,5,5,5,
9,2388,AT,,,,,,5,4,2,
9,2406,AT,,,,,,1,2,0,
9,2426,AT,,,,,,9,3,5,
9,2447,AT,,,,,,0,0,0,
9,2492,AT,,,,,,7,9,6,
9,2512,AT,,,,,,1,1,2,
9,2521,AT,,,,,,5,5,5,
9,2530,AT,,,,,,5,5,5,
9,2556,AT,,,,,,3,0,5,
9,2559,AT,,,,,,5,5,4,
9,2568,AT,,,,,,3,3,3,
9,2574,AT,,,,,,3,3,3,
9,2576,AT,,,,,,6,7,5,
9,2580,AT,,,,,,6,6,5,
9,2614,AT,,,,,,0,1,5,
9,2618,AT,,,,,,6,5,4,
9,2646,AT,,,,,,8,5,5,
9,2674,AT,,,,,,7,5,6,
9,2690,AT,,,,,,5,8,5,
9,2699,AT,,,,,,1,1,1,
9,2728,AT,,,,,,4,3,3,
9,2766,AT,,,,,,9,8,5,
9,2769,AT,,,,,,8,8,5,
9,2813,AT,,,,,,3,3,4,
9,2848,AT,,,,,,5,3,4,
9,2856,AT,,,,,,9,9,8,
9,2878,AT,,,,,,3,2,8,
9,2923,AT,,,,,,7,7,5,
9,2936,AT,,,,,,10,10,10,
9,2942,AT,,,,,,4,6,5,
9,2967,AT,,,,,,7,5,6,
9,2991,AT,,,,,,7,3,3,
9,3038,AT,,,,,,2,2,3,
9,3052,AT,,,,,,6,0,0,
9,3061,AT,,,,,,6,9,6,
9,3097,AT,,,,,,3,2,3,
9,3099,AT,,,,,,10,10,8,
9,3168,AT,,,,,,5,88,3,
9,3176,AT,,,,,,6,8,6,
9,3178,AT,,,,,,1,1,2,
9,3195,AT,,,,,,6,8,5,
9,3201,AT,,,,,,5,3,5,
9,3220,AT,,,,,,6,2,4,
9,3240,AT,,,,,,6,4,2,
9,3246,AT,,,,,,4,5,4,
9,3253,AT,,,,,,7,7,5,
9,3280,AT,,,,,,7,6,5,
9,3295,AT,,,,,,8,5,5,
9,3344,AT,,,,,,3,2,8,
9,3347,AT,,,,,,5,3,3,
9,3348,AT,,,,,,0,0,0,
9,3379,AT,,,,,,5,8,5,
9,3452,AT,,,,,,2,2,2,
9,3508,AT,,,,,,5,8,8,
9,3527,AT,,,,,,9,6,5,
9,3532,AT,,,,,,10,10,5,
9,3554,AT,,,,,,8,6,6,
9,3557,AT,,,,,,6,3,3,
9,3581,AT,,,,,,6,4,3,
9,3603,AT,,,,,,4,1,1,
9,3608,AT,,,,,,5,5,88,
9,3637,AT,,,,,,7,6,5,
9,3645,AT,,,,,,7,7,6,
9,3653,AT,,,,,,3,1,4,
9,3724,AT,,,,,,7,7,6,
9,3726,AT,,,,,,6,8,5,
9,3736,AT,,,,,,8,8,8,
9,3742,AT,,,,,,6,3,3,
9,3760,AT,,,,,,5,4,5,
9,3884,AT,,,,,,4,3,3,
9,3893,AT,,,,,,6,5,5,
9,3895,AT,,,,,,5,7,4,
9,3927,AT,,,,,,6,7,6,
9,3937,AT,,,,,,3,2,1,
9,3948,AT,,,,,,7,5,5,
9,3955,AT,,,,,,4,8,3,
9,3959,AT,,,,,,6,4,3,
9,4022,AT,,,,,,0,7,5,
9,4067,AT,,,,,,3,3,0,
9,4083,AT,,,,,,6,4,2,
9,4105,AT,,,,,,10,10,10,
9,4108,AT,,,,,,6,5,6,
9,4117,AT,,,,,,8,9,7,
9,4128,AT,,,,,,7,7,5,
9,4138,AT,,,,,,6,4,4,
9,4199,AT,,,,,,8,8,5,
9,4252,AT,,,,,,4,88,88,
9,4259,AT,,,,,,6,5,5,
9,4289,AT,,,,,,4,4,4,
9,4308,AT,,,,,,5,4,4,
9,4323,AT,,,,,,10,10,10,
9,4325,AT,,,,,,7,8,8,
9,4330,AT,,,,,,6,3,2,
9,4337,AT,,,,,,10,7,7,
9,4359,AT,,,,,,3,3,1,
9,4363,AT,,,,,,6,6,5,
9,4385,AT,,,,,,5,3,3,
9,4403,AT,,,,,,7,7,88,
9,4434,AT,,,,,,7,10,10,
9,4447,AT,,,,,,7,5,3,
9,4475,AT,,,,,,8,6,5,
9,4493,AT,,,,,,6,6,6,
9,4504,AT,,,,,,4,5,4,
9,4534,AT,,,,,,9,10,88,
9,4536,AT,,,,,,7,8,6,
9,4539,AT,,,,,,5,5,7,
9,4559,AT,,,,,,4,3,3,
9,4560,AT,,,,,,1,1,1,
9,4565,AT,,,,,,3,3,4,
9,4607,AT,,,,,,5,2,3,
9,4637,AT,,,,,,6,6,6,
9,4657,AT,,,,,,7,6,6,
9,4699,AT,,,,,,6,7,2,
9,4709,AT,,,,,,5,6,5,
9,4744,AT,,,,,,1,2,2,
9,4770,AT,,,,,,5,5,5,
9,4773,AT,,,,,,3,2,4,
9,4790,AT,,,,,,5,5,3,
9,4791,AT,,,,,,5,3,4,
9,4793,AT,,,,,,6,6,4,
9,4798,AT,,,,,,7,5,7,
9,4878,AT,,,,,,7,7,6,
9,4899,AT,,,,,,10,10,8,
9,4900,AT,,,,,,6,4,5,
9,4901,AT,,,,,,7,8,6,
9,4979,AT,,,,,,5,5,5,
9,4987,AT,,,,,,3,3,4,
9,4998,AT,,,,,,8,8,7,
9,5004,AT,,,,,,5,5,3,
9,5035,AT,,,,,,6,7,8,
9,5041,AT,,,,,,2,2,2,
9,5048,AT,,,,,,3,5,4,
9,5057,AT,,,,,,5,7,5,
9,5070,AT,,,,,,5,5,5,
9,5096,AT,,,,,,8,10,5,
9,5110,AT,,,,,,10,10,5,
9,5114,AT,,,,,,10,5,10,
9,5129,AT,,,,,,0,0,5,
9,5159,AT,,,,,,7,6,5,
9,5169,AT,,,,,,8,8,2,
9,5209,AT,,,,,,6,4,4,
9,5211,AT,,,,,,5,5,5,
9,5213,AT,,,,,,3,5,3,
9,5215,AT,,,,,,8,8,5,
9,5221,AT,,,,,,5,5,5,
9,5225,AT,,,,,,88,2,2,
9,5244,AT,,,,,,10,5,5,
9,5251,AT,,,,,,8,1,5,
9,5279,AT,,,,,,88,3,2,
9,5288,AT,,,,,,88,7,88,
9,5304,AT,,,,,,8,6,5,
9,5364,AT,,,,,,6,4,3,
9,5373,AT,,,,,,6,8,8,
9,5390,AT,,,,,,6,2,88,
9,5404,AT,,,,,,5,5,5,
9,5445,AT,,,,,,3,6,2,
9,5486,AT,,,,,,4,2,2,
9,5487,AT,,,,,,9,10,8,
9,5557,AT,,,,,,5,2,1,
9,5567,AT,,,,,,88,7,6,
9,5577,AT,,,,,,0,3,0,
9,5582,AT,,,,,,0,0,0,
9,5588,AT,,,,,,6,6,6,
9,5627,AT,,,,,,6,6,5,
9,5675,AT,,,,,,7,5,6,
9,5708,AT,,,,,,8,5,6,
9,5719,AT,,,,,,9,5,6,
9,5738,AT,,,,,,5,3,3,
9,5749,AT,,,,,,10,8,5,
9,5750,AT,,,,,,10,10,5,
9,5801,AT,,,,,,4,2,1,
9,5819,AT,,,,,,88,88,3,
9,5825,AT,,,,,,7,2,5,
9,5826,AT,,,,,,7,8,7,
9,5838,AT,,,,,,9,10,9,
9,5839,AT,,,,,,5,5,3,
9,5850,AT,,,,,,5,5,5,
9,5860,AT,,,,,,3,5,4,
9,5877,AT,,,,,,8,7,5,
9,5880,AT,,,,,,4,4,3,
9,5883,AT,,,,,,5,1,0,
9,5941,AT,,,,,,5,6,5,
9,5958,AT,,,,,,8,6,5,
9,5963,AT,,,,,,88,1,2,
9,5968,AT,,,,,,6,5,5,
9,5972,AT,,,,,,5,4,3,
9,5990,AT,,,,,,6,4,4,
9,6010,AT,,,,,,2,5,0,
9,6027,AT,,,,,,3,2,3,
9,6030,AT,,,,,,3,2,2,
9,6057,AT,,,,,,5,6,5,
9,6061,AT,,,,,,6,4,5,
9,6077,AT,,,,,,5,5,4,
9,6088,AT,,,,,,5,2,3,
9,6089,AT,,,,,,5,88,5,
9,6096,AT,,,,,,6,6,3,
9,6140,AT,,,,,,10,10,5,
9,6187,AT,,,,,,7,8,5,
9,6208,AT,,,,,,1,1,1,
9,6267,AT,,,,,,6,6,6,
9,6277,AT,,,,,,1,1,3,
9,6382,AT,,,,,,4,4,3,
9,6490,AT,,,,,,5,3,2,
9,6500,AT,,,,,,8,8,5,
9,6514,AT,,,,,,3,3,0,
9,6519,AT,,,,,,8,8,7,
9,6557,AT,,,,,,10,10,9,
9,6563,AT,,,,,,3,2,3,
9,6612,AT,,,,,,8,5,5,
9,6627,AT,,,,,,88,4,3,
9,6669,AT,,,,,,3,0,2,
9,6672,AT,,,,,,8,9,9,
9,6682,AT,,,,,,8,8,8,
9,6706,AT,,,,,,2,2,3,
9,6715,AT,,,,,,7,6,2,
9,6719,AT,,,,,,2,5,4,
9,6720,AT,,,,,,10,10,10,
9,6731,AT,,,,,,4,88,5,
9,6792,AT,,,,,,7,3,3,
9,6795,AT,,,,,,5,8,2,
9,6807,AT,,,,,,6,5,5,
9,6813,AT,,,,,,4,6,5,
9,6828,AT,,,,,,7,7,88,
9,6834,AT,,,,,,6,6,6,
9,6848,AT,,,,,,5,5,5,
9,6854,AT,,,,,,2,5,2,
9,6867,AT,,,,,,5,5,5,
9,6915,AT,,,,,,0,0,0,
9,6930,AT,,,,,,6,1,1,
9,6951,AT,,,,,,10,10,10,
9,6988,AT,,,,,,3,3,2,
9,6999,AT,,,,,,8,8,9,
9,7003,AT,,,,,,6,5,5,
9,7010,AT,,,,,,8,5,4,
9,7013,AT,,,,,,4,8,8,
9,7027,AT,,,,,,6,4,88,
9,7063,AT,,,,,,5,3,88,
9,7131,AT,,,,,,8,5,1,
9,7192,AT,,,,,,7,7,3,
9,7198,AT,,,,,,6,7,5,
9,7217,AT,,,,,,5,4,3,
9,7257,AT,,,,,,0,4,3,
9,7261,AT,,,,,,5,4,4,
9,7264,AT,,,,,,0,0,0,
9,7270,AT,,,,,,5,5,5,
9,7280,AT,,,,,,6,6,5,
9,7286,AT,,,,,,8,7,8,
9,7306,AT,,,,,,5,5,5,
9,7317,AT,,,,,,4,7,77,
9,7334,AT,,,,,,6,5,4,
9,7354,AT,,,,,,5,5,4,
9,7363,AT,,,,,,0,0,0,
9,7387,AT,,,,,,3,7,2,
9,7406,AT,,,,,,8,8,8,
9,7414,AT,,,,,,0,5,3,
9,7441,AT,,,,,,6,5,3,
9,7487,AT,,,,,,8,3,2,
9,7496,AT,,,,,,6,7,88,
9,7502,AT,,,,,,5,1,0,
9,7519,AT,,,,,,3,2,2,
9,7588,AT,,,,,,1,0,1,
9,7608,AT,,,,,,6,3,3,
9,7628,AT,,,,,,5,4,4,
9,7637,AT,,,,,,5,6,5,
9,7648,AT,,,,,,7,5,5,
9,7662,AT,,,,,,6,5,6,
9,7675,AT,,,,,,5,7,1,
9,7689,AT,,,,,,7,7,8,
9,7702,AT,,,,,,9,6,6,
9,7711,AT,,,,,,5,3,5,
9,7718,AT,,,,,,7,9,7,
9,7742,AT,,,,,,5,4,2,
9,7752,AT,,,,,,88,88,88,
9,7768,AT,,,,,,6,8,5,
9,7773,AT,,,,,,5,5,5,
9,7774,AT,,,,,,4,1,2,
9,7780,AT,,,,,,6,5,5,
9,7806,AT,,,,,,6,0,3,
9,7815,AT,,,,,,5,5,77,
9,7822,AT,,,,,,3,5,5,
9,7855,AT,,,,,,5,4,4,
9,7971,AT,,,,,,5,88,5,
9,7976,AT,,,,,,5,5,5,
9,7987,AT,,,,,,5,6,4,
9,7988,AT,,,,,,6,5,4,
9,7999,AT,,,,,,4,5,2,
9,8005,AT,,,,,,5,6,6,
9,8020,AT,,,,,,9,9,7,
9,8022,AT,,,,,,6,4,2,
9,8029,AT,,,,,,2,3,2,
9,8033,AT,,,,,,8,6,8,
9,8073,AT,,,,,,88,8,8,
9,8082,AT,,,,,,6,4,5,
9,8086,AT,,,,,,3,7,4,
9,8103,AT,,,,,,5,4,2,
9,8128,AT,,,,,,6,4,3,
9,8152,AT,,,,,,3,1,1,
9,8197,AT,,,,,,5,5,4,
9,8210,AT,,,,,,10,10,10,
9,8215,AT,,,,,,2,3,3,
9,8225,AT,,,,,,7,5,4,
9,8226,AT,,,,,,1,3,2,
9,8289,AT,,,,,,6,6,6,
9,8315,AT,,,,,,2,2,2,
9,8317,AT,,,,,,3,5,4,
9,8321,AT,,,,,,6,10,3,
9,8345,AT,,,,,,6,7,7,
9,8350,AT,,,,,,8,8,5,
9,8396,AT,,,,,,10,9,7,
9,8414,AT,,,,,,6,5,4,
9,8416,AT,,,,,,5,5,5,
9,8422,AT,,,,,,6,7,5,
9,8432,AT,,,,,,8,10,3,
9,8493,AT,,,,,,3,3,3,
9,8496,AT,,,,,,5,5,7,
9,8497,AT,,,,,,7,6,7,
9,8513,AT,,,,,,4,3,1,
9,8572,AT,,,,,,8,6,6,
9,8597,AT,,,,,,6,8,5,
9,8599,AT,,,,,,2,3,2,
9,8627,AT,,,,,,6,5,4,
9,8641,AT,,,,,,6,6,6,
9,8643,AT,,,,,,0,5,2,
9,8690,AT,,,,,,5,4,5,
9,8697,AT,,,,,,0,3,5,
9,8717,AT,,,,,,5,4,3,
9,8745,AT,,,,,,5,4,4,
9,8791,AT,,,,,,0,1,0,
9,8792,AT,,,,,,4,3,5,
9,8816,AT,,,,,,6,5,5,
9,8828,AT,,,,,,7,4,5,
9,8846,AT,,,,,,6,6,5,
9,8881,AT,,,,,,6,6,8,
9,8933,AT,,,,,,6,6,7,
9,8937,AT,,,,,,77,2,2,
9,8951,AT,,,,,,10,10,10,
9,8965,AT,,,,,,5,77,77,
9,8975,AT,,,,,,3,5,3,
9,8993,AT,,,,,,7,6,5,
9,9031,AT,,,,,,4,4,88,
9,9035,AT,,,,,,9,8,5,
9,9037,AT,,,,,,5,4,4,
9,9040,AT,,,,,,1,2,3,
9,9075,AT,,,,,,10,10,8,
9,9088,AT,,,,,,5,5,4,
9,9092,AT,,,,,,3,1,1,
9,9140,AT,,,,,,7,6,6,
9,9145,AT,,,,,,10,7,8,
9,9153,AT,,,,,,4,0,1,
9,9165,AT,,,,,,7,8,8,
9,9175,AT,,,,,,8,8,7,
9,9176,AT,,,,,,10,8,6,
9,9201,AT,,,,,,3,2,3,
9,9206,AT,,,,,,9,10,10,
9,9213,AT,,,,,,5,3,5,
9,9288,AT,,,,,,2,1,1,
9,9360,AT,,,,,,10,9,7,
9,9381,AT,,,,,,6,6,5,
9,9386,AT,,,,,,8,8,5,
9,9389,AT,,,,,,5,5,5,
9,9397,AT,,,,,,5,2,3,
9,9407,AT,,,,,,5,4,5,
9,9441,AT,,,,,,1,3,5,
9,9450,AT,,,,,,5,7,5,
9,9471,AT,,,,,,6,5,5,
9,9478,AT,,,,,,0,3,0,
9,9498,AT,,,,,,2,3,3,
9,9512,AT,,,,,,7,0,0,
9,9523,AT,,,,,,9,10,5,
9,9534,AT,,,,,,7,3,1,
9,9582,AT,,,,,,5,6,5,
9,9587,AT,,,,,,6,7,88,
9,9598,AT,,,,,,2,88,10,
9,9607,AT,,,,,,1,1,1,
9,9632,AT,,,,,,5,2,3,
9,9638,AT,,,,,,6,1,4,
9,9647,AT,,,,,,7,7,5,
9,9654,AT,,,,,,8,2,5,
9,9728,AT,,,,,,6,7,6,
9,9747,AT,,,,,,5,4,5,
9,9786,AT,,,,,,5,2,3,
9,9794,AT,,,,,,9,8,10,
9,9804,AT,,,,,,4,5,5,
9,9810,AT,,,,,,4,4,4,
9,9841,AT,,,,,,3,5,3,
9,9878,AT,,,,,,5,2,2,
9,9894,AT,,,,,,88,0,88,
9,9928,AT,,,,,,0,0,0,
9,9935,AT,,,,,,6,7,5,
9,9939,AT,,,,,,7,6,5,
9,10045,AT,,,,,,2,9,7,
9,10078,AT,,,,,,6,5,3,
9,10094,AT,,,,,,3,7,6,
9,10121,AT,,,,,,6,6,5,
9,10140,AT,,,,,,10,10,5,
9,10181,AT,,,,,,5,3,3,
9,10185,AT,,,,,,8,3,5,
9,10194,AT,,,,,,8,5,5,
9,10209,AT,,,,,,2,0,0,
9,10210,AT,,,,,,6,5,5,
9,10215,AT,,,,,,2,3,1,
9,10231,AT,,,,,,6,6,6,
9,10232,AT,,,,,,8,9,7,
9,10244,AT,,,,,,6,10,10,
9,10252,AT,,,,,,3,4,2,
9,10253,AT,,,,,,8,9,8,
9,10263,AT,,,,,,5,7,5,
9,10277,AT,,,,,,5,4,4,
9,10283,AT,,,,,,5,2,3,
9,10288,AT,,,,,,4,2,3,
9,10293,AT,,,,,,2,3,4,
9,10308,AT,,,,,,8,8,7,
9,10319,AT,,,,,,2,2,0,
9,10344,AT,,,,,,6,6,3,
9,10357,AT,,,,,,6,5,6,
9,10377,AT,,,,,,1,2,3,
9,10382,AT,,,,,,8,9,8,
9,10396,AT,,,,,,10,6,88,
9,10441,AT,,,,,,7,9,9,
9,10469,AT,,,,,,3,0,5,
9,10480,AT,,,,,,8,4,5,
9,10481,AT,,,,,,9,8,5,
9,10493,AT,,,,,,3,3,88,
9,10534,AT,,,,,,10,10,10,
9,10542,AT,,,,,,5,5,5,
9,10557,AT,,,,,,6,5,5,
9,10596,AT,,,,,,8,8,5,
9,10635,AT,,,,,,7,1,5,
9,10638,AT,,,,,,8,8,7,
9,10641,AT,,,,,,5,4,3,
9,10673,AT,,,,,,5,0,2,
9,10689,AT,,,,,,2,1,2,
9,10747,AT,,,,,,5,2,3,
9,10761,AT,,,,,,7,10,10,
9,10784,AT,,,,,,7,8,7,
9,10824,AT,,,,,,4,7,4,
9,10839,AT,,,,,,4,4,3,
9,10880,AT,,,,,,3,3,4,
9,10885,AT,,,,,,5,5,4,
9,10886,AT,,,,,,5,5,6,
9,10887,AT,,,,,,4,4,4,
9,10918,AT,,,,,,5,3,5,
9,10926,AT,,,,,,8,9,10,
9,10936,AT,,,,,,3,5,5,
9,10952,AT,,,,,,88,3,3,
9,10958,AT,,,,,,7,88,4,
9,10969,AT,,,,,,3,3,0,
9,10984,AT,,,,,,10,10,10,
9,11005,AT,,,,,,6,5,4,
9,11011,AT,,,,,,6,6,7,
9,11013,AT,,,,,,8,1,3,
9,11020,AT,,,,,,4,6,4,
9,11047,AT,,,,,,0,0,3,
9,11107,AT,,,,,,2,1,3,
9,11117,AT,,,,,,8,4,6,
9,11124,AT,,,,,,4,4,4,
9,11132,AT,,,,,,8,8,5,
9,11136,AT,,,,,,5,4,5,
9,11162,AT,,,,,,5,5,5,
9,11165,AT,,,,,,0,0,0,
9,11204,AT,,,,,,10,10,4,
9,11214,AT,,,,,,8,6,8,
9,11276,AT,,,,,,8,8,6,
9,11282,AT,,,,,,2,3,3,
9,11347,AT,,,,,,2,6,2,
9,11348,AT,,,,,,5,5,5,
9,11364,AT,,,,,,6,5,4,
9,11398,AT,,,,,,6,5,7,
9,11399,AT,,,,,,5,5,5,
9,11400,AT,,,,,,5,7,5,
9,11416,AT,,,,,,5,4,5,
9,11418,AT,,,,,,8,8,8,
9,11426,AT,,,,,,7,9,8,
9,11430,AT,,,,,,6,5,6,
9,11441,AT,,,,,,2,3,4,
9,11446,AT,,,,,,0,2,0,
9,11451,AT,,,,,,3,5,3,
9,11453,AT,,,,,,9,7,5,
9,11474,AT,,,,,,5,7,5,
9,11490,AT,,,,,,3,3,2,
9,11514,AT,,,,,,8,7,5,
9,11533,AT,,,,,,4,2,3,
9,11538,AT,,,,,,2,1,0,
9,11577,AT,,,,,,7,6,5,
9,11596,AT,,,,,,7,7,5,
9,11618,AT,,,,,,5,4,3,
9,11632,AT,,,,,,7,3,5,
9,11692,AT,,,,,,5,4,5,
9,11717,AT,,,,,,5,8,6,
9,11729,AT,,,,,,7,5,5,
9,11756,AT,,,,,,8,7,6,
9,11779,AT,,,,,,5,7,5,
9,11834,AT,,,,,,3,1,1,
9,11875,AT,,,,,,6,4,5,
9,11896,AT,,,,,,10,10,10,
9,11902,AT,,,,,,5,3,4,
9,11904,AT,,,,,,5,3,4,
9,11923,AT,,,,,,5,4,5,
9,11956,AT,,,,,,8,10,8,
9,11984,AT,,,,,,7,6,5,
9,11988,AT,,,,,,88,7,8,
9,11994,AT,,,,,,10,10,10,
9,12023,AT,,,,,,0,0,0,
9,12103,AT,,,,,,6,5,3,
9,12182,AT,,,,,,88,5,88,
9,12208,AT,,,,,,7,7,7,
9,12217,AT,,,,,,6,6,6,
9,12232,AT,,,,,,7,7,6,
9,12255,AT,,,,,,4,4,4,
9,12256,AT,,,,,,2,0,1,
9,12278,AT,,,,,,1,4,3,
9,12295,AT,,,,,,8,5,4,
9,12296,AT,,,,,,10,10,10,
9,12335,AT,,,,,,5,4,3,
9,12349,AT,,,,,,7,8,5,
9,12352,AT,,,,,,0,0,8,
9,12367,AT,,,,,,7,7,6,
9,12385,AT,,,,,,88,88,5,
9,12416,AT,,,,,,0,0,0,
9,12496,AT,,,,,,0,0,0,
9,12525,AT,,,,,,4,5,2,
9,12541,AT,,,,,,4,4,4,
9,12584,AT,,,,,,8,9,8,
9,12598,AT,,,,,,5,6,5,
9,12606,AT,,,,,,5,5,1,
9,12639,AT,,,,,,5,4,7,
9,12654,AT,,,,,,5,3,88,
9,12674,AT,,,,,,7,1,6,
9,12677,AT,,,,,,2,88,0,
9,12722,AT,,,,,,7,5,4,
9,12734,AT,,,,,,7,9,6,
9,12745,AT,,,,,,7,7,5,
9,12779,AT,,,,,,4,3,4,
9,12833,AT,,,,,,4,6,2,
9,12835,AT,,,,,,4,4,5,
9,12868,AT,,,,,,5,0,5,
9,12887,AT,,,,,,1,88,2,
9,12890,AT,,,,,,5,5,5,
9,12902,AT,,,,,,2,0,2,
9,12954,AT,,,,,,88,5,5,
9,12978,AT,,,,,,3,2,88,
9,12989,AT,,,,,,8,7,8,
9,12997,AT,,,,,,88,88,5,
9,13009,AT,,,,,,2,0,3,
9,13019,AT,,,,,,88,88,3,
9,13020,AT,,,,,,5,8,5,
9,13051,AT,,,,,,2,0,88,
9,13066,AT,,,,,,8,5,5,
9,13070,AT,,,,,,6,7,4,
9,13096,AT,,,,,,7,6,5,
9,13132,AT,,,,,,1,1,0,
9,13140,AT,,,,,,8,6,8,
9,13170,AT,,,,,,4,4,4,
9,13183,AT,,,,,,6,3,2,
9,13231,AT,,,,,,9,9,8,
9,13261,AT,,,,,,7,5,5,
9,13285,AT,,,,,,0,0,0,
9,13311,AT,,,,,,6,5,4,
9,13312,AT,,,,,,6,5,3,
9,13319,AT,,,,,,8,9,5,
9,13322,AT,,,,,,3,3,2,
9,13332,AT,,,,,,5,7,5,
9,13335,AT,,,,,,5,6,77,
9,13336,AT,,,,,,4,3,3,
9,13339,AT,,,,,,88,4,3,
9,13411,AT,,,,,,8,9,9,
9,13416,AT,,,,,,3,2,4,
9,13430,AT,,,,,,10,9,9,
9,13431,AT,,,,,,10,8,5,
9,13450,AT,,,,,,6,88,5,
9,13457,AT,,,,,,0,0,0,
9,13472,AT,,,,,,9,10,5,
9,13478,AT,,,,,,7,3,3,
9,13523,AT,,,,,,8,8,8,
9,13544,AT,,,,,,3,8,5,
9,13570,AT,,,,,,6,3,2,
9,13573,AT,,,,,,7,7,8,
9,13591,AT,,,,,,4,7,4,
9,13599,AT,,,,,,8,8,6,
