essround,idno,cntry,nwspol,prtvede1,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,stfeco,stfedu,stfhlth,
9,40964,NL,90,,,,,,7,7,8,
9,41059,NL,5,,,,,,7,5,8,
9,41062,NL,90,,,,,,4,4,6,
9,41079,NL,60,,,,,,7,6,4,
9,41116,NL,60,,,,,,7,6,6,
9,41117,NL,60,,,,,,6,5,7,
9,41146,NL,10,,,,,,6,4,4,
9,41149,NL,90,,,,,,8,6,5,
9,41151,NL,10,,,,,,6,2,6,
9,41153,NL,30,,,,,,6,7,4,
9,41178,NL,5,,,,,,7,4,6,
9,41195,NL,90,,,,,,6,6,6,
9,41259,NL,90,,,,,,7,7,8,
9,41265,NL,90,,,,,,7,8,7,
9,41349,NL,120,,,,,,9,7,8,
9,41367,NL,90,,,,,,7,6,9,
9,41422,NL,0,,,,,,2,5,3,
9,41433,NL,90,,,,,,7,4,7,
9,41500,NL,60,,,,,,7,4,6,
9,41501,NL,10,,,,,,6,7,8,
9,41546,NL,30,,,,,,6,8,9,
9,41582,NL,30,,,,,,5,8,8,
9,41586,NL,5,,,,,,8,7,8,
9,41588,NL,0,,,,,,8,5,3,
9,41607,NL,180,,,,,,8,7,8,
9,41615,NL,60,,,,,,7,2,3,
9,41619,NL,75,,,,,,6,5,8,
9,41629,NL,60,,,,,,8,5,6,
9,41639,NL,210,,,,,,6,5,8,
9,41707,NL,60,,,,,,6,5,5,
9,41708,NL,60,,,,,,8,7,6,
9,41727,NL,0,,,,,,7,0,8,
9,41813,NL,180,,,,,,8,5,8,
9,41869,NL,60,,,,,,7,7,7,
9,41880,NL,60,,,,,,7,6,8,
9,41885,NL,30,,,,,,8,9,8,
9,41915,NL,90,,,,,,4,6,4,
9,41944,NL,120,,,,,,8,7,8,
9,41949,NL,30,,,,,,8,7,8,
9,41958,NL,30,,,,,,8,6,4,
9,42003,NL,105,,,,,,9,7,6,
9,42009,NL,90,,,,,,6,7,8,
9,42051,NL,60,,,,,,8,4,8,
9,42061,NL,10,,,,,,7,4,7,
9,42096,NL,30,,,,,,6,8,5,
9,42163,NL,60,,,,,,7,8,7,
9,42179,NL,135,,,,,,7,6,6,
9,42181,NL,30,,,,,,9,7,8,
9,42198,NL,0,,,,,,7,8,8,
9,42215,NL,120,,,,,,7,7,6,
9,42314,NL,180,,,,,,7,0,2,
9,42340,NL,45,,,,,,5,6,4,
9,42356,NL,15,,,,,,7,7,6,
9,42383,NL,30,,,,,,7,6,7,
9,42395,NL,90,,,,,,8,7,8,
9,42419,NL,90,,,,,,7,7,8,
9,42429,NL,90,,,,,,8,7,8,
9,42435,NL,15,,,,,,6,6,7,
9,42460,NL,0,,,,,,5,3,3,
9,42472,NL,60,,,,,,6,6,3,
9,42483,NL,5,,,,,,7,4,3,
9,42504,NL,0,,,,,,6,88,7,
9,42575,NL,30,,,,,,6,7,6,
9,42583,NL,480,,,,,,7,7,4,
9,42596,NL,70,,,,,,9,8,7,
9,42597,NL,70,,,,,,6,7,6,
9,42633,NL,120,,,,,,9,8,9,
9,42640,NL,120,,,,,,6,3,7,
9,42664,NL,120,,,,,,5,5,7,
9,42686,NL,90,,,,,,6,8,6,
9,42714,NL,30,,,,,,8,7,8,
9,42755,NL,120,,,,,,5,1,1,
9,42765,NL,150,,,,,,5,0,0,
9,42767,NL,120,,,,,,9,8,8,
9,42805,NL,90,,,,,,7,88,8,
9,42816,NL,60,,,,,,5,6,4,
9,42891,NL,15,,,,,,9,5,4,
9,42896,NL,30,,,,,,3,4,4,
9,42906,NL,90,,,,,,6,5,8,
9,42970,NL,5,,,,,,6,7,6,
9,42974,NL,120,,,,,,7,6,6,
9,42985,NL,10,,,,,,7,7,8,
9,43001,NL,20,,,,,,5,4,8,
9,43004,NL,90,,,,,,8,9,7,
9,43029,NL,90,,,,,,8,8,8,
9,43033,NL,0,,,,,,6,4,2,
9,43058,NL,60,,,,,,8,6,6,
9,43064,NL,90,,,,,,6,5,7,
9,43065,NL,45,,,,,,8,8,7,
9,43112,NL,60,,,,,,7,7,7,
9,43122,NL,180,,,,,,8,5,7,
9,43163,NL,50,,,,,,8,9,9,
9,43190,NL,5,,,,,,9,5,7,
9,43194,NL,90,,,,,,8,6,5,
9,43234,NL,90,,,,,,7,7,8,
9,43343,NL,120,,,,,,8,6,7,
9,43401,NL,60,,,,,,7,6,2,
9,43408,NL,30,,,,,,6,7,6,
9,43427,NL,60,,,,,,7,6,7,
9,43472,NL,45,,,,,,9,7,9,
9,43484,NL,0,,,,,,5,6,3,
9,43493,NL,210,,,,,,8,8,7,
9,43579,NL,120,,,,,,8,8,8,
9,43592,NL,45,,,,,,5,3,5,
9,43603,NL,30,,,,,,6,6,3,
9,43605,NL,120,,,,,,8,5,7,
9,43633,NL,60,,,,,,8,8,9,
9,43640,NL,60,,,,,,6,4,7,
9,43652,NL,30,,,,,,10,6,3,
9,43661,NL,75,,,,,,8,8,10,
9,43698,NL,60,,,,,,8,6,6,
9,43738,NL,30,,,,,,7,7,8,
9,43758,NL,30,,,,,,9,6,4,
9,43772,NL,15,,,,,,8,7,7,
9,43803,NL,40,,,,,,4,7,5,
9,43850,NL,30,,,,,,7,0,5,
9,43869,NL,60,,,,,,7,7,6,
9,43881,NL,60,,,,,,6,5,6,
9,43970,NL,45,,,,,,7,7,7,
9,43976,NL,120,,,,,,8,7,7,
9,43996,NL,120,,,,,,8,88,10,
9,44012,NL,120,,,,,,8,8,8,
9,44071,NL,30,,,,,,9,88,6,
9,44137,NL,10,,,,,,8,7,7,
9,44216,NL,300,,,,,,7,7,8,
9,44222,NL,120,,,,,,7,8,8,
9,44303,NL,10,,,,,,7,9,9,
9,44347,NL,50,,,,,,6,7,8,
9,44357,NL,120,,,,,,7,9,8,
9,44365,NL,90,,,,,,9,8,9,
9,44487,NL,30,,,,,,5,7,6,
9,44488,NL,60,,,,,,7,5,7,
9,44496,NL,60,,,,,,7,4,6,
9,44511,NL,30,,,,,,6,8,4,
9,44535,NL,120,,,,,,8,7,5,
9,44543,NL,60,,,,,,6,7,6,
9,44551,NL,50,,,,,,8,7,8,
9,44558,NL,45,,,,,,8,6,8,
9,44589,NL,60,,,,,,7,9,7,
9,44605,NL,30,,,,,,6,6,8,
9,44634,NL,30,,,,,,8,7,8,
9,44672,NL,210,,,,,,6,5,5,
9,44689,NL,60,,,,,,7,7,4,
9,44732,NL,30,,,,,,8,6,6,
9,44776,NL,90,,,,,,8,6,8,
9,44817,NL,5,,,,,,9,8,6,
9,44857,NL,90,,,,,,8,7,4,
9,44885,NL,60,,,,,,6,6,5,
9,44993,NL,61,,,,,,8,8,7,
9,45012,NL,60,,,,,,10,4,4,
9,45015,NL,60,,,,,,7,7,8,
9,45026,NL,60,,,,,,8,9,9,
9,45094,NL,30,,,,,,7,4,4,
9,45100,NL,20,,,,,,7,4,4,
9,45131,NL,120,,,,,,7,6,6,
9,45151,NL,180,,,,,,9,6,9,
9,45309,NL,120,,,,,,9,7,9,
9,45351,NL,60,,,,,,4,3,4,
9,45359,NL,30,,,,,,6,4,5,
9,45364,NL,90,,,,,,6,6,7,
9,45406,NL,75,,,,,,7,6,6,
9,45410,NL,60,,,,,,8,5,3,
9,45444,NL,60,,,,,,8,8,8,
9,45477,NL,60,,,,,,8,9,7,
9,45481,NL,45,,,,,,8,8,8,
9,45550,NL,30,,,,,,5,88,5,
9,45563,NL,90,,,,,,7,88,8,
9,45616,NL,3,,,,,,8,8,9,
9,45660,NL,45,,,,,,8,6,8,
9,45663,NL,105,,,,,,7,8,6,
9,45677,NL,150,,,,,,7,5,3,
9,45717,NL,90,,,,,,8,7,7,
9,45726,NL,60,,,,,,5,3,7,
9,45748,NL,30,,,,,,6,8,8,
9,45755,NL,15,,,,,,3,8,6,
9,45796,NL,105,,,,,,7,5,6,
9,45813,NL,120,,,,,,6,7,7,
9,45845,NL,60,,,,,,9,5,8,
9,45867,NL,30,,,,,,9,10,10,
9,45883,NL,30,,,,,,7,7,8,
9,45884,NL,30,,,,,,88,88,7,
9,45921,NL,30,,,,,,8,4,6,
9,45927,NL,60,,,,,,8,7,6,
9,45928,NL,20,,,,,,7,10,8,
9,45940,NL,60,,,,,,8,7,8,
9,45947,NL,75,,,,,,7,6,8,
9,45963,NL,60,,,,,,6,6,7,
9,45978,NL,150,,,,,,8,6,9,
9,45981,NL,60,,,,,,9,9,9,
9,46014,NL,120,,,,,,7,5,6,
9,46033,NL,0,,,,,,88,88,88,
9,46054,NL,30,,,,,,7,88,6,
9,46145,NL,105,,,,,,8,7,7,
9,46162,NL,180,,,,,,9,7,7,
9,46224,NL,90,,,,,,7,7,8,
9,46234,NL,30,,,,,,8,7,7,
9,46248,NL,120,,,,,,8,5,7,
9,46260,NL,30,,,,,,8,7,8,
9,46269,NL,15,,,,,,7,7,7,
9,46274,NL,90,,,,,,5,4,7,
9,46310,NL,240,,,,,,7,7,8,
9,46361,NL,60,,,,,,8,6,7,
9,46364,NL,30,,,,,,8,5,6,
9,46381,NL,90,,,,,,3,4,6,
9,46388,NL,10,,,,,,8,8,6,
9,46445,NL,90,,,,,,9,6,7,
9,46491,NL,300,,,,,,8,8,4,
9,46492,NL,45,,,,,,8,6,8,
9,46497,NL,240,,,,,,5,6,4,
9,46515,NL,15,,,,,,8,8,8,
9,46542,NL,45,,,,,,9,9,8,
9,46562,NL,75,,,,,,6,6,7,
9,46615,NL,45,,,,,,5,6,7,
9,46636,NL,30,,,,,,9,7,8,
9,46659,NL,60,,,,,,5,7,1,
9,46737,NL,30,,,,,,7,6,8,
9,46773,NL,30,,,,,,10,4,9,
9,46819,NL,75,,,,,,7,8,7,
9,46868,NL,120,,,,,,7,7,8,
9,46877,NL,60,,,,,,8,6,1,
9,46884,NL,75,,,,,,7,6,4,
9,46925,NL,5,,,,,,7,4,5,
9,46981,NL,90,,,,,,7,8,8,
9,47001,NL,60,,,,,,7,4,8,
9,47005,NL,15,,,,,,8,5,4,
9,47033,NL,30,,,,,,6,5,6,
9,47035,NL,60,,,,,,7,7,6,
9,47052,NL,10,,,,,,8,7,7,
9,47077,NL,150,,,,,,6,4,2,
9,47109,NL,180,,,,,,6,7,6,
9,47111,NL,90,,,,,,6,9,6,
9,47137,NL,90,,,,,,8,9,9,
9,47164,NL,210,,,,,,2,1,0,
9,47177,NL,30,,,,,,7,7,8,
9,47183,NL,20,,,,,,9,8,8,
9,47245,NL,150,,,,,,6,7,5,
9,47299,NL,60,,,,,,9,8,6,
9,47301,NL,30,,,,,,6,9,9,
9,47311,NL,60,,,,,,7,7,10,
9,47354,NL,10,,,,,,7,5,7,
9,47394,NL,60,,,,,,8,5,9,
9,47422,NL,60,,,,,,6,7,7,
9,47424,NL,60,,,,,,8,5,8,
9,47435,NL,120,,,,,,7,7,8,
9,47455,NL,45,,,,,,8,4,6,
9,47467,NL,10,,,,,,9,7,8,
9,47482,NL,10,,,,,,8,7,7,
9,47610,NL,120,,,,,,7,8,9,
9,47661,NL,30,,,,,,8,7,7,
9,47672,NL,60,,,,,,5,5,6,
9,47740,NL,150,,,,,,8,7,6,
9,47816,NL,120,,,,,,9,7,8,
9,47832,NL,60,,,,,,7,7,6,
9,47939,NL,30,,,,,,3,5,1,
9,47966,NL,60,,,,,,4,4,5,
9,47977,NL,60,,,,,,8,7,8,
9,48020,NL,30,,,,,,4,7,6,
9,48035,NL,30,,,,,,8,5,7,
9,48097,NL,15,,,,,,7,8,8,
9,48152,NL,90,,,,,,9,4,6,
9,48175,NL,120,,,,,,8,7,8,
9,48228,NL,45,,,,,,4,5,2,
9,48328,NL,30,,,,,,7,7,4,
9,48367,NL,15,,,,,,7,7,7,
9,48370,NL,90,,,,,,8,4,8,
9,48402,NL,90,,,,,,7,7,7,
9,48407,NL,180,,,,,,6,6,8,
9,48454,NL,30,,,,,,7,7,6,
9,48458,NL,180,,,,,,8,5,8,
9,48459,NL,30,,,,,,6,8,5,
9,48468,NL,60,,,,,,8,88,8,
9,48469,NL,240,,,,,,8,6,8,
9,48542,NL,90,,,,,,7,7,8,
9,48557,NL,60,,,,,,8,8,8,
9,48574,NL,90,,,,,,88,88,3,
9,48609,NL,30,,,,,,7,5,7,
9,17,NO,60,,,,,,9,9,9,
9,98,NO,60,,,,,,8,8,8,
9,165,NO,540,,,,,,8,7,6,
9,167,NO,30,,,,,,8,5,5,
9,208,NO,60,,,,,,8,8,8,
9,215,NO,120,,,,,,7,5,7,
9,272,NO,60,,,,,,7,9,8,
9,283,NO,90,,,,,,9,10,10,
9,302,NO,120,,,,,,7,6,7,
9,315,NO,60,,,,,,5,8,6,
9,353,NO,120,,,,,,8,7,4,
9,384,NO,30,,,,,,10,9,9,
9,456,NO,120,,,,,,8,9,9,
9,481,NO,120,,,,,,6,8,9,
9,504,NO,60,,,,,,8,6,7,
9,601,NO,8888,,,,,,6,7,7,
9,602,NO,60,,,,,,88,9,9,
9,606,NO,20,,,,,,9,9,7,
9,641,NO,120,,,,,,10,9,8,
9,687,NO,20,,,,,,7,7,8,
9,891,NO,20,,,,,,8,7,9,
9,918,NO,45,,,,,,7,8,10,
9,960,NO,150,,,,,,6,7,6,
9,990,NO,90,,,,,,4,6,4,
9,1042,NO,300,,,,,,6,6,5,
9,1086,NO,20,,,,,,8,8,7,
9,1098,NO,180,,,,,,8,7,7,
9,1125,NO,30,,,,,,7,6,7,
9,1137,NO,10,,,,,,9,8,6,
9,1149,NO,90,,,,,,6,7,8,
9,1212,NO,30,,,,,,7,9,9,
9,1215,NO,60,,,,,,6,8,1,
9,1226,NO,120,,,,,,7,8,10,
9,1238,NO,60,,,,,,8,8,8,
9,1244,NO,120,,,,,,9,7,7,
9,1329,NO,60,,,,,,7,7,8,
9,1330,NO,60,,,,,,5,5,5,
9,1356,NO,60,,,,,,8,10,7,
9,1427,NO,30,,,,,,6,4,6,
9,1499,NO,60,,,,,,7,9,9,
9,1563,NO,60,,,,,,7,8,7,
9,1585,NO,60,,,,,,9,8,3,
9,1693,NO,60,,,,,,8,8,7,
9,1701,NO,60,,,,,,7,8,8,
9,1704,NO,60,,,,,,10,7,7,
9,1725,NO,30,,,,,,8,7,7,
9,1734,NO,30,,,,,,9,8,9,
9,1757,NO,60,,,,,,7,7,7,
9,1805,NO,90,,,,,,10,7,4,
9,1816,NO,20,,,,,,7,7,8,
9,1841,NO,15,,,,,,7,9,6,
9,1884,NO,30,,,,,,10,7,7,
9,1899,NO,150,,,,,,3,6,5,
9,1908,NO,60,,,,,,7,7,5,
9,1918,NO,30,,,,,,8,8,10,
9,1939,NO,150,,,,,,8,8,8,
9,2066,NO,60,,,,,,7,8,6,
9,2087,NO,30,,,,,,1,8,5,
9,2178,NO,90,,,,,,6,6,6,
9,2188,NO,90,,,,,,9,8,8,
9,2219,NO,30,,,,,,9,10,8,
9,2229,NO,60,,,,,,3,7,5,
9,2283,NO,60,,,,,,5,6,88,
9,2293,NO,45,,,,,,9,8,8,
9,2345,NO,30,,,,,,8,8,7,
9,2388,NO,10,,,,,,9,7,6,
9,2426,NO,30,,,,,,10,8,9,
9,2449,NO,120,,,,,,8,8,7,
9,2492,NO,10,,,,,,9,8,8,
9,2512,NO,90,,,,,,7,8,5,
9,2554,NO,60,,,,,,8,7,9,
9,2556,NO,60,,,,,,3,7,5,
9,2568,NO,120,,,,,,8,7,7,
9,2573,NO,60,,,,,,8,8,9,
9,2580,NO,90,,,,,,9,8,7,
9,2582,NO,15,,,,,,8,9,7,
9,2614,NO,848,,,,,,10,9,7,
9,2618,NO,60,,,,,,5,9,6,
9,2658,NO,240,,,,,,6,7,6,
9,2690,NO,120,,,,,,3,8,6,
9,2722,NO,30,,,,,,7,6,8,
9,2779,NO,45,,,,,,7,6,6,
9,2852,NO,60,,,,,,7,8,6,
9,2856,NO,120,,,,,,8,8,6,
9,2863,NO,60,,,,,,4,4,3,
9,2921,NO,60,,,,,,9,10,8,
9,2923,NO,30,,,,,,9,10,9,
9,2951,NO,10,,,,,,1,3,5,
9,2965,NO,20,,,,,,8,9,9,
9,2991,NO,90,,,,,,9,8,4,
9,3017,NO,90,,,,,,10,8,10,
9,3037,NO,616,,,,,,6,7,7,
9,3052,NO,60,,,,,,2,5,4,
9,3113,NO,120,,,,,,6,7,7,
9,3168,NO,90,,,,,,9,8,9,
9,3177,NO,45,,,,,,7,9,3,
9,3201,NO,120,,,,,,10,10,6,
9,3220,NO,120,,,,,,7,8,8,
9,3253,NO,30,,,,,,8,3,4,
9,3337,NO,90,,,,,,7,8,6,
9,3347,NO,60,,,,,,5,8,9,
9,3379,NO,90,,,,,,4,10,8,
9,3439,NO,15,,,,,,7,7,6,
9,3508,NO,15,,,,,,9,8,8,
9,3557,NO,15,,,,,,4,7,6,
9,3581,NO,15,,,,,,3,8,5,
9,3616,NO,60,,,,,,6,10,9,
9,3653,NO,30,,,,,,8,8,9,
9,3657,NO,30,,,,,,9,8,9,
9,3724,NO,120,,,,,,7,7,7,
9,3730,NO,672,,,,,,10,7,10,
9,3882,NO,60,,,,,,7,8,7,
9,3886,NO,30,,,,,,6,9,8,
9,4018,NO,90,,,,,,5,7,8,
9,4087,NO,60,,,,,,7,8,9,
9,4089,NO,60,,,,,,9,4,8,
9,4117,NO,30,,,,,,7,3,3,
9,4138,NO,120,,,,,,6,8,8,
9,4149,NO,30,,,,,,8,4,6,
9,4308,NO,30,,,,,,7,8,8,
9,4363,NO,180,,,,,,0,2,2,
9,4372,NO,240,,,,,,8,8,8,
9,4385,NO,120,,,,,,10,7,7,
9,4431,NO,180,,,,,,7,7,9,
9,4444,NO,90,,,,,,9,9,8,
9,4469,NO,60,,,,,,4,6,6,
9,4475,NO,60,,,,,,9,7,6,
9,4482,NO,15,,,,,,8,8,7,
9,4504,NO,60,,,,,,7,9,8,
9,4559,NO,45,,,,,,7,8,8,
9,4675,NO,120,,,,,,9,7,9,
9,4699,NO,8888,,,,,,7,7,7,
9,4709,NO,60,,,,,,6,6,7,
9,4712,NO,45,,,,,,8,8,7,
9,4798,NO,45,,,,,,5,7,9,
9,4810,NO,60,,,,,,9,5,7,
9,4815,NO,60,,,,,,7,9,9,
9,4817,NO,60,,,,,,5,3,10,
9,4863,NO,30,,,,,,7,88,7,
9,4906,NO,15,,,,,,6,7,7,
9,4928,NO,15,,,,,,5,6,7,
9,4975,NO,8888,,,,,,3,5,5,
9,5054,NO,60,,,,,,9,7,7,
9,5096,NO,150,,,,,,9,8,8,
9,5116,NO,90,,,,,,10,8,8,
9,5170,NO,60,,,,,,8,8,9,
9,5206,NO,90,,,,,,10,7,9,
9,5215,NO,40,,,,,,8,6,8,
9,5225,NO,30,,,,,,9,8,8,
9,5244,NO,15,,,,,,5,3,5,
9,5251,NO,120,,,,,,8,6,5,
9,5324,NO,5,,,,,,5,7,5,
9,5392,NO,45,,,,,,8,8,5,
9,5404,NO,60,,,,,,10,7,8,
9,5458,NO,240,,,,,,9,7,8,
9,5470,NO,120,,,,,,10,7,9,
9,5486,NO,30,,,,,,8,6,7,
9,5627,NO,8888,,,,,,8,6,10,
9,5670,NO,30,,,,,,8,6,6,
9,5705,NO,754,,,,,,5,8,8,
9,5708,NO,60,,,,,,9,7,7,
9,5722,NO,90,,,,,,7,8,8,
9,5749,NO,45,,,,,,4,9,3,
9,5750,NO,30,,,,,,5,7,8,
9,5765,NO,240,,,,,,8,5,7,
9,5788,NO,90,,,,,,7,8,8,
9,5798,NO,60,,,,,,10,10,10,
9,5860,NO,60,,,,,,4,8,8,
9,5877,NO,20,,,,,,6,5,4,
9,5883,NO,120,,,,,,5,6,6,
9,5894,NO,120,,,,,,10,88,9,
9,5930,NO,40,,,,,,7,10,6,
9,5935,NO,3,,,,,,8,7,8,
9,5958,NO,60,,,,,,9,9,9,
9,5963,NO,45,,,,,,6,6,6,
9,6061,NO,90,,,,,,88,8,88,
9,6090,NO,60,,,,,,9,8,6,
9,6181,NO,30,,,,,,5,88,7,
9,6194,NO,60,,,,,,8,3,9,
9,6226,NO,150,,,,,,88,6,7,
9,6267,NO,120,,,,,,9,9,9,
9,6355,NO,10,,,,,,8,9,4,
9,6360,NO,1109,,,,,,8,7,7,
9,6367,NO,180,,,,,,8,7,9,
9,6382,NO,120,,,,,,8,7,5,
9,6440,NO,45,,,,,,6,7,7,
9,6531,NO,0,,,,,,9,7,7,
9,6557,NO,15,,,,,,8,10,10,
9,6715,NO,120,,,,,,5,10,5,
9,6720,NO,10,,,,,,8,8,8,
9,6731,NO,120,,,,,,4,88,7,
9,6780,NO,30,,,,,,5,2,4,
9,6848,NO,30,,,,,,7,8,9,
9,6875,NO,0,,,,,,9,9,10,
9,6930,NO,60,,,,,,7,7,8,
9,6960,NO,30,,,,,,7,5,9,
9,7027,NO,60,,,,,,9,9,9,
9,7063,NO,90,,,,,,8,7,8,
9,7114,NO,300,,,,,,9,5,8,
9,7131,NO,480,,,,,,8,9,9,
9,7199,NO,60,,,,,,8,4,10,
9,7286,NO,40,,,,,,6,8,2,
9,7334,NO,60,,,,,,8,6,5,
9,7498,NO,30,,,,,,9,10,9,
9,7519,NO,20,,,,,,8,8,8,
9,7521,NO,180,,,,,,6,9,9,
9,7588,NO,60,,,,,,8,4,6,
9,7608,NO,60,,,,,,9,8,7,
9,7618,NO,150,,,,,,7,8,4,
9,7675,NO,60,,,,,,5,6,6,
9,7684,NO,20,,,,,,7,8,8,
9,7689,NO,8888,,,,,,10,9,8,
9,7706,NO,60,,,,,,10,9,9,
9,7742,NO,180,,,,,,7,8,8,
9,7771,NO,60,,,,,,8,3,5,
9,7774,NO,45,,,,,,9,5,6,
9,7806,NO,963,,,,,,5,7,8,
9,7838,NO,90,,,,,,5,7,5,
9,7883,NO,120,,,,,,8,7,7,
9,7970,NO,30,,,,,,7,6,7,
9,8029,NO,30,,,,,,9,7,9,
9,8040,NO,120,,,,,,7,4,9,
9,8063,NO,20,,,,,,7,5,8,
9,8106,NO,30,,,,,,7,8,9,
9,8128,NO,20,,,,,,8,10,10,
9,8152,NO,60,,,,,,5,2,2,
9,8177,NO,120,,,,,,5,5,5,
9,8194,NO,60,,,,,,10,5,8,
9,8197,NO,240,,,,,,5,7,8,
9,8210,NO,150,,,,,,4,6,7,
9,8315,NO,8888,,,,,,10,8,10,
9,8345,NO,75,,,,,,8,7,9,
9,8396,NO,60,,,,,,7,7,7,
9,8414,NO,75,,,,,,7,8,8,
9,8422,NO,60,,,,,,8,6,6,
9,8459,NO,10,,,,,,9,8,7,
9,8513,NO,60,,,,,,10,7,8,
9,8572,NO,10,,,,,,8,7,9,
9,8605,NO,10,,,,,,7,8,7,
9,8641,NO,90,,,,,,8,6,6,
9,8643,NO,120,,,,,,8,7,9,
9,8673,NO,30,,,,,,4,8,3,
9,8697,NO,60,,,,,,8,8,7,
9,8715,NO,120,,,,,,2,4,4,
9,8729,NO,836,,,,,,6,8,9,
9,8745,NO,120,,,,,,9,8,8,
9,8765,NO,60,,,,,,8,7,5,
9,8780,NO,240,,,,,,10,8,8,
9,8816,NO,30,,,,,,7,4,5,
9,8955,NO,30,,,,,,8,10,7,
9,8975,NO,15,,,,,,10,8,10,
9,9035,NO,30,,,,,,8,8,7,
9,9069,NO,30,,,,,,10,10,10,
9,9075,NO,30,,,,,,8,6,8,
9,9140,NO,30,,,,,,10,9,8,
9,9145,NO,10,,,,,,7,7,8,
9,9149,NO,25,,,,,,10,8,8,
9,9173,NO,120,,,,,,9,7,8,
9,9201,NO,45,,,,,,6,8,7,
9,9252,NO,90,,,,,,5,5,6,
9,9268,NO,150,,,,,,8,7,7,
9,9320,NO,120,,,,,,7,10,10,
9,9349,NO,60,,,,,,9,9,8,
9,9360,NO,15,,,,,,10,10,9,
9,9397,NO,20,,,,,,7,6,9,
9,9433,NO,120,,,,,,10,8,8,
9,9498,NO,120,,,,,,8,7,7,
9,9505,NO,60,,,,,,10,8,8,
9,9510,NO,150,,,,,,8,7,7,
9,9534,NO,60,,,,,,6,9,9,
9,9582,NO,60,,,,,,5,5,5,
9,9598,NO,30,,,,,,10,8,9,
9,9607,NO,45,,,,,,7,9,8,
9,9632,NO,120,,,,,,6,8,8,
9,9654,NO,65,,,,,,8,8,7,
9,9699,NO,981,,,,,,8,7,8,
9,9745,NO,300,,,,,,8,8,9,
9,9747,NO,120,,,,,,8,8,9,
9,9800,NO,120,,,,,,7,6,7,
9,9855,NO,300,,,,,,7,7,5,
9,9865,NO,15,,,,,,10,10,10,
9,9939,NO,90,,,,,,10,8,9,
9,10006,NO,150,,,,,,9,8,9,
9,10010,NO,120,,,,,,6,7,7,
9,10076,NO,120,,,,,,5,6,2,
9,10078,NO,120,,,,,,7,7,7,
9,10082,NO,30,,,,,,10,9,9,
9,10185,NO,716,,,,,,9,9,9,
9,10208,NO,30,,,,,,7,5,7,
9,10209,NO,0,,,,,,8,8,8,
9,10215,NO,60,,,,,,8,8,8,
9,10236,NO,30,,,,,,8,3,8,
9,10308,NO,30,,,,,,8,8,8,
9,10324,NO,120,,,,,,8,7,4,
9,10367,NO,120,,,,,,9,8,8,
9,10469,NO,120,,,,,,6,7,7,
9,10543,NO,60,,,,,,6,8,9,
9,10596,NO,120,,,,,,10,7,8,
9,10598,NO,180,,,,,,8,8,10,
9,10607,NO,20,,,,,,7,7,8,
9,10640,NO,90,,,,,,8,7,7,
9,10642,NO,180,,,,,,8,8,8,
9,10727,NO,10,,,,,,8,9,9,
9,10728,NO,10,,,,,,9,8,10,
9,10747,NO,10,,,,,,9,10,10,
9,10761,NO,20,,,,,,8,7,7,
9,10784,NO,8888,,,,,,8,6,8,
9,10824,NO,30,,,,,,6,5,4,
9,10838,NO,10,,,,,,8,8,8,
9,10843,NO,180,,,,,,9,9,9,
9,10851,NO,5,,,,,,6,6,8,
9,10858,NO,60,,,,,,9,7,7,
9,11011,NO,10,,,,,,7,8,9,
9,11015,NO,180,,,,,,9,10,9,
9,11060,NO,45,,,,,,9,7,6,
9,11083,NO,5,,,,,,10,9,7,
9,11088,NO,10,,,,,,8,9,8,
9,11136,NO,120,,,,,,9,8,7,
9,11159,NO,30,,,,,,8,6,8,
9,11162,NO,60,,,,,,8,8,8,
9,11197,NO,150,,,,,,6,6,7,
9,11214,NO,75,,,,,,10,8,5,
9,11242,NO,30,,,,,,6,8,8,
9,11263,NO,60,,,,,,8,8,8,
9,11282,NO,90,,,,,,8,6,4,
9,11298,NO,30,,,,,,8,8,6,
9,11321,NO,120,,,,,,5,8,7,
9,11346,NO,30,,,,,,6,6,8,
9,11398,NO,60,,,,,,88,2,4,
9,11451,NO,1010,,,,,,9,8,8,
9,11511,NO,60,,,,,,9,7,9,
9,11527,NO,30,,,,,,7,8,9,
9,11543,NO,60,,,,,,8,7,8,
9,11548,NO,90,,,,,,9,8,8,
9,11558,NO,60,,,,,,7,2,9,
9,11618,NO,120,,,,,,8,8,5,
9,11717,NO,60,,,,,,5,9,8,
9,11739,NO,10,,,,,,3,4,8,
9,11779,NO,45,,,,,,10,10,9,
9,11858,NO,60,,,,,,8,8,8,
9,11863,NO,120,,,,,,8,6,3,
9,11904,NO,60,,,,,,10,10,10,
9,11919,NO,120,,,,,,8,9,5,
9,11948,NO,120,,,,,,8,7,6,
9,12079,NO,60,,,,,,7,5,7,
9,12182,NO,45,,,,,,9,8,8,
9,12204,NO,30,,,,,,3,9,2,
9,12264,NO,240,,,,,,7,7,5,
9,12278,NO,15,,,,,,7,7,6,
9,12281,NO,30,,,,,,9,9,9,
9,12286,NO,15,,,,,,6,6,7,
9,12352,NO,15,,,,,,8,8,9,
9,12385,NO,30,,,,,,88,8,7,
9,12452,NO,90,,,,,,7,3,7,
9,12477,NO,15,,,,,,3,6,8,
9,12485,NO,15,,,,,,6,5,8,
9,12541,NO,30,,,,,,9,8,8,
