essround,idno,cntry,nwspol,prtvede1,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,stfeco,stfedu,stfhlth,
9,14816,CH,30,,,,,,7,8,9,
9,14838,CH,30,,,,,,3,88,4,
9,14873,CH,60,,,,,,8,8,9,
9,14885,CH,60,,,,,,6,8,8,
9,14897,CH,30,,,,,,10,8,2,
9,14954,CH,70,,,,,,9,7,5,
9,15007,CH,240,,,,,,8,7,7,
9,15100,CH,180,,,,,,7,8,6,
9,15116,CH,20,,,,,,7,9,9,
9,15125,CH,10,,,,,,4,5,2,
9,15130,CH,75,,,,,,4,4,7,
9,15148,CH,60,,,,,,9,9,7,
9,15154,CH,10,,,,,,9,9,9,
9,15161,CH,120,,,,,,8,8,3,
9,15171,CH,75,,,,,,6,8,7,
9,15218,CH,30,,,,,,10,88,8,
9,15235,CH,30,,,,,,5,6,2,
9,15238,CH,10,,,,,,8,8,5,
9,15251,CH,3,,,,,,10,10,9,
9,15266,CH,20,,,,,,5,10,10,
9,15277,CH,90,,,,,,10,9,6,
9,15364,CH,5,,,,,,4,4,7,
9,15367,CH,30,,,,,,8,9,6,
9,15409,CH,30,,,,,,6,10,10,
9,15423,CH,60,,,,,,8,4,6,
9,15445,CH,5,,,,,,8,7,9,
9,15470,CH,60,,,,,,9,8,10,
9,15487,CH,0,,,,,,7,88,9,
9,15496,CH,60,,,,,,10,6,8,
9,15513,CH,120,,,,,,2,5,3,
9,15535,CH,180,,,,,,5,6,3,
9,15580,CH,20,,,,,,5,8,7,
9,15616,CH,90,,,,,,7,10,10,
9,15634,CH,10,,,,,,9,7,8,
9,15645,CH,30,,,,,,8,10,8,
9,15660,CH,5,,,,,,8,3,7,
9,15671,CH,60,,,,,,7,6,9,
9,15693,CH,15,,,,,,7,8,9,
9,15736,CH,45,,,,,,10,8,9,
9,15753,CH,30,,,,,,7,4,5,
9,15763,CH,20,,,,,,8,88,7,
9,15768,CH,60,,,,,,3,4,2,
9,15836,CH,3,,,,,,8,8,8,
9,15857,CH,15,,,,,,7,7,6,
9,15858,CH,30,,,,,,8,8,8,
9,15862,CH,10,,,,,,7,8,8,
9,15873,CH,0,,,,,,9,7,8,
9,15915,CH,60,,,,,,10,10,10,
9,15918,CH,60,,,,,,8,9,7,
9,15970,CH,180,,,,,,8,9,9,
9,15976,CH,60,,,,,,7,7,10,
9,15983,CH,75,,,,,,9,7,7,
9,15995,CH,90,,,,,,8,7,8,
9,16020,CH,3,,,,,,4,4,7,
9,16034,CH,60,,,,,,7,8,9,
9,16133,CH,20,,,,,,8,7,7,
9,16194,CH,60,,,,,,7,8,7,
9,16258,CH,120,,,,,,7,8,8,
9,16295,CH,60,,,,,,7,6,6,
9,16332,CH,90,,,,,,8,88,6,
9,16358,CH,30,,,,,,7,5,5,
9,16395,CH,45,,,,,,8,8,7,
9,16414,CH,30,,,,,,7,8,9,
9,16420,CH,120,,,,,,10,8,9,
9,16441,CH,30,,,,,,8,8,8,
9,16453,CH,30,,,,,,8,7,88,
9,16475,CH,70,,,,,,9,8,10,
9,16505,CH,30,,,,,,6,8,4,
9,16538,CH,120,,,,,,7,8,8,
9,16566,CH,60,,,,,,8,8,7,
9,16580,CH,30,,,,,,7,7,9,
9,16597,CH,10,,,,,,8,8,7,
9,16608,CH,15,,,,,,10,10,10,
9,16675,CH,60,,,,,,7,3,8,
9,16718,CH,240,,,,,,6,7,8,
9,16723,CH,30,,,,,,7,7,8,
9,16728,CH,80,,,,,,8,4,9,
9,16748,CH,60,,,,,,9,5,8,
9,16837,CH,90,,,,,,7,5,9,
9,16886,CH,90,,,,,,7,8,5,
9,17023,CH,30,,,,,,7,8,7,
9,17075,CH,45,,,,,,7,6,7,
9,17080,CH,5,,,,,,10,9,9,
9,17084,CH,30,,,,,,7,8,8,
9,17103,CH,120,,,,,,8,9,9,
9,17147,CH,5,,,,,,9,7,8,
9,17232,CH,0,,,,,,6,3,2,
9,17238,CH,10,,,,,,6,4,6,
9,17247,CH,10,,,,,,6,3,9,
9,17262,CH,15,,,,,,6,5,3,
9,17272,CH,120,,,,,,7,8,8,
9,17287,CH,45,,,,,,4,8,7,
9,17302,CH,60,,,,,,8,5,7,
9,17333,CH,60,,,,,,9,8,8,
9,17392,CH,30,,,,,,5,8,8,
9,17413,CH,30,,,,,,6,7,8,
9,17420,CH,0,,,,,,0,4,2,
9,17518,CH,30,,,,,,6,3,4,
9,17522,CH,60,,,,,,7,8,7,
9,17548,CH,30,,,,,,8,6,8,
9,17557,CH,30,,,,,,5,7,4,
9,17594,CH,30,,,,,,7,8,7,
9,17685,CH,30,,,,,,3,1,4,
9,17705,CH,0,,,,,,8,8,4,
9,17732,CH,60,,,,,,9,5,9,
9,17733,CH,150,,,,,,9,7,8,
9,17763,CH,0,,,,,,9,8,88,
9,17767,CH,20,,,,,,7,5,5,
9,17838,CH,60,,,,,,7,88,5,
9,17878,CH,0,,,,,,10,10,10,
9,17916,CH,45,,,,,,8,7,4,
9,17957,CH,180,,,,,,8,9,10,
9,18020,CH,15,,,,,,10,8,7,
9,18043,CH,20,,,,,,7,7,5,
9,18057,CH,60,,,,,,8,10,8,
9,18072,CH,30,,,,,,7,88,5,
9,18084,CH,90,,,,,,5,9,9,
9,18143,CH,30,,,,,,7,7,8,
9,18167,CH,60,,,,,,8,88,4,
9,18173,CH,60,,,,,,5,8,8,
9,18175,CH,60,,,,,,8,4,10,
9,18191,CH,15,,,,,,8,5,6,
9,18198,CH,5,,,,,,9,10,7,
9,18201,CH,60,,,,,,8,10,10,
9,18229,CH,30,,,,,,8,7,8,
9,18261,CH,90,,,,,,8,7,9,
9,18268,CH,30,,,,,,7,7,7,
9,18287,CH,30,,,,,,8,8,8,
9,18334,CH,60,,,,,,6,8,7,
9,18341,CH,15,,,,,,5,4,7,
9,18345,CH,0,,,,,,10,9,8,
9,18355,CH,30,,,,,,7,7,6,
9,18395,CH,7,,,,,,5,5,4,
9,18398,CH,60,,,,,,7,8,8,
9,18411,CH,30,,,,,,10,7,7,
9,18417,CH,60,,,,,,6,6,4,
9,18439,CH,120,,,,,,8,10,10,
9,18528,CH,10,,,,,,9,8,8,
9,18568,CH,30,,,,,,8,6,8,
9,18582,CH,120,,,,,,5,4,4,
9,18590,CH,30,,,,,,6,4,2,
9,18599,CH,120,,,,,,5,5,8,
9,18607,CH,30,,,,,,10,8,8,
9,18613,CH,30,,,,,,7,4,4,
9,18628,CH,30,,,,,,10,8,8,
9,18632,CH,60,,,,,,7,9,7,
9,18637,CH,60,,,,,,9,5,6,
9,18666,CH,20,,,,,,6,5,4,
9,18703,CH,120,,,,,,6,5,5,
9,18708,CH,120,,,,,,9,6,2,
9,18761,CH,30,,,,,,6,6,4,
9,18787,CH,10,,,,,,10,2,6,
9,18793,CH,10,,,,,,8,8,9,
9,18836,CH,600,,,,,,6,6,5,
9,18845,CH,45,,,,,,7,4,8,
9,18869,CH,15,,,,,,7,9,7,
9,18879,CH,5,,,,,,8,9,9,
9,18926,CH,25,,,,,,8,6,7,
9,18939,CH,10,,,,,,9,8,9,
9,18966,CH,30,,,,,,8,6,6,
9,19021,CH,0,,,,,,7,88,6,
9,19032,CH,90,,,,,,7,5,7,
9,19076,CH,60,,,,,,8,7,5,
9,19112,CH,30,,,,,,8,5,6,
9,19134,CH,15,,,,,,8,7,9,
9,19171,CH,8888,,,,,,3,7,4,
9,19191,CH,30,,,,,,8,8,2,
9,19196,CH,15,,,,,,6,9,7,
9,19205,CH,60,,,,,,8,9,6,
9,19212,CH,60,,,,,,7,7,8,
9,19265,CH,30,,,,,,7,9,10,
9,19403,CH,60,,,,,,8,7,5,
9,19445,CH,60,,,,,,8,8,8,
9,19446,CH,10,,,,,,7,7,7,
9,19472,CH,15,,,,,,8,9,10,
9,19478,CH,60,,,,,,10,9,7,
9,19488,CH,60,,,,,,7,6,8,
9,19506,CH,0,,,,,,7,8,7,
9,19511,CH,30,,,,,,5,3,4,
9,19526,CH,60,,,,,,7,5,6,
9,19535,CH,20,,,,,,7,7,8,
9,19545,CH,20,,,,,,7,6,8,
9,19553,CH,20,,,,,,8,8,8,
9,19559,CH,240,,,,,,8,7,5,
9,19578,CH,45,,,,,,7,8,8,
9,19597,CH,15,,,,,,7,7,7,
9,19639,CH,15,,,,,,8,8,9,
9,19656,CH,120,,,,,,8,7,7,
9,19657,CH,20,,,,,,7,4,5,
9,19660,CH,45,,,,,,8,88,8,
9,19705,CH,30,,,,,,5,8,5,
9,19753,CH,60,,,,,,5,8,10,
9,19766,CH,0,,,,,,7,6,8,
9,19819,CH,30,,,,,,7,7,7,
9,19824,CH,270,,,,,,7,7,6,
9,19849,CH,30,,,,,,7,9,9,
9,19863,CH,40,,,,,,3,5,1,
9,19864,CH,90,,,,,,9,8,9,
9,19880,CH,30,,,,,,10,10,8,
9,19923,CH,30,,,,,,8,6,9,
9,19948,CH,60,,,,,,8,9,8,
9,19974,CH,1140,,,,,,7,10,10,
9,20005,CH,45,,,,,,6,6,8,
9,20010,CH,30,,,,,,88,4,7,
9,20040,CH,15,,,,,,5,8,8,
9,20096,CH,10,,,,,,8,8,7,
9,20113,CH,30,,,,,,8,9,7,
9,20140,CH,60,,,,,,6,6,6,
9,20170,CH,60,,,,,,10,10,8,
9,20182,CH,30,,,,,,7,6,5,
9,20187,CH,20,,,,,,9,5,7,
9,20221,CH,60,,,,,,9,9,7,
9,20236,CH,60,,,,,,7,4,8,
9,20325,CH,60,,,,,,10,9,8,
9,20381,CH,30,,,,,,8,3,7,
9,20423,CH,30,,,,,,3,8,7,
9,20484,CH,120,,,,,,8,5,6,
9,20487,CH,300,,,,,,10,88,10,
9,20504,CH,15,,,,,,9,3,8,
9,20529,CH,120,,,,,,8,7,8,
9,20576,CH,60,,,,,,8,7,7,
9,20577,CH,10,,,,,,7,8,5,
9,20579,CH,0,,,,,,8,5,5,
9,20581,CH,30,,,,,,7,7,6,
9,20643,CH,120,,,,,,7,7,7,
9,20719,CH,0,,,,,,4,2,5,
9,20744,CH,90,,,,,,4,6,8,
9,20774,CH,150,,,,,,8,10,9,
9,20777,CH,30,,,,,,9,5,4,
9,20782,CH,30,,,,,,8,7,5,
9,20795,CH,5,,,,,,6,3,6,
9,20846,CH,30,,,,,,2,4,4,
9,20848,CH,20,,,,,,9,9,9,
9,20865,CH,45,,,,,,7,7,7,
9,21021,CH,10,,,,,,7,8,10,
9,21027,CH,20,,,,,,8,8,5,
9,21052,CH,30,,,,,,6,6,8,
9,21068,CH,60,,,,,,6,9,10,
9,21080,CH,10,,,,,,7,4,8,
9,21161,CH,0,,,,,,2,4,8,
9,21194,CH,60,,,,,,6,4,5,
9,21197,CH,30,,,,,,8,8,7,
9,21204,CH,10,,,,,,88,3,3,
9,21256,CH,5,,,,,,8,3,5,
9,21260,CH,600,,,,,,5,6,6,
9,21274,CH,15,,,,,,8,8,8,
9,21283,CH,45,,,,,,8,5,9,
9,21303,CH,60,,,,,,7,88,5,
9,21307,CH,30,,,,,,8,5,8,
9,21332,CH,0,,,,,,6,3,5,
9,21364,CH,10,,,,,,9,88,8,
9,21443,CH,60,,,,,,7,6,7,
9,21445,CH,30,,,,,,5,3,5,
9,21453,CH,90,,,,,,10,10,9,
9,21459,CH,60,,,,,,10,9,9,
9,21463,CH,60,,,,,,8,7,8,
9,21471,CH,60,,,,,,8,8,10,
9,21509,CH,20,,,,,,8,9,9,
9,21511,CH,10,,,,,,5,4,8,
9,21514,CH,90,,,,,,8,8,9,
9,21523,CH,30,,,,,,9,9,8,
9,21532,CH,60,,,,,,7,8,9,
9,21577,CH,30,,,,,,9,8,8,
9,21627,CH,10,,,,,,5,4,5,
9,21648,CH,60,,,,,,8,7,8,
9,21668,CH,15,,,,,,8,8,8,
9,21723,CH,5,,,,,,8,7,8,
9,21741,CH,60,,,,,,8,3,10,
9,21780,CH,30,,,,,,9,0,9,
9,21802,CH,30,,,,,,7,8,8,
9,21825,CH,45,,,,,,7,7,7,
9,21885,CH,60,,,,,,8,9,8,
9,21900,CH,30,,,,,,5,88,10,
9,21905,CH,40,,,,,,10,9,3,
9,21956,CH,15,,,,,,8,9,9,
9,21975,CH,60,,,,,,7,9,4,
9,21982,CH,0,,,,,,88,9,8,
9,22029,CH,30,,,,,,9,8,8,
9,22032,CH,90,,,,,,9,88,10,
9,22091,CH,20,,,,,,7,2,8,
9,22249,CH,30,,,,,,6,8,8,
9,22253,CH,45,,,,,,8,4,6,
9,22299,CH,60,,,,,,10,9,9,
9,22336,CH,510,,,,,,8,8,8,
9,22398,CH,90,,,,,,9,6,6,
9,22521,CH,15,,,,,,6,8,6,
9,22529,CH,90,,,,,,7,5,7,
9,22586,CH,15,,,,,,8,8,8,
9,22621,CH,20,,,,,,7,7,8,
9,22673,CH,120,,,,,,7,8,9,
9,22713,CH,60,,,,,,8,7,5,
9,22745,CH,60,,,,,,7,8,8,
9,22835,CH,60,,,,,,8,8,8,
9,22860,CH,30,,,,,,8,7,8,
9,22866,CH,20,,,,,,6,5,7,
9,22915,CH,30,,,,,,7,9,8,
9,22927,CH,60,,,,,,7,7,8,
9,22933,CH,60,,,,,,10,8,8,
9,22980,CH,15,,,,,,10,7,8,
9,23004,CH,60,,,,,,6,8,5,
9,23032,CH,30,,,,,,10,5,10,
9,23140,CH,30,,,,,,8,8,8,
9,23151,CH,180,,,,,,5,88,10,
9,23242,CH,15,,,,,,9,6,8,
9,23342,CH,180,,,,,,4,88,3,
9,23391,CH,60,,,,,,7,9,9,
9,23410,CH,30,,,,,,7,8,8,
9,23438,CH,30,,,,,,8,10,8,
9,23450,CH,120,,,,,,4,6,7,
9,23493,CH,150,,,,,,8,9,10,
9,23553,CH,300,,,,,,9,7,9,
9,23645,CH,90,,,,,,9,6,5,
9,23687,CH,75,,,,,,6,8,8,
9,23692,CH,30,,,,,,8,7,7,
9,23740,CH,30,,,,,,6,2,7,
9,23762,CH,120,,,,,,9,8,5,
9,23765,CH,45,,,,,,8,88,7,
9,23775,CH,90,,,,,,7,8,5,
9,23785,CH,150,,,,,,8,88,6,
9,23791,CH,45,,,,,,9,9,9,
9,23796,CH,15,,,,,,9,88,9,
9,23837,CH,30,,,,,,88,8,7,
9,23871,CH,15,,,,,,8,6,6,
9,23922,CH,60,,,,,,5,5,5,
9,23956,CH,30,,,,,,6,10,10,
9,23971,CH,15,,,,,,8,7,8,
9,24015,CH,60,,,,,,8,8,7,
9,24041,CH,60,,,,,,8,8,5,
9,24083,CH,30,,,,,,6,6,4,
9,24122,CH,70,,,,,,7,8,6,
9,24136,CH,60,,,,,,8,5,8,
9,24143,CH,15,,,,,,10,5,7,
9,24145,CH,30,,,,,,6,4,7,
9,24164,CH,60,,,,,,9,8,8,
9,24189,CH,30,,,,,,5,5,8,
9,24265,CH,970,,,,,,8,8,7,
9,24298,CH,30,,,,,,5,5,5,
9,24299,CH,60,,,,,,5,4,6,
9,24300,CH,20,,,,,,4,8,7,
9,24309,CH,90,,,,,,8,8,8,
9,24326,CH,20,,,,,,8,7,6,
9,24388,CH,90,,,,,,8,7,7,
9,24490,CH,10,,,,,,6,9,5,
9,24491,CH,7777,,,,,,7,2,7,
9,24499,CH,5,,,,,,8,4,8,
9,24515,CH,30,,,,,,7,8,8,
9,24547,CH,60,,,,,,7,8,8,
9,24554,CH,30,,,,,,7,9,7,
9,24607,CH,20,,,,,,9,8,8,
9,24656,CH,60,,,,,,6,8,9,
9,24658,CH,15,,,,,,8,7,7,
9,24696,CH,60,,,,,,10,8,7,
9,24707,CH,60,,,,,,4,7,5,
9,24709,CH,60,,,,,,7,9,3,
9,24737,CH,60,,,,,,8,8,8,
9,24752,CH,60,,,,,,7,7,7,
9,24802,CH,15,,,,,,7,8,8,
9,24839,CH,90,,,,,,7,7,7,
9,24841,CH,30,,,,,,6,7,5,
9,24890,CH,300,,,,,,9,10,9,
9,24901,CH,15,,,,,,7,9,7,
9,24912,CH,0,,,,,,6,8,7,
9,24920,CH,60,,,,,,9,5,88,
9,24941,CH,60,,,,,,7,9,9,
9,24968,CH,45,,,,,,8,7,6,
9,24998,CH,20,,,,,,8,88,6,
9,25008,CH,10,,,,,,5,4,8,
9,25105,CH,60,,,,,,6,4,5,
9,25106,CH,30,,,,,,9,7,7,
9,25107,CH,60,,,,,,8,6,9,
9,25115,CH,10,,,,,,5,3,4,
9,25150,CH,5,,,,,,5,4,5,
9,25169,CH,35,,,,,,7,8,8,
9,25204,CH,30,,,,,,7,8,6,
9,25210,CH,60,,,,,,9,8,8,
9,25454,CH,60,,,,,,8,6,7,
9,25465,CH,50,,,,,,8,8,9,
9,25528,CH,90,,,,,,7,88,7,
9,25538,CH,120,,,,,,4,5,6,
9,25541,CH,60,,,,,,7,5,7,
9,25552,CH,90,,,,,,8,10,8,
9,25572,CH,30,,,,,,2,8,7,
9,25596,CH,90,,,,,,6,9,8,
9,25625,CH,30,,,,,,9,6,8,
9,25656,CH,90,,,,,,88,88,8,
9,25731,CH,10,,,,,,8,10,8,
9,25871,CH,60,,,,,,6,2,2,
9,25899,CH,0,,,,,,88,88,9,
9,25938,CH,30,,,,,,7,5,5,
9,25945,CH,0,,,,,,10,8,9,
9,25952,CH,30,,,,,,8,10,10,
9,25982,CH,30,,,,,,7,9,8,
9,26017,CH,120,,,,,,8,8,8,
9,26031,CH,0,,,,,,2,2,7,
9,26044,CH,45,,,,,,5,6,5,
9,26088,CH,90,,,,,,8,8,9,
9,26095,CH,90,,,,,,9,8,8,
9,26142,CH,30,,,,,,9,8,8,
9,26153,CH,45,,,,,,7,5,1,
9,26154,CH,60,,,,,,5,6,5,
9,26178,CH,30,,,,,,7,10,9,
9,26182,CH,45,,,,,,7,2,0,
9,26189,CH,0,,,,,,4,8,4,
9,26198,CH,15,,,,,,88,88,7,
9,26220,CH,5,,,,,,7,8,7,
9,26227,CH,60,,,,,,8,6,7,
9,26366,CH,60,,,,,,7,8,7,
9,26447,CH,20,,,,,,7,9,8,
9,26474,CH,30,,,,,,7,7,7,
9,26489,CH,180,,,,,,9,8,1,
9,26523,CH,120,,,,,,8,7,9,
9,26583,CH,60,,,,,,2,1,3,
9,26593,CH,20,,,,,,8,10,9,
9,26620,CH,30,,,,,,9,8,6,
9,26651,CH,30,,,,,,8,9,8,
9,26796,CH,60,,,,,,88,6,7,
9,26857,CH,30,,,,,,8,8,10,
9,26974,CH,180,,,,,,5,88,6,
9,26977,CH,5,,,,,,8,8,9,
9,27043,CH,120,,,,,,8,9,9,
9,27153,CH,120,,,,,,10,4,4,
9,27161,CH,30,,,,,,9,8,8,
9,27239,CH,10,,,,,,9,7,88,
9,27282,CH,15,,,,,,5,10,4,
9,27310,CH,30,,,,,,8,8,8,
9,27335,CH,1030,,,,,,7,7,7,
9,27346,CH,30,,,,,,9,88,9,
9,27380,CH,90,,,,,,8,6,4,
9,27394,CH,60,,,,,,9,5,3,
9,27398,CH,5,,,,,,8,8,9,
9,27406,CH,60,,,,,,9,8,9,
9,27413,CH,15,,,,,,10,10,8,
9,27457,CH,30,,,,,,10,10,10,
9,27463,CH,30,,,,,,8,9,2,
9,27464,CH,30,,,,,,8,7,8,
9,27467,CH,60,,,,,,8,10,10,
9,27476,CH,0,,,,,,9,88,10,
9,27489,CH,60,,,,,,7,8,6,
9,27499,CH,30,,,,,,8,10,2,
9,27554,CH,40,,,,,,6,10,10,
9,27577,CH,90,,,,,,88,6,4,
9,27677,CH,90,,,,,,5,8,3,
9,27724,CH,10,,,,,,4,88,5,
9,27742,CH,60,,,,,,3,88,1,
9,27758,CH,5,,,,,,6,6,7,
9,27773,CH,60,,,,,,6,8,9,
9,27790,CH,0,,,,,,7,9,6,
9,27824,CH,60,,,,,,5,6,6,
9,27832,CH,120,,,,,,5,6,9,
9,27862,CH,60,,,,,,7,6,7,
9,27868,CH,60,,,,,,4,3,4,
9,27878,CH,60,,,,,,5,4,2,
9,27896,CH,10,,,,,,7,6,8,
9,27913,CH,30,,,,,,7,8,8,
9,27934,CH,60,,,,,,9,88,7,
9,27954,CH,30,,,,,,5,7,8,
9,27962,CH,60,,,,,,5,8,7,
9,27976,CH,90,,,,,,9,6,7,
9,28013,CH,50,,,,,,8,8,6,
9,28043,CH,60,,,,,,9,7,7,
9,28080,CH,15,,,,,,9,8,8,
9,28096,CH,120,,,,,,9,8,8,
9,28100,CH,15,,,,,,8,10,10,
9,28119,CH,30,,,,,,7,6,7,
9,28131,CH,120,,,,,,8,10,10,
9,28200,CH,60,,,,,,5,10,10,
9,28206,CH,120,,,,,,9,8,8,
9,28220,CH,10,,,,,,10,5,10,
9,28359,CH,150,,,,,,10,6,1,
9,28366,CH,0,,,,,,8,8,9,
9,28376,CH,10,,,,,,88,10,8,
9,28407,CH,180,,,,,,9,6,6,
9,28410,CH,15,,,,,,9,88,10,
9,28419,CH,60,,,,,,7,7,6,
9,28444,CH,60,,,,,,7,7,6,
9,28496,CH,30,,,,,,10,9,5,
9,28527,CH,30,,,,,,8,8,7,
9,28529,CH,90,,,,,,7,9,10,
9,28604,CH,30,,,,,,8,8,7,
9,28607,CH,90,,,,,,8,8,3,
9,28613,CH,30,,,,,,8,88,8,
9,28617,CH,45,,,,,,5,6,5,
9,28673,CH,45,,,,,,8,7,9,
9,28676,CH,30,,,,,,10,10,10,
9,28769,CH,60,,,,,,7,9,10,
9,28784,CH,30,,,,,,7,10,10,
9,28804,CH,60,,,,,,8,88,7,
9,28837,CH,10,,,,,,7,8,9,
9,28857,CH,120,,,,,,8,5,3,
9,28945,CH,5,,,,,,8,6,8,
9,29039,CH,90,,,,,,8,8,8,
9,29116,CH,30,,,,,,8,8,9,
9,29131,CH,60,,,,,,9,7,6,
9,29146,CH,10,,,,,,7,6,5,
9,29245,CH,120,,,,,,8,10,9,
9,29255,CH,90,,,,,,8,5,8,
9,29335,CH,30,,,,,,7,8,8,
9,29390,CH,60,,,,,,8,7,7,
9,29423,CH,45,,,,,,7,3,4,
9,29440,CH,30,,,,,,6,9,8,
9,29457,CH,30,,,,,,88,6,7,
9,29498,CH,15,,,,,,5,7,2,
9,29551,CH,60,,,,,,7,4,9,
9,29573,CH,15,,,,,,7,7,8,
9,29583,CH,15,,,,,,9,7,5,
9,29598,CH,60,,,,,,8,5,4,
9,29692,CH,7777,,,,,,7,77,7,
9,29705,CH,10,,,,,,10,7,5,
9,29719,CH,60,,,,,,8,8,8,
9,29756,CH,0,,,,,,4,7,8,
9,29758,CH,30,,,,,,10,9,8,
9,29796,CH,10,,,,,,9,8,8,
9,29799,CH,30,,,,,,6,7,7,
9,29818,CH,30,,,,,,7,9,6,
9,29868,CH,10,,,,,,8,3,7,
9,29876,CH,10,,,,,,8,88,9,
9,29940,CH,7777,,,,,,5,7,3,
9,29976,CH,120,,,,,,6,7,7,
9,30116,CH,60,,,,,,8,7,4,
9,30119,CH,15,,,,,,7,9,4,
9,30160,CH,30,,,,,,7,7,7,
9,30164,CH,90,,,,,,10,8,10,
9,30213,CH,30,,,,,,8,8,7,
9,30240,CH,10,,,,,,88,3,6,
9,30247,CH,45,,,,,,9,8,6,
9,30251,CH,60,,,,,,9,9,7,
9,30289,CH,10,,,,,,7,88,5,
9,30293,CH,60,,,,,,9,9,10,
9,30311,CH,60,,,,,,9,7,8,
9,30394,CH,45,,,,,,9,8,8,
9,30401,CH,10,,,,,,9,10,10,
9,30417,CH,20,,,,,,8,7,10,
9,30511,CH,60,,,,,,8,7,8,
9,30555,CH,5,,,,,,6,5,4,
9,30561,CH,120,,,,,,7,8,8,
9,30766,CH,50,,,,,,5,5,8,
9,30794,CH,15,,,,,,8,5,9,
9,30860,CH,30,,,,,,9,9,10,
9,30868,CH,45,,,,,,7,8,8,
9,30973,CH,60,,,,,,8,8,9,
9,30988,CH,30,,,,,,9,8,7,
9,30990,CH,10,,,,,,5,6,8,
9,31084,CH,90,,,,,,5,6,9,
9,31110,CH,90,,,,,,7,6,7,
9,31186,CH,20,,,,,,6,7,88,
9,31191,CH,5,,,,,,7,5,6,
9,31213,CH,30,,,,,,9,7,6,
9,31256,CH,0,,,,,,5,8,5,
9,31279,CH,15,,,,,,9,7,9,
9,31310,CH,60,,,,,,8,8,7,
9,31316,CH,20,,,,,,6,4,4,
9,31334,CH,60,,,,,,8,9,9,
9,31374,CH,10,,,,,,9,10,10,
9,31397,CH,20,,,,,,7,8,8,
9,31449,CH,30,,,,,,9,8,9,
9,31486,CH,15,,,,,,5,7,5,
9,31496,CH,20,,,,,,9,7,10,
9,31547,CH,120,,,,,,6,8,7,
9,31548,CH,15,,,,,,7,8,9,
9,31605,CH,20,,,,,,8,7,8,
9,31613,CH,10,,,,,,7,8,8,
9,31722,CH,20,,,,,,88,7,9,
9,31724,CH,60,,,,,,4,7,7,
9,31797,CH,120,,,,,,8,8,6,
9,31833,CH,120,,,,,,6,8,9,
9,31885,CH,60,,,,,,8,8,8,
9,31887,CH,5,,,,,,8,8,7,
9,31906,CH,75,,,,,,8,8,8,
9,31920,CH,5,,,,,,9,9,6,
9,31924,CH,30,,,,,,7,8,8,
9,31934,CH,5,,,,,,7,8,9,
9,31942,CH,30,,,,,,7,9,8,
9,31951,CH,45,,,,,,5,7,7,
9,31957,CH,90,,,,,,8,6,8,
9,31977,CH,180,,,,,,9,9,8,
9,32090,CH,15,,,,,,8,4,5,
9,32099,CH,60,,,,,,8,7,10,
9,32142,CH,60,,,,,,7,7,5,
9,32227,CH,30,,,,,,9,8,8,
9,32232,CH,10,,,,,,5,3,2,
9,32262,CH,15,,,,,,4,4,5,
9,32274,CH,10,,,,,,5,5,6,
9,32324,CH,20,,,,,,8,7,7,
9,32329,CH,15,,,,,,7,8,8,
9,32335,CH,20,,,,,,6,4,8,
9,32421,CH,15,,,,,,8,8,8,
9,32451,CH,30,,,,,,8,8,7,
9,32455,CH,45,,,,,,8,7,7,
9,32468,CH,60,,,,,,10,8,8,
9,32479,CH,60,,,,,,5,4,9,
9,32491,CH,120,,,,,,88,88,5,
9,32494,CH,60,,,,,,10,10,10,
9,32495,CH,60,,,,,,7,7,6,
9,32505,CH,30,,,,,,6,88,8,
9,32515,CH,90,,,,,,8,5,7,
9,32516,CH,60,,,,,,7,5,7,
9,32537,CH,60,,,,,,8,6,10,
9,32539,CH,30,,,,,,8,9,7,
9,32581,CH,90,,,,,,9,9,9,
9,32645,CH,30,,,,,,7,7,5,
9,32682,CH,60,,,,,,8,10,9,
9,32783,CH,15,,,,,,7,8,9,
9,32784,CH,10,,,,,,9,9,7,
9,32792,CH,120,,,,,,7,9,9,
9,32830,CH,60,,,,,,8,7,5,
9,32843,CH,30,,,,,,9,6,8,
9,32856,CH,45,,,,,,2,3,5,
9,32865,CH,80,,,,,,8,8,8,
9,32895,CH,20,,,,,,7,4,4,
9,32908,CH,30,,,,,,8,7,6,
9,32943,CH,60,,,,,,7,3,5,
9,32953,CH,60,,,,,,8,7,8,
9,32965,CH,30,,,,,,88,10,9,
9,33002,CH,10,,,,,,5,7,3,
9,33018,CH,480,,,,,,7,8,2,
9,33108,CH,60,,,,,,6,6,6,
9,33116,CH,820,,,,,,9,8,10,
9,33136,CH,180,,,,,,4,88,6,
9,33213,CH,5,,,,,,6,88,88,
9,33215,CH,120,,,,,,10,88,7,
9,33337,CH,800,,,,,,5,6,6,
9,33352,CH,10,,,,,,8,7,8,
9,33398,CH,10,,,,,,6,3,3,
9,33436,CH,90,,,,,,5,5,6,
9,33452,CH,30,,,,,,9,7,7,
9,33461,CH,20,,,,,,8,9,8,
9,33472,CH,180,,,,,,7,4,7,
9,33480,CH,30,,,,,,6,7,7,
9,33482,CH,120,,,,,,7,7,6,
9,33519,CH,90,,,,,,8,7,9,
9,33543,CH,120,,,,,,5,6,3,
9,33558,CH,15,,,,,,9,9,10,
