cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,lrscale,prtvtcfr,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
FR,ESS1-8e01,1.0,12.12.2018,155379,ESS6e02_4,6,2.4,287,0.693927320845163,0.815681150942247,2.702677846,77,77,1,4,1,4,1,1,5,1,1,1,2,1,4,1,6,1,4,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,155380,ESS6e02_4,6,2.4,289,0.693927320845163,0.529362069853595,2.702677846,0,6,3,3,1,3,2,3,4,2,2,2,2,2,4,1,5,3,4,1,1,3,1
FR,ESS1-8e01,1.0,12.12.2018,155381,ESS6e02_4,6,2.4,293,2.77570928338065,3.18021499509029,2.702677846,6,14,2,3,1,3,3,3,5,1,4,2,3,3,3,1,4,2,3,2,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,155382,ESS6e02_4,6,2.4,294,2.08178190049355,2.70782511208151,2.702677846,5,12,1,4,1,3,2,3,6,2,2,3,1,1,6,1,2,3,6,1,2,1,3
FR,ESS1-8e01,1.0,12.12.2018,155383,ESS6e02_4,6,2.4,298,1.38785464169033,0.943305095236727,2.702677846,10,9,3,2,3,2,1,4,4,4,2,2,2,3,2,2,4,3,2,4,2,2,4
FR,ESS1-8e01,1.0,12.12.2018,155384,ESS6e02_4,6,2.4,299,1.38785464169033,1.6313623018845,2.702677846,5,15,1,6,1,2,1,4,6,1,1,1,2,1,5,1,5,1,5,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,155385,ESS6e02_4,6,2.4,302,0.617572744048466,0.725929692525271,2.702677846,5,66,1,6,3,5,2,5,5,1,1,2,3,1,6,1,6,1,1,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,155386,ESS6e02_4,6,2.4,304,0.617572744048466,0.419755425849727,2.702677846,5,7,4,5,1,3,3,3,4,3,2,4,4,2,4,2,5,2,5,1,2,2,4
FR,ESS1-8e01,1.0,12.12.2018,155387,ESS6e02_4,6,2.4,305,0.617572744048466,0.419755425849727,2.702677846,88,77,3,5,3,3,3,3,4,3,3,4,4,4,4,2,6,1,2,2,2,2,4
FR,ESS1-8e01,1.0,12.12.2018,155388,ESS6e02_4,6,2.4,309,0.617572744048466,0.489862207482411,2.702677846,6,66,2,5,2,5,5,5,4,4,3,3,3,2,5,3,4,3,2,3,2,5,2
FR,ESS1-8e01,1.0,12.12.2018,155389,ESS6e02_4,6,2.4,310,0.308786372024233,0.235557511755331,2.702677846,5,1,2,6,1,2,2,1,5,1,1,1,5,1,1,1,4,1,4,1,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,155390,ESS6e02_4,6,2.4,315,0.486404967760972,0.890463430765817,2.702677846,9,10,1,6,1,5,1,6,6,1,1,2,1,1,5,1,6,6,2,1,4,1,6
FR,ESS1-8e01,1.0,12.12.2018,155391,ESS6e02_4,6,2.4,317,0.486404967760972,0.586514260172547,2.702677846,5,10,4,6,2,2,2,5,3,2,2,1,4,1,5,2,5,2,5,2,1,2,6
FR,ESS1-8e01,1.0,12.12.2018,155392,ESS6e02_4,6,2.4,318,1.45921485979492,2.66418116412122,2.702677846,7,10,5,5,4,4,1,4,2,3,5,1,3,1,4,2,5,1,2,2,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,155393,ESS6e02_4,6,2.4,320,0.972809935521944,1.73588978477051,2.702677846,8,10,4,5,2,5,2,2,4,2,2,2,3,4,5,2,5,2,3,2,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,155394,ESS6e02_4,6,2.4,321,0.972809935521944,1.01136860033995,2.702677846,4,66,2,4,1,4,4,2,3,4,4,3,4,3,4,3,5,4,4,3,2,5,4
FR,ESS1-8e01,1.0,12.12.2018,155395,ESS6e02_4,6,2.4,322,0.486404967760972,0.505684300169973,2.702677846,7,10,4,5,1,4,4,5,5,1,4,1,1,3,4,2,6,4,3,1,3,3,1
FR,ESS1-8e01,1.0,12.12.2018,155396,ESS6e02_4,6,2.4,325,0.472317947683418,0.711971572523757,2.702677846,7,66,2,3,1,2,3,3,6,1,2,1,1,1,4,3,3,3,3,1,2,4,3
FR,ESS1-8e01,1.0,12.12.2018,155397,ESS6e02_4,6,2.4,326,0.944635895366835,1.42394314504751,2.702677846,7,66,2,6,3,4,3,1,3,2,1,2,1,1,5,2,3,1,6,2,2,2,5
FR,ESS1-8e01,1.0,12.12.2018,155398,ESS6e02_4,6,2.4,327,0.944635895366835,0.868428355613543,2.702677846,5,9,3,5,1,3,4,1,6,3,1,3,1,1,5,3,5,3,4,2,3,5,4
FR,ESS1-8e01,1.0,12.12.2018,155399,ESS6e02_4,6,2.4,328,0.944635895366835,1.72468169611623,2.702677846,5,66,4,6,1,3,5,4,5,1,2,3,2,2,5,3,3,3,5,3,3,6,4
FR,ESS1-8e01,1.0,12.12.2018,155400,ESS6e02_4,6,2.4,332,0.472317947683418,0.711971572523757,2.702677846,3,9,2,5,2,3,2,2,5,2,3,3,2,2,3,3,4,2,3,2,2,3,4
FR,ESS1-8e01,1.0,12.12.2018,155401,ESS6e02_4,6,2.4,335,0.944635895366835,1.14471979711895,2.702677846,4,12,4,4,2,5,5,4,6,2,5,4,5,4,6,3,4,5,4,3,5,5,3
FR,ESS1-8e01,1.0,12.12.2018,155402,ESS6e02_4,6,2.4,336,0.944586641164675,1.13899645713286,2.702677846,9,10,1,5,4,5,3,4,5,2,2,2,2,3,5,2,4,3,5,3,4,4,2
FR,ESS1-8e01,1.0,12.12.2018,155403,ESS6e02_4,6,2.4,337,0.472317947683418,0.569527924286926,2.702677846,7,77,5,5,1,5,2,4,5,3,4,5,1,2,5,2,5,3,5,2,2,2,1
FR,ESS1-8e01,1.0,12.12.2018,155404,ESS6e02_4,6,2.4,338,0.472317947683418,1.02661605087454,2.702677846,4,9,3,4,1,5,2,3,5,1,1,2,1,2,4,2,3,3,3,2,2,2,3
FR,ESS1-8e01,1.0,12.12.2018,155405,ESS6e02_4,6,2.4,339,0.944635895366835,1.13905584857385,2.702677846,5,66,2,6,1,6,6,6,4,1,1,1,3,1,6,4,6,4,6,1,2,1,6
FR,ESS1-8e01,1.0,12.12.2018,155406,ESS6e02_4,6,2.4,340,0.944635895366835,1.68561580347659,2.702677846,5,66,5,6,1,1,2,4,5,2,2,2,4,2,1,1,2,2,2,2,2,2,4
FR,ESS1-8e01,1.0,12.12.2018,155407,ESS6e02_4,6,2.4,341,0.472317947683418,0.864674269349007,2.702677846,88,66,2,6,1,4,2,4,1,1,1,2,4,1,4,4,5,4,6,3,2,6,4
FR,ESS1-8e01,1.0,12.12.2018,155408,ESS6e02_4,6,2.4,345,0.941886209676749,0.997053088848938,2.702677846,3,9,1,6,1,1,2,2,2,2,3,1,6,2,2,1,5,4,1,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,155409,ESS6e02_4,6,2.4,346,1.41282927240953,1.29885070831955,2.702677846,5,77,4,6,1,5,1,4,4,2,2,2,4,2,5,1,5,2,6,2,2,2,5
FR,ESS1-8e01,1.0,12.12.2018,155410,ESS6e02_4,6,2.4,347,0.470943104838374,0.86215733930572,2.702677846,5,66,1,6,1,1,1,2,3,2,4,4,4,2,2,1,6,5,4,1,2,6,5
FR,ESS1-8e01,1.0,12.12.2018,155411,ESS6e02_4,6,2.4,349,0.941886209676749,1.13574023714897,2.702677846,8,10,1,5,1,6,2,2,5,1,2,1,5,1,4,1,5,1,6,1,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,155412,ESS6e02_4,6,2.4,350,0.941886209676749,0.997053088848938,2.702677846,6,2,4,5,2,3,3,4,4,2,3,3,3,4,5,3,4,4,5,3,3,2,3
FR,ESS1-8e01,1.0,12.12.2018,155413,ESS6e02_4,6,2.4,352,0.470943104838374,0.86215733930572,2.702677846,10,10,2,5,3,5,2,3,3,3,1,2,1,3,5,2,5,1,3,3,1,3,3
FR,ESS1-8e01,1.0,12.12.2018,155414,ESS6e02_4,6,2.4,358,0.941886209676749,1.72431467861144,2.702677846,2,9,3,6,1,5,5,4,5,1,4,4,3,2,5,3,5,1,6,1,2,6,3
FR,ESS1-8e01,1.0,12.12.2018,155415,ESS6e02_4,6,2.4,359,0.941886209676749,1.72431467861144,2.702677846,5,9,1,5,3,3,3,5,5,3,3,4,5,3,3,3,5,3,5,3,3,3,5
FR,ESS1-8e01,1.0,12.12.2018,155416,ESS6e02_4,6,2.4,360,0.319224415898338,0.38492549321913,2.702677846,8,8,1,5,5,4,5,1,8,2,5,2,1,3,6,8,4,8,8,1,4,5,2
FR,ESS1-8e01,1.0,12.12.2018,155417,ESS6e02_4,6,2.4,363,0.638448831796676,0.788006151804835,2.702677846,7,8,3,6,4,6,4,5,5,3,1,3,3,4,6,1,4,4,5,3,3,5,4
FR,ESS1-8e01,1.0,12.12.2018,155418,ESS6e02_4,6,2.4,369,0.638448831796676,0.663754632662582,2.702677846,3,9,2,5,1,4,3,1,5,2,4,2,3,2,4,3,5,3,4,1,2,3,3
FR,ESS1-8e01,1.0,12.12.2018,155419,ESS6e02_4,6,2.4,375,0.956793907696259,1.70731065735823,2.702677846,7,2,3,2,2,3,4,2,4,4,4,3,4,4,5,3,4,4,4,4,4,4,4
FR,ESS1-8e01,1.0,12.12.2018,155420,ESS6e02_4,6,2.4,377,0.956793907696259,0.994717755140285,2.702677846,6,10,5,5,2,5,5,4,4,3,4,4,2,2,5,5,5,2,5,2,3,4,4
FR,ESS1-8e01,1.0,12.12.2018,155421,ESS6e02_4,6,2.4,378,0.956793907696259,1.75160625826858,2.702677846,5,9,4,4,1,1,1,1,2,2,2,2,2,2,2,2,6,2,2,2,2,2,6
FR,ESS1-8e01,1.0,12.12.2018,155422,ESS6e02_4,6,2.4,382,0.956793907696259,1.18199560804655,2.702677846,3,9,5,5,1,3,3,4,3,2,2,2,2,2,2,3,3,3,3,1,1,5,4
FR,ESS1-8e01,1.0,12.12.2018,155423,ESS6e02_4,6,2.4,384,1.43519081877237,3.11948749321519,2.702677846,7,2,1,3,1,2,4,1,5,1,1,2,1,1,3,2,1,4,2,1,1,4,2
FR,ESS1-8e01,1.0,12.12.2018,155424,ESS6e02_4,6,2.4,385,0.478396953848129,0.576858079280392,2.702677846,2,9,1,6,1,5,6,4,2,1,1,1,1,2,6,1,4,1,6,1,1,3,1
FR,ESS1-8e01,1.0,12.12.2018,155425,ESS6e02_4,6,2.4,387,1.43519081877237,1.31940825968098,2.702677846,10,11,2,5,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,155426,ESS6e02_4,6,2.4,390,0.956793907696259,1.70731065735823,2.702677846,5,9,5,5,4,4,3,5,5,4,2,3,3,5,4,4,6,1,5,4,1,2,2
FR,ESS1-8e01,1.0,12.12.2018,155427,ESS6e02_4,6,2.4,392,0.956793907696259,1.15945300541155,2.702677846,88,66,4,5,3,3,2,2,5,4,3,4,2,4,4,3,4,3,4,3,2,4,2
FR,ESS1-8e01,1.0,12.12.2018,155428,ESS6e02_4,6,2.4,393,0.478396953848129,0.568380128297959,2.702677846,7,2,1,2,2,5,2,2,1,2,2,2,2,2,2,2,2,2,5,5,5,5,2
FR,ESS1-8e01,1.0,12.12.2018,155429,ESS6e02_4,6,2.4,394,0.543033995808785,1.18032232101734,2.702677846,5,66,2,2,2,3,4,2,4,2,3,2,3,3,4,4,2,4,4,2,3,5,2
FR,ESS1-8e01,1.0,12.12.2018,155430,ESS6e02_4,6,2.4,395,0.543033995808785,0.968994180350162,2.702677846,9,10,4,6,4,5,1,4,1,1,1,3,4,3,5,1,1,1,6,2,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,155431,ESS6e02_4,6,2.4,401,0.92590718081702,0.851210561054788,2.702677846,4,13,1,6,1,4,3,1,6,1,1,1,1,1,6,2,4,2,3,3,1,5,3
FR,ESS1-8e01,1.0,12.12.2018,155432,ESS6e02_4,6,2.4,407,0.96858410775193,1.46004265495303,2.702677846,2,9,2,5,1,2,2,2,5,1,2,2,2,1,2,2,3,5,5,1,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,155433,ESS6e02_4,6,2.4,414,1.47448639181894,1.78679824848512,2.702677846,2,9,2,4,1,4,5,2,6,2,2,2,1,2,4,5,2,5,5,2,1,2,2
FR,ESS1-8e01,1.0,12.12.2018,155434,ESS6e02_4,6,2.4,419,0.983141753022174,1.04072499581827,2.702677846,10,10,1,4,2,1,5,1,6,3,5,1,1,2,2,4,2,2,5,1,3,5,1
FR,ESS1-8e01,1.0,12.12.2018,155435,ESS6e02_4,6,2.4,421,0.491570876511087,0.607272488261024,2.702677846,7,11,5,6,3,5,3,4,3,3,2,4,2,3,6,3,5,3,5,3,2,5,2
FR,ESS1-8e01,1.0,12.12.2018,155436,ESS6e02_4,6,2.4,429,1.91822316988791,1.7634724673242,2.702677846,0,66,4,2,2,2,2,2,2,2,2,2,2,2,4,2,5,2,4,2,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,155437,ESS6e02_4,6,2.4,430,0.479555792471977,0.877924619425485,2.702677846,10,66,1,6,1,1,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,155438,ESS6e02_4,6,2.4,431,0.458195210682384,0.838819720824075,2.702677846,9,10,3,6,1,6,1,4,2,2,1,4,1,1,5,1,6,1,1,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,155439,ESS6e02_4,6,2.4,433,0.916390421364767,1.67763944164815,2.702677846,6,66,3,1,1,3,1,1,4,3,1,4,1,1,4,3,6,1,1,1,3,1,3
FR,ESS1-8e01,1.0,12.12.2018,155440,ESS6e02_4,6,2.4,434,0.905703080495811,1.61614377902537,2.702677846,8,10,1,6,1,1,1,1,6,1,1,1,1,4,5,1,6,1,5,1,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,155441,ESS6e02_4,6,2.4,436,0.981422185924826,1.03890471257356,2.702677846,6,88,1,4,1,1,1,2,1,1,1,1,1,1,1,1,5,1,2,1,1,1,5
FR,ESS1-8e01,1.0,12.12.2018,155442,ESS6e02_4,6,2.4,437,1.47213323501425,1.77511989481593,2.702677846,88,77,1,5,3,4,2,1,4,1,2,1,1,1,5,1,5,1,6,1,1,4,1
FR,ESS1-8e01,1.0,12.12.2018,155443,ESS6e02_4,6,2.4,438,0.981422185924826,1.03890471257356,2.702677846,6,11,2,4,2,4,3,5,6,1,4,2,6,1,3,3,6,4,4,1,1,4,4
FR,ESS1-8e01,1.0,12.12.2018,155444,ESS6e02_4,6,2.4,439,1.04208482969103,1.10312040627779,2.702677846,5,2,2,5,2,5,2,5,2,2,2,4,2,5,5,2,5,2,5,3,2,5,3
FR,ESS1-8e01,1.0,12.12.2018,155445,ESS6e02_4,6,2.4,451,0.487233568214721,0.734455363065541,2.702677846,5,66,4,2,2,2,3,3,3,2,1,3,4,2,4,3,4,2,2,2,1,4,3
FR,ESS1-8e01,1.0,12.12.2018,155446,ESS6e02_4,6,2.4,452,1.46170066108209,2.96111635771825,2.702677846,2,2,3,5,4,6,1,4,5,1,1,1,1,1,2,1,6,1,2,1,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,155447,ESS6e02_4,6,2.4,454,0.49568524881702,0.629287199036915,2.702677846,7,66,3,4,2,3,2,1,5,2,4,1,2,2,4,3,3,2,4,1,5,6,1
FR,ESS1-8e01,1.0,12.12.2018,155448,ESS6e02_4,6,2.4,455,0.992129295047612,0.613419276687736,2.702677846,3,9,3,5,1,4,4,3,6,1,2,2,2,1,5,1,3,1,5,1,1,4,1
FR,ESS1-8e01,1.0,12.12.2018,155449,ESS6e02_4,6,2.4,456,0.992129295047612,0.602447273524757,2.702677846,3,9,2,6,1,4,2,5,6,1,1,4,5,1,4,1,5,1,4,1,1,1,6
FR,ESS1-8e01,1.0,12.12.2018,155450,ESS6e02_4,6,2.4,457,0.496064647523806,0.351109296220295,2.702677846,3,9,3,5,1,4,1,4,5,1,1,3,3,3,4,5,5,4,4,3,3,5,4
FR,ESS1-8e01,1.0,12.12.2018,155451,ESS6e02_4,6,2.4,459,0.496064647523806,0.528995635483422,2.702677846,8,10,2,4,1,1,3,1,4,1,2,1,1,3,4,5,1,3,5,1,2,6,3
FR,ESS1-8e01,1.0,12.12.2018,155452,ESS6e02_4,6,2.4,460,0.496064647523806,0.349372045766076,2.702677846,5,66,1,5,1,2,1,1,6,1,1,5,1,1,6,1,1,1,3,1,1,5,1
FR,ESS1-8e01,1.0,12.12.2018,155453,ESS6e02_4,6,2.4,461,0.496064647523806,0.872843569903958,2.702677846,5,9,5,4,1,5,5,4,6,1,4,4,1,4,5,2,5,5,5,4,4,5,3
FR,ESS1-8e01,1.0,12.12.2018,155454,ESS6e02_4,6,2.4,464,0.943874678822345,0.583584141358598,2.702677846,7,9,5,4,3,4,2,4,3,3,4,2,3,5,5,2,5,2,4,2,4,4,3
FR,ESS1-8e01,1.0,12.12.2018,155455,ESS6e02_4,6,2.4,465,0.943874678822345,0.831020699493396,2.702677846,6,66,3,5,2,3,2,4,5,3,3,4,5,1,4,2,5,3,5,3,3,4,4
FR,ESS1-8e01,1.0,12.12.2018,155456,ESS6e02_4,6,2.4,468,0.471937339411172,0.332379488372164,2.702677846,3,2,3,5,2,2,2,2,6,2,2,2,2,2,2,2,3,2,3,2,2,4,3
FR,ESS1-8e01,1.0,12.12.2018,155457,ESS6e02_4,6,2.4,470,0.471937339411172,0.504628445768721,2.702677846,5,1,4,4,1,4,2,1,4,1,3,3,5,1,4,1,4,2,5,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,155458,ESS6e02_4,6,2.4,474,1.00650198119903,0.611174750506205,2.702677846,5,66,1,5,3,2,5,1,2,2,2,2,1,4,4,5,2,3,2,3,4,5,4
FR,ESS1-8e01,1.0,12.12.2018,155459,ESS6e02_4,6,2.4,475,0.503250990599515,0.354433296138321,2.702677846,3,9,1,6,1,6,1,1,6,2,5,1,1,2,6,4,6,2,6,1,2,2,1
FR,ESS1-8e01,1.0,12.12.2018,155460,ESS6e02_4,6,2.4,476,2.01300396239806,3.54195279494497,2.702677846,8,10,1,6,2,4,1,6,2,2,1,4,1,1,5,1,5,1,1,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,155461,ESS6e02_4,6,2.4,477,0.503250990599515,0.937995438030244,2.702677846,5,66,6,6,6,3,4,6,6,3,6,2,2,3,4,5,6,6,5,6,4,6,4
FR,ESS1-8e01,1.0,12.12.2018,155462,ESS6e02_4,6,2.4,479,1.00650198119903,0.708866592276642,2.702677846,3,9,2,6,3,5,2,4,4,4,1,5,5,2,5,1,5,4,4,2,2,2,5
FR,ESS1-8e01,1.0,12.12.2018,155463,ESS6e02_4,6,2.4,480,0.503250990599515,0.524503136520542,2.702677846,7,10,3,4,3,4,4,4,5,4,2,2,2,4,5,3,5,3,2,3,4,3,4
FR,ESS1-8e01,1.0,12.12.2018,155464,ESS6e02_4,6,2.4,487,0.968621881740683,0.697730699576013,2.702677846,2,9,3,4,1,4,4,1,5,1,1,2,2,4,5,1,3,3,5,2,1,5,5
FR,ESS1-8e01,1.0,12.12.2018,155465,ESS6e02_4,6,2.4,489,0.968621881740683,0.852143087775654,2.702677846,6,66,4,6,2,2,2,4,4,2,2,4,2,3,4,2,5,2,5,2,2,5,5
FR,ESS1-8e01,1.0,12.12.2018,155466,ESS6e02_4,6,2.4,492,0.484310940870342,0.517454790499121,2.702677846,88,77,4,5,2,2,1,3,3,3,1,1,1,1,1,1,6,3,3,1,2,1,2
FR,ESS1-8e01,1.0,12.12.2018,155467,ESS6e02_4,6,2.4,493,0.484310940870342,0.348865349788007,2.702677846,5,9,3,6,1,6,1,4,4,3,1,1,1,1,1,1,6,1,1,1,1,4,1
FR,ESS1-8e01,1.0,12.12.2018,155468,ESS6e02_4,6,2.4,494,0.968621881740683,0.697730699576013,2.702677846,8,10,3,5,2,5,2,2,2,2,2,2,4,2,5,2,5,2,5,2,2,2,4
FR,ESS1-8e01,1.0,12.12.2018,155469,ESS6e02_4,6,2.4,495,1.93724376348137,2.4574682622545,2.702677846,2,9,4,5,1,5,3,2,3,2,2,2,2,2,5,2,3,5,4,2,2,4,2
FR,ESS1-8e01,1.0,12.12.2018,155470,ESS6e02_4,6,2.4,498,0.484310940870342,0.901988730693778,2.702677846,8,10,2,5,1,5,4,4,5,1,1,4,3,2,4,2,5,2,3,1,2,2,4
FR,ESS1-8e01,1.0,12.12.2018,155471,ESS6e02_4,6,2.4,499,0.968621881740683,1.00873820740227,2.702677846,5,9,2,6,6,5,5,5,5,5,2,2,3,2,2,2,6,3,5,3,2,2,3
FR,ESS1-8e01,1.0,12.12.2018,155472,ESS6e02_4,6,2.4,502,1.45293277931025,1.04754582021626,2.702677846,5,10,4,5,1,4,5,3,4,3,2,2,4,4,5,4,4,3,4,2,3,5,3
FR,ESS1-8e01,1.0,12.12.2018,155473,ESS6e02_4,6,2.4,503,0.968621881740683,1.03490958099824,2.702677846,2,9,6,6,1,4,3,5,5,3,1,5,3,3,4,7,7,4,5,1,3,4,3
FR,ESS1-8e01,1.0,12.12.2018,155474,ESS6e02_4,6,2.4,505,1.00066163851304,0.553685534183609,2.702677846,3,12,2,5,2,3,2,3,5,2,2,3,4,1,4,4,5,2,4,1,1,3,2
FR,ESS1-8e01,1.0,12.12.2018,155475,ESS6e02_4,6,2.4,508,1.00066163851304,0.626145256210521,2.702677846,6,10,3,5,2,5,5,3,4,2,2,3,4,3,5,4,5,4,5,3,4,4,5
FR,ESS1-8e01,1.0,12.12.2018,155476,ESS6e02_4,6,2.4,509,0.500330819256519,0.551292034195595,2.702677846,3,9,3,5,3,3,3,4,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3
FR,ESS1-8e01,1.0,12.12.2018,155477,ESS6e02_4,6,2.4,512,1.00066163851304,0.726230024510201,2.702677846,0,9,5,6,1,5,5,6,5,2,2,3,3,3,5,3,6,5,5,2,2,5,2
FR,ESS1-8e01,1.0,12.12.2018,155478,ESS6e02_4,6,2.4,514,0.500330819256519,0.551292034195595,2.702677846,5,11,1,6,3,4,1,2,4,4,1,4,1,2,4,3,5,4,5,1,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,155479,ESS6e02_4,6,2.4,515,1.00066163851304,1.09960862060538,2.702677846,2,9,3,5,1,3,4,4,5,2,2,3,4,1,6,3,3,4,5,1,4,5,4
FR,ESS1-8e01,1.0,12.12.2018,155480,ESS6e02_4,6,2.4,516,1.00066163851304,0.626145256210521,2.702677846,7,10,3,2,2,5,2,3,3,2,1,3,3,3,4,3,6,1,3,2,3,3,4
FR,ESS1-8e01,1.0,12.12.2018,155481,ESS6e02_4,6,2.4,519,1.28260172924776,0.81718058731381,2.702677846,5,66,1,2,1,1,1,1,1,1,5,2,1,4,2,1,6,1,2,4,1,2,2
FR,ESS1-8e01,1.0,12.12.2018,155482,ESS6e02_4,6,2.4,522,1.28260172924776,0.709688466381748,2.702677846,8,8,3,5,3,4,2,3,3,2,2,3,3,2,4,3,4,3,6,3,3,3,3
FR,ESS1-8e01,1.0,12.12.2018,155483,ESS6e02_4,6,2.4,523,0.641300864623882,0.70662058898401,2.702677846,3,9,6,6,2,5,1,5,3,5,4,3,3,3,6,2,2,1,4,1,3,6,3
FR,ESS1-8e01,1.0,12.12.2018,155484,ESS6e02_4,6,2.4,526,1.28260172924776,0.802563981136797,2.702677846,3,66,1,5,1,1,1,1,5,2,3,1,1,1,3,2,3,1,2,2,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,155485,ESS6e02_4,6,2.4,528,1.28260172924776,0.709688466381748,2.702677846,3,6,1,5,1,2,5,3,5,2,2,1,2,3,5,2,2,3,4,3,2,3,3
FR,ESS1-8e01,1.0,12.12.2018,155486,ESS6e02_4,6,2.4,529,1.28260172924776,0.709688466381748,2.702677846,5,10,2,1,1,1,3,1,2,1,1,1,1,3,2,1,2,1,3,2,1,2,2
FR,ESS1-8e01,1.0,12.12.2018,155487,ESS6e02_4,6,2.4,533,1.28260172924776,0.802563981136797,2.702677846,7,10,2,6,3,2,2,2,1,1,2,3,2,1,3,1,2,1,4,1,1,6,5
FR,ESS1-8e01,1.0,12.12.2018,155488,ESS6e02_4,6,2.4,534,1.28260172924776,1.37750234287661,2.702677846,9,2,2,5,1,5,1,1,6,1,1,1,2,1,3,1,6,1,2,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,155489,ESS6e02_4,6,2.4,535,0.641300864623882,0.70662058898401,2.702677846,8,10,5,6,2,6,1,6,1,4,1,6,5,3,6,2,6,1,5,1,2,1,5
FR,ESS1-8e01,1.0,12.12.2018,155490,ESS6e02_4,6,2.4,538,1.28260172924776,1.74248899271363,2.702677846,5,66,3,1,3,2,1,3,6,2,2,1,1,2,4,1,3,2,4,1,3,3,1
FR,ESS1-8e01,1.0,12.12.2018,155491,ESS6e02_4,6,2.4,541,1.28260172924776,0.709688466381748,2.702677846,3,9,2,4,1,3,1,1,5,4,1,3,1,1,6,3,6,1,4,1,3,2,3
FR,ESS1-8e01,1.0,12.12.2018,155492,ESS6e02_4,6,2.4,542,0.680496131852175,0.493869959128709,2.702677846,4,9,4,6,1,5,5,3,5,1,4,3,2,1,5,3,5,4,5,1,1,4,3
FR,ESS1-8e01,1.0,12.12.2018,155493,ESS6e02_4,6,2.4,544,2.04148833471543,2.19253950770446,2.702677846,10,66,2,6,1,5,5,6,5,2,5,1,2,4,2,1,4,2,5,1,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,155494,ESS6e02_4,6,2.4,545,1.36099226370435,0.867125337524501,2.702677846,5,2,2,5,2,2,3,1,4,3,3,2,3,2,3,4,3,3,2,2,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,155495,ESS6e02_4,6,2.4,547,1.36099226370435,0.867125337524501,2.702677846,8,2,1,1,2,1,2,2,5,2,5,1,2,1,3,3,3,2,5,2,3,6,1
FR,ESS1-8e01,1.0,12.12.2018,155496,ESS6e02_4,6,2.4,548,2.7219845274087,1.734250675049,2.702677846,5,66,5,5,6,6,4,1,4,4,5,1,3,3,1,1,1,1,5,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,155497,ESS6e02_4,6,2.4,549,0.680496131852175,0.890236993596214,2.702677846,5,66,3,5,4,2,1,2,6,2,1,2,3,1,3,1,1,1,3,1,5,6,1
FR,ESS1-8e01,1.0,12.12.2018,155498,ESS6e02_4,6,2.4,550,1.36099226370435,0.987739918257418,2.702677846,7,10,3,5,1,4,3,5,3,3,1,3,4,1,4,4,6,2,3,3,2,3,4
FR,ESS1-8e01,1.0,12.12.2018,155499,ESS6e02_4,6,2.4,551,1.36099226370435,1.78047398719243,2.702677846,6,10,5,5,3,5,4,5,5,4,4,4,3,4,5,5,5,3,5,3,3,3,2
FR,ESS1-8e01,1.0,12.12.2018,155500,ESS6e02_4,6,2.4,554,0.680496131852175,0.42580769405931,2.702677846,3,9,1,6,3,5,5,1,5,1,2,2,1,1,5,1,1,6,5,1,1,5,1
FR,ESS1-8e01,1.0,12.12.2018,155501,ESS6e02_4,6,2.4,559,1.36099226370435,1.01103349308038,2.702677846,5,9,1,5,2,4,3,1,3,1,2,1,3,1,5,5,5,2,5,2,2,3,3
FR,ESS1-8e01,1.0,12.12.2018,155502,ESS6e02_4,6,2.4,560,0.680496131852175,0.493869959128709,2.702677846,6,12,1,5,1,4,1,1,3,1,2,2,1,1,4,3,5,2,4,1,2,2,3
