essround,idno,cntry,prtvede1,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,agea,domicil,eduyrs,mainact,hincsrca,hinctnta,hincfel,iincsrc,
9,48148,AT,,,,,,30,2,13,66,1,3,3,9,
9,48172,AT,,,,,,70,1,13,66,4,1,2,66,
9,48182,AT,,,,,,39,4,22,8,7,1,2,7,
9,48206,AT,,,,,,49,2,15,66,1,10,1,1,
9,48251,AT,,,,,,50,3,12,66,1,5,1,1,
9,48266,AT,,,,,,50,4,8,66,1,8,3,1,
9,48291,AT,,,,,,75,5,11,66,4,3,2,4,
9,48307,AT,,,,,,57,4,9,1,1,3,2,1,
9,48324,AT,,,,,,67,2,12,66,4,5,1,4,
9,48364,AT,,,,,,44,4,10,66,1,4,2,1,
9,48395,AT,,,,,,52,4,19,1,4,5,1,1,
9,48431,AT,,,,,,51,4,16,66,1,10,2,66,
9,48464,AT,,,,,,65,2,11,66,3,3,2,3,
9,48466,AT,,,,,,28,4,12,66,1,2,1,66,
9,48484,AT,,,,,,40,4,12,1,1,8,2,1,
9,48535,AT,,,,,,75,2,11,6,4,4,1,66,
9,48554,AT,,,,,,21,3,12,1,1,3,2,66,
9,48571,AT,,,,,,21,1,12,66,1,8,1,1,
9,48581,AT,,,,,,22,3,13,66,1,2,2,66,
9,48618,AT,,,,,,79,5,8,66,4,2,2,4,
9,48622,AT,,,,,,48,4,9,1,1,2,3,1,
9,16,BE,,,,,,71,2,21,6,4,4,1,4,
9,19,BE,,,,,,25,4,15,66,1,5,2,1,
9,23,BE,,,,,,55,4,9,66,1,9,2,1,
9,40,BE,,,,,,24,4,18,66,1,3,2,1,
9,64,BE,,,,,,62,3,15,66,2,6,1,66,
9,156,BE,,,,,,85,3,15,66,4,2,2,66,
9,162,BE,,,,,,38,4,14,66,1,7,2,1,
9,193,BE,,,,,,28,1,15,66,1,6,1,1,
9,278,BE,,,,,,54,3,8,66,1,2,3,5,
9,291,BE,,,,,,34,1,2,66,1,88,2,1,
9,304,BE,,,,,,37,5,15,8,1,6,2,1,
9,305,BE,,,,,,67,4,10,66,4,5,2,4,
9,342,BE,,,,,,37,4,17,66,2,6,2,2,
9,374,BE,,,,,,45,4,10,66,6,2,3,6,
9,411,BE,,,,,,16,2,10,66,6,88,1,9,
9,449,BE,,,,,,38,5,20,66,1,9,1,1,
9,457,BE,,,,,,46,3,11,66,1,4,3,8,
9,494,BE,,,,,,25,5,17,66,3,10,1,1,
9,565,BE,,,,,,65,5,12,66,4,7,1,4,
9,582,BE,,,,,,45,2,16,3,6,4,3,5,
9,586,BE,,,,,,28,3,17,66,1,7,1,1,
9,635,BE,,,,,,37,4,16,66,1,7,2,1,
9,636,BE,,,,,,20,3,14,66,1,6,2,9,
9,648,BE,,,,,,43,4,15,66,2,9,1,2,
9,665,BE,,,,,,47,1,14,66,4,1,3,4,
9,677,BE,,,,,,22,4,16,66,2,9,3,1,
9,717,BE,,,,,,71,4,8,66,4,4,2,4,
9,733,BE,,,,,,22,5,17,66,3,88,2,9,
9,744,BE,,,,,,20,4,14,66,1,9,1,9,
9,748,BE,,,,,,35,4,17,1,1,10,1,1,
9,782,BE,,,,,,30,4,14,1,1,6,1,1,
9,787,BE,,,,,,28,3,20,66,1,7,1,1,
9,799,BE,,,,,,27,1,13,66,1,6,2,1,
9,832,BE,,,,,,63,4,12,66,4,5,1,6,
9,879,BE,,,,,,61,3,20,66,1,5,2,1,
9,902,BE,,,,,,63,2,15,66,6,77,3,6,
9,914,BE,,,,,,74,4,88,66,4,5,2,4,
9,934,BE,,,,,,18,3,15,66,1,7,1,1,
9,1025,BE,,,,,,30,3,12,66,1,3,2,66,
9,1044,BE,,,,,,67,3,16,66,4,4,3,66,
9,1053,BE,,,,,,69,4,10,66,4,8,1,4,
9,1062,BE,,,,,,35,5,15,66,3,4,3,6,
9,1088,BE,,,,,,36,4,15,66,1,7,3,1,
9,1096,BE,,,,,,41,4,16,66,6,3,3,6,
9,1107,BE,,,,,,24,3,14,66,1,8,1,1,
9,1140,BE,,,,,,49,3,17,1,1,6,1,1,
9,1170,BE,,,,,,50,3,12,1,1,4,3,1,
9,1193,BE,,,,,,47,3,14,1,1,9,2,1,
9,1248,BE,,,,,,19,3,12,2,1,88,1,1,
9,1272,BE,,,,,,56,4,16,66,1,10,1,9,
9,1285,BE,,,,,,21,4,14,66,1,2,1,8,
9,1286,BE,,,,,,86,4,13,66,4,2,2,66,
9,1325,BE,,,,,,17,4,11,66,2,88,1,9,
9,1338,BE,,,,,,36,1,17,1,1,5,1,1,
9,1370,BE,,,,,,32,1,19,2,5,4,2,66,
9,1388,BE,,,,,,49,4,10,66,1,3,2,66,
9,1436,BE,,,,,,53,4,12,5,1,6,1,6,
9,1483,BE,,,,,,49,4,13,66,1,9,1,1,
9,1525,BE,,,,,,72,4,12,66,4,6,2,4,
9,1547,BE,,,,,,56,4,20,66,1,7,2,5,
9,1548,BE,,,,,,68,2,14,66,4,7,2,66,
9,1590,BE,,,,,,79,3,12,66,4,8,1,4,
9,1625,BE,,,,,,59,4,12,66,4,4,1,9,
9,1674,BE,,,,,,23,4,17,66,1,88,1,9,
9,1735,BE,,,,,,37,3,19,66,1,5,2,1,
9,1772,BE,,,,,,88,3,20,66,4,4,2,4,
9,1862,BE,,,,,,35,3,16,66,1,7,1,2,
9,1867,BE,,,,,,31,4,17,66,2,77,1,2,
9,1868,BE,,,,,,35,2,13,66,1,6,2,5,
9,1879,BE,,,,,,28,4,17,1,6,9,2,1,
9,1893,BE,,,,,,60,1,18,1,2,6,1,66,
9,1905,BE,,,,,,17,4,11,66,1,4,1,9,
9,1914,BE,,,,,,30,1,14,66,1,88,2,1,
9,1964,BE,,,,,,19,2,14,66,1,5,2,9,
9,1985,BE,,,,,,85,1,12,66,4,4,2,4,
9,1986,BE,,,,,,83,3,18,66,4,7,2,4,
9,1999,BE,,,,,,26,1,17,66,1,7,1,1,
9,2001,BE,,,,,,15,4,9,66,88,88,2,9,
9,2002,BE,,,,,,52,4,10,1,1,7,2,1,
9,2006,BE,,,,,,46,4,19,66,1,7,2,1,
9,2007,BE,,,,,,22,4,13,66,1,8,1,1,
9,2014,BE,,,,,,41,4,12,1,1,6,2,1,
9,2102,BE,,,,,,85,2,12,6,4,3,3,4,
9,2105,BE,,,,,,47,4,13,66,1,5,2,1,
9,2109,BE,,,,,,61,3,19,66,6,3,3,6,
9,2119,BE,,,,,,36,3,10,66,1,8,3,1,
9,2137,BE,,,,,,90,5,16,66,4,2,2,66,
9,2141,BE,,,,,,20,3,14,2,1,8,1,1,
9,2225,BE,,,,,,27,3,15,66,2,10,1,2,
9,2307,BE,,,,,,19,3,16,66,1,8,2,9,
9,2405,BE,,,,,,37,3,14,66,4,3,3,6,
9,2465,BE,,,,,,71,4,16,66,4,7,1,7,
9,2466,BE,,,,,,65,4,14,8,4,7,1,4,
9,2472,BE,,,,,,65,4,18,8,1,7,1,1,
9,2529,BE,,,,,,66,4,12,66,4,6,2,4,
9,2547,BE,,,,,,22,4,15,66,1,9,2,1,
9,2603,BE,,,,,,31,4,13,1,2,3,3,2,
9,2622,BE,,,,,,78,4,6,66,4,4,2,4,
9,2624,BE,,,,,,29,3,17,1,1,4,1,66,
9,2653,BE,,,,,,45,3,12,1,1,5,2,1,
9,2665,BE,,,,,,30,1,12,1,1,7,2,1,
9,2694,BE,,,,,,34,4,8,66,1,7,2,1,
9,2716,BE,,,,,,37,3,17,66,1,6,2,1,
9,2752,BE,,,,,,43,3,13,8,1,7,2,1,
9,2762,BE,,,,,,49,4,12,1,1,5,2,1,
9,2776,BE,,,,,,74,3,12,66,4,88,3,4,
9,2805,BE,,,,,,43,1,15,66,1,5,3,1,
9,2818,BE,,,,,,69,4,14,66,4,77,2,4,
9,2859,BE,,,,,,53,3,4,2,6,2,3,9,
9,2862,BE,,,,,,46,3,18,66,1,9,1,1,
9,2870,BE,,,,,,74,3,12,66,4,77,1,4,
9,2888,BE,,,,,,63,1,12,66,5,1,1,5,
9,2890,BE,,,,,,53,3,14,66,1,6,2,1,
9,2891,BE,,,,,,63,1,7,66,5,2,3,5,
9,2920,BE,,,,,,87,4,12,8,4,2,2,66,
9,2973,BE,,,,,,15,2,9,66,1,8,1,9,
9,3020,BE,,,,,,54,3,15,1,1,8,1,1,
9,3024,BE,,,,,,49,4,16,66,1,5,3,1,
9,3035,BE,,,,,,39,4,17,66,3,4,3,2,
9,3104,BE,,,,,,54,4,15,66,1,7,2,1,
9,3112,BE,,,,,,65,4,4,66,4,6,2,4,
9,3157,BE,,,,,,24,4,14,1,2,5,1,2,
9,3172,BE,,,,,,41,4,17,8,1,10,2,1,
9,3200,BE,,,,,,66,4,14,66,4,77,1,4,
9,3208,BE,,,,,,48,3,88,66,4,2,3,4,
9,3211,BE,,,,,,54,1,12,66,6,3,2,66,
9,3242,BE,,,,,,44,5,12,66,1,6,1,1,
9,3268,BE,,,,,,65,4,9,66,4,6,1,4,
9,3276,BE,,,,,,34,1,6,66,1,9,2,1,
9,3311,BE,,,,,,65,2,12,66,4,6,1,4,
9,3319,BE,,,,,,62,2,17,66,4,7,4,4,
9,3343,BE,,,,,,26,3,17,66,1,8,2,1,
9,3374,BE,,,,,,56,3,1,66,1,8,1,9,
9,3390,BE,,,,,,39,3,16,66,1,9,2,1,
9,3413,BE,,,,,,59,3,16,1,1,8,1,1,
9,3416,BE,,,,,,20,4,12,66,1,6,1,1,
9,3421,BE,,,,,,23,3,12,66,5,1,3,66,
9,3429,BE,,,,,,70,4,15,66,4,5,3,4,
9,3444,BE,,,,,,25,5,17,66,3,88,1,3,
9,3455,BE,,,,,,50,4,12,66,1,5,1,1,
9,3483,BE,,,,,,53,4,8,66,6,4,3,6,
9,3487,BE,,,,,,59,4,15,66,4,5,2,4,
9,3489,BE,,,,,,48,5,13,1,2,4,2,2,
9,3504,BE,,,,,,57,4,15,1,1,9,1,1,
9,3529,BE,,,,,,53,4,12,66,3,7,3,3,
9,3592,BE,,,,,,42,3,16,66,2,6,2,5,
9,3596,BE,,,,,,46,3,12,66,1,5,2,1,
9,3600,BE,,,,,,69,1,16,66,7,10,1,4,
9,3623,BE,,,,,,23,3,17,66,4,6,3,9,
9,3701,BE,,,,,,52,3,22,1,1,6,1,66,
9,3710,BE,,,,,,54,3,14,66,1,6,1,1,
9,3753,BE,,,,,,75,2,8,6,4,3,3,4,
9,3755,BE,,,,,,64,4,88,66,8,2,2,8,
9,3759,BE,,,,,,63,3,10,66,4,1,3,66,
9,3770,BE,,,,,,23,4,16,66,1,8,1,1,
9,3808,BE,,,,,,34,3,14,66,1,7,4,1,
9,3835,BE,,,,,,57,4,15,1,1,6,1,1,
9,3873,BE,,,,,,68,4,12,66,4,2,2,66,
9,3901,BE,,,,,,46,2,20,1,2,5,2,2,
9,3920,BE,,,,,,56,1,9,8,4,3,2,4,
9,3966,BE,,,,,,37,4,17,1,1,8,2,1,
9,4035,BE,,,,,,19,3,15,66,1,6,2,9,
9,4047,BE,,,,,,20,3,14,66,4,4,2,9,
9,4076,BE,,,,,,70,4,13,66,4,4,4,4,
9,4090,BE,,,,,,55,2,15,8,4,5,4,4,
9,4096,BE,,,,,,41,3,22,66,1,8,2,1,
9,4100,BE,,,,,,34,1,10,1,1,3,4,66,
9,4118,BE,,,,,,27,4,12,1,1,6,2,1,
9,4132,BE,,,,,,67,2,12,66,4,9,2,7,
9,4193,BE,,,,,,42,1,21,66,1,10,2,1,
9,4207,BE,,,,,,20,4,14,66,1,10,1,9,
9,4210,BE,,,,,,23,4,14,66,1,88,1,1,
9,4267,BE,,,,,,60,4,14,66,1,10,1,1,
9,4288,BE,,,,,,39,1,13,66,2,8,1,2,
9,4376,BE,,,,,,55,2,20,66,1,4,3,5,
9,4384,BE,,,,,,71,3,12,66,4,4,1,4,
9,4458,BE,,,,,,46,4,26,8,1,3,2,2,
9,4491,BE,,,,,,71,1,14,5,4,9,3,66,
9,4535,BE,,,,,,22,2,16,66,1,2,2,9,
9,4548,BE,,,,,,43,4,17,66,1,6,2,1,
9,4549,BE,,,,,,54,1,15,66,1,5,2,1,
9,4573,BE,,,,,,63,1,20,66,2,6,1,2,
9,4581,BE,,,,,,64,3,12,66,4,4,3,9,
9,4600,BE,,,,,,29,3,15,66,1,4,1,1,
9,4710,BE,,,,,,33,2,19,66,1,9,1,1,
9,4761,BE,,,,,,84,2,15,66,4,10,1,4,
9,4764,BE,,,,,,63,2,12,66,1,10,1,1,
9,4780,BE,,,,,,68,4,16,1,4,9,1,66,
9,4785,BE,,,,,,66,4,12,66,4,2,2,4,
9,4799,BE,,,,,,48,1,19,66,2,8,1,2,
9,4823,BE,,,,,,38,1,18,66,1,7,2,1,
9,4824,BE,,,,,,19,2,13,66,2,10,1,9,
9,4838,BE,,,,,,46,2,18,66,1,10,1,1,
9,4855,BE,,,,,,80,4,13,6,4,2,1,66,
9,4932,BE,,,,,,58,5,14,66,1,7,2,1,
9,5017,BE,,,,,,19,4,13,66,1,2,3,9,
9,5029,BE,,,,,,21,4,15,66,1,10,1,1,
9,5075,BE,,,,,,63,4,12,66,1,88,2,4,
9,5100,BE,,,,,,31,4,14,66,1,4,2,66,
9,5119,BE,,,,,,57,4,15,66,1,7,2,1,
9,5139,BE,,,,,,59,4,12,66,4,8,1,4,
9,5146,BE,,,,,,25,5,18,1,1,6,2,1,
9,5191,BE,,,,,,87,4,6,66,4,3,1,4,
9,5193,BE,,,,,,53,4,17,66,1,2,2,6,
9,5212,BE,,,,,,37,3,16,66,1,8,2,1,
9,5274,BE,,,,,,74,4,11,66,4,7,1,4,
9,5287,BE,,,,,,34,3,12,66,1,7,2,1,
9,5296,BE,,,,,,22,4,16,66,5,88,2,5,
9,5325,BE,,,,,,49,4,12,66,1,9,1,1,
9,5335,BE,,,,,,39,1,10,66,1,6,1,1,
9,5366,BE,,,,,,44,5,15,66,1,8,1,1,
9,5408,BE,,,,,,70,3,8,66,4,1,3,66,
9,5422,BE,,,,,,63,3,11,8,4,5,3,4,
9,5502,BE,,,,,,86,4,12,66,4,2,1,4,
9,5508,BE,,,,,,39,4,15,66,1,8,2,1,
9,5515,BE,,,,,,86,4,8,66,4,6,1,4,
9,5551,BE,,,,,,23,4,14,66,1,2,1,5,
9,5584,BE,,,,,,52,4,15,66,1,8,2,2,
9,5589,BE,,,,,,75,4,13,8,1,77,1,4,
9,5643,BE,,,,,,22,4,13,66,1,3,2,1,
9,5664,BE,,,,,,80,5,8,6,4,5,1,4,
9,5709,BE,,,,,,70,4,12,66,4,4,3,4,
9,5729,BE,,,,,,71,4,7,66,4,5,1,4,
9,5771,BE,,,,,,36,4,15,66,1,8,1,1,
9,5774,BE,,,,,,24,4,18,2,1,88,1,1,
9,5806,BE,,,,,,53,4,12,66,1,6,2,1,
9,5841,BE,,,,,,44,3,15,1,1,8,1,1,
9,5875,BE,,,,,,56,1,14,66,5,4,4,5,
9,5922,BE,,,,,,44,3,15,66,1,4,1,66,
9,5925,BE,,,,,,50,2,15,66,1,6,2,66,
9,5943,BE,,,,,,20,3,14,66,1,8,1,9,
9,5949,BE,,,,,,17,3,11,2,1,88,1,9,
9,5961,BE,,,,,,23,4,16,66,2,10,1,2,
9,6000,BE,,,,,,31,4,18,66,1,7,2,1,
9,6009,BE,,,,,,50,1,16,66,1,7,3,1,
9,6058,BE,,,,,,49,2,10,66,1,5,2,66,
9,6062,BE,,,,,,46,3,12,8,1,7,2,1,
9,6092,BE,,,,,,22,4,15,66,1,7,3,9,
9,6094,BE,,,,,,31,4,16,66,1,5,2,1,
9,6175,BE,,,,,,62,3,8,66,4,4,3,4,
9,6177,BE,,,,,,28,4,14,66,1,10,1,1,
9,6184,BE,,,,,,50,4,13,1,1,7,2,1,
9,6270,BE,,,,,,58,4,15,66,1,10,1,2,
9,6279,BE,,,,,,59,4,16,66,1,7,1,1,
9,6370,BE,,,,,,53,4,7,66,1,6,2,1,
9,6378,BE,,,,,,72,4,12,88,7,10,1,7,
9,6383,BE,,,,,,66,1,18,66,1,7,1,1,
9,6438,BE,,,,,,73,4,8,66,4,1,3,66,
9,6445,BE,,,,,,18,4,12,66,1,7,1,9,
9,6489,BE,,,,,,55,4,12,66,1,9,1,1,
9,6546,BE,,,,,,34,4,12,1,1,8,2,1,
9,6549,BE,,,,,,76,3,23,6,4,7,1,4,
9,6580,BE,,,,,,84,4,12,66,4,2,2,66,
9,6603,BE,,,,,,38,4,12,66,1,7,2,1,
9,6617,BE,,,,,,66,4,9,6,4,6,1,4,
9,6655,BE,,,,,,52,4,19,66,2,7,2,2,
9,6743,BE,,,,,,31,2,15,66,1,8,1,1,
9,6771,BE,,,,,,75,4,7,66,4,2,3,4,
9,6850,BE,,,,,,50,4,8,66,1,1,2,1,
9,6962,BE,,,,,,28,3,18,66,1,2,3,66,
9,6964,BE,,,,,,64,4,12,66,4,4,3,9,
9,6980,BE,,,,,,55,4,15,66,1,8,2,1,
9,6983,BE,,,,,,20,1,14,66,1,88,2,1,
9,7002,BE,,,,,,49,3,9,66,1,6,2,1,
9,7047,BE,,,,,,49,5,16,5,1,5,2,1,
9,7077,BE,,,,,,65,4,7,66,4,10,3,4,
9,7101,BE,,,,,,66,4,8,66,88,88,1,4,
9,7138,BE,,,,,,90,3,14,66,2,4,2,66,
9,7185,BE,,,,,,24,5,13,66,1,7,2,1,
9,7222,BE,,,,,,32,4,14,66,6,2,3,6,
9,7253,BE,,,,,,72,2,12,66,7,5,1,7,
9,7266,BE,,,,,,51,4,12,66,1,4,2,66,
9,7271,BE,,,,,,52,4,16,1,1,8,2,1,
9,7310,BE,,,,,,16,1,11,66,1,6,1,9,
9,7332,BE,,,,,,58,4,14,66,1,8,1,1,
9,7343,BE,,,,,,17,3,10,66,88,88,1,9,
9,7378,BE,,,,,,48,2,11,66,1,2,3,66,
9,7383,BE,,,,,,30,1,20,66,1,9,1,1,
9,7433,BE,,,,,,25,4,12,66,1,88,2,1,
9,7512,BE,,,,,,71,4,15,9,4,7,2,4,
9,7527,BE,,,,,,62,3,20,6,4,7,1,4,
9,7541,BE,,,,,,25,4,17,1,1,6,1,1,
9,7546,BE,,,,,,63,3,14,66,1,8,2,1,
9,7570,BE,,,,,,50,4,13,1,1,5,2,1,
9,7602,BE,,,,,,65,4,16,66,4,6,1,66,
9,7604,BE,,,,,,77,4,8,66,4,5,3,4,
9,7681,BE,,,,,,80,3,6,66,4,88,3,4,
9,7686,BE,,,,,,38,3,17,66,2,9,1,2,
9,7705,BE,,,,,,19,4,12,66,1,4,1,1,
9,7726,BE,,,,,,48,5,15,66,1,8,1,1,
9,7799,BE,,,,,,55,3,16,66,1,9,2,1,
9,7821,BE,,,,,,34,2,16,66,1,5,2,1,
9,7827,BE,,,,,,37,3,15,1,1,8,1,1,
9,7885,BE,,,,,,72,4,11,66,4,4,3,4,
9,7900,BE,,,,,,64,4,15,66,1,8,2,1,
9,7905,BE,,,,,,34,4,17,1,2,8,1,2,
9,7907,BE,,,,,,43,4,11,66,1,6,3,1,
9,8041,BE,,,,,,23,1,20,66,6,3,3,9,
9,8051,BE,,,,,,64,1,1,5,6,1,4,6,
9,8092,BE,,,,,,68,3,15,66,4,7,1,4,
9,8137,BE,,,,,,30,4,13,1,1,7,2,1,
9,8160,BE,,,,,,21,3,17,66,5,4,4,9,
9,8209,BE,,,,,,21,3,13,66,1,4,1,1,
9,8240,BE,,,,,,79,1,12,66,4,4,2,66,
9,8252,BE,,,,,,48,4,12,66,1,5,1,66,
9,8273,BE,,,,,,15,1,9,66,88,88,1,9,
9,8328,BE,,,,,,38,3,20,66,1,8,2,1,
9,8377,BE,,,,,,22,4,18,66,2,5,2,9,
9,8424,BE,,,,,,67,1,18,66,4,6,2,4,
9,8451,BE,,,,,,56,4,12,66,2,8,1,2,
9,8455,BE,,,,,,59,4,7,66,6,10,2,6,
9,8526,BE,,,,,,59,4,12,66,6,2,2,66,
9,8536,BE,,,,,,22,4,14,66,1,10,1,1,
9,8649,BE,,,,,,43,4,18,66,1,7,1,1,
9,8704,BE,,,,,,60,4,10,66,1,3,2,1,
9,8752,BE,,,,,,38,2,9,66,1,5,1,9,
9,8753,BE,,,,,,29,4,12,66,1,7,2,1,
9,8777,BE,,,,,,51,3,16,66,1,8,3,9,
9,8790,BE,,,,,,28,3,18,1,1,8,1,1,
9,8827,BE,,,,,,74,1,12,66,4,3,2,4,
9,8839,BE,,,,,,56,3,15,66,1,8,2,1,
9,8849,BE,,,,,,21,3,15,66,6,3,3,6,
9,8866,BE,,,,,,19,3,15,66,4,7,2,9,
9,8876,BE,,,,,,53,4,9,66,1,4,3,1,
9,8887,BE,,,,,,18,1,12,2,2,5,2,9,
9,8894,BE,,,,,,86,2,19,66,4,3,2,66,
9,8928,BE,,,,,,61,5,12,66,4,6,1,4,
9,8929,BE,,,,,,63,4,12,66,2,10,1,2,
9,8957,BE,,,,,,42,4,16,66,1,7,2,1,
9,8980,BE,,,,,,21,3,18,66,1,7,2,1,
9,8992,BE,,,,,,32,5,24,1,1,8,1,1,
9,9016,BE,,,,,,40,3,16,66,1,4,2,66,
9,9018,BE,,,,,,34,3,10,66,6,2,4,6,
9,9023,BE,,,,,,80,4,12,66,1,3,2,4,
9,9026,BE,,,,,,35,5,12,66,1,7,2,1,
9,9064,BE,,,,,,54,5,12,66,6,4,2,6,
9,9066,BE,,,,,,61,4,12,66,4,5,1,4,
9,9081,BE,,,,,,70,3,15,66,4,4,3,66,
9,9082,BE,,,,,,50,3,17,5,6,2,2,66,
9,9100,BE,,,,,,31,4,15,1,1,8,1,1,
9,9160,BE,,,,,,26,4,18,66,1,9,1,1,
9,9168,BE,,,,,,27,3,20,66,1,8,2,1,
9,9181,BE,,,,,,23,4,19,66,1,10,2,9,
9,9187,BE,,,,,,36,1,13,66,7,1,2,7,
9,9208,BE,,,,,,55,4,16,66,1,10,1,1,
9,9225,BE,,,,,,41,4,20,1,2,4,2,1,
9,9238,BE,,,,,,56,3,8,66,1,4,2,1,
9,9279,BE,,,,,,50,4,15,1,2,10,1,66,
9,9284,BE,,,,,,17,4,11,66,1,88,2,9,
9,9289,BE,,,,,,81,4,11,6,4,2,2,66,
9,9302,BE,,,,,,78,4,8,66,4,5,1,4,
9,9326,BE,,,,,,52,4,17,1,1,8,1,1,
9,9367,BE,,,,,,63,3,18,66,7,6,1,7,
9,9411,BE,,,,,,18,5,12,66,1,88,1,9,
9,9417,BE,,,,,,34,4,13,66,1,3,2,1,
9,9434,BE,,,,,,32,1,18,66,1,6,2,1,
9,9452,BE,,,,,,52,4,18,66,1,4,3,2,
9,9479,BE,,,,,,74,1,26,66,1,4,2,66,
9,9486,BE,,,,,,71,4,12,66,4,6,1,4,
9,9489,BE,,,,,,66,3,9,66,4,3,2,4,
9,9522,BE,,,,,,61,1,14,1,1,1,2,66,
9,9527,BE,,,,,,75,3,15,66,4,6,2,4,
9,9564,BE,,,,,,52,4,16,66,1,5,2,1,
9,9583,BE,,,,,,67,4,11,66,4,2,2,66,
9,9588,BE,,,,,,33,3,14,1,1,7,2,1,
9,9597,BE,,,,,,33,1,15,66,1,4,3,9,
9,9619,BE,,,,,,52,2,18,66,1,7,3,1,
9,9655,BE,,,,,,52,4,13,66,1,9,2,1,
9,9660,BE,,,,,,55,2,14,1,1,5,2,66,
9,9666,BE,,,,,,68,1,15,66,4,3,2,66,
9,9673,BE,,,,,,36,1,11,8,1,2,2,9,
9,9684,BE,,,,,,22,2,16,66,1,88,1,1,
9,9685,BE,,,,,,66,4,12,66,4,4,2,8,
9,9688,BE,,,,,,38,1,17,66,2,5,1,2,
9,9692,BE,,,,,,67,3,10,66,4,3,3,66,
9,9695,BE,,,,,,27,4,17,66,1,4,2,5,
9,9701,BE,,,,,,69,3,19,66,4,3,2,66,
9,9702,BE,,,,,,32,4,18,1,1,9,1,1,
9,9779,BE,,,,,,54,3,14,66,1,4,2,1,
9,9840,BE,,,,,,26,1,16,66,1,3,2,66,
9,9907,BE,,,,,,69,4,12,1,2,9,2,2,
9,9917,BE,,,,,,24,4,19,66,1,7,1,9,
9,9919,BE,,,,,,50,4,9,66,1,10,2,9,
9,9930,BE,,,,,,78,5,10,8,4,2,3,9,
9,9944,BE,,,,,,62,1,10,66,5,3,2,5,
9,9961,BE,,,,,,43,4,17,66,1,8,2,1,
9,9981,BE,,,,,,37,4,15,66,1,3,3,66,
9,10013,BE,,,,,,81,3,8,66,4,2,3,66,
9,10038,BE,,,,,,27,4,18,66,1,8,2,1,
9,10087,BE,,,,,,18,4,13,66,1,7,1,9,
9,10145,BE,,,,,,65,1,16,66,1,7,2,4,
9,10156,BE,,,,,,86,4,10,66,4,3,1,4,
9,10175,BE,,,,,,54,2,7,66,1,7,2,1,
9,10177,BE,,,,,,90,4,12,66,4,6,2,66,
9,10186,BE,,,,,,52,2,18,66,1,9,2,1,
9,10190,BE,,,,,,73,4,12,6,4,5,2,4,
9,10205,BE,,,,,,90,1,17,66,4,4,2,4,
9,10223,BE,,,,,,51,4,16,66,2,3,2,66,
9,10257,BE,,,,,,54,1,12,1,1,5,2,1,
9,10302,BE,,,,,,35,3,12,66,2,5,2,2,
9,10349,BE,,,,,,68,2,9,66,4,4,1,66,
9,10374,BE,,,,,,40,4,4,66,1,7,1,1,
9,10380,BE,,,,,,43,5,88,1,88,88,2,1,
9,10414,BE,,,,,,84,4,12,66,4,4,1,4,
9,10416,BE,,,,,,90,3,6,66,4,77,4,66,
9,10435,BE,,,,,,41,3,10,66,1,2,4,1,
9,10452,BE,,,,,,19,4,12,66,1,6,2,9,
9,10454,BE,,,,,,40,2,15,66,1,4,3,1,
9,10504,BE,,,,,,57,2,10,66,1,3,3,99,
9,10529,BE,,,,,,77,1,22,66,4,7,2,4,
9,10623,BE,,,,,,57,4,17,66,1,9,1,1,
9,10643,BE,,,,,,68,1,12,66,4,3,2,66,
9,10658,BE,,,,,,53,2,19,66,2,10,1,2,
9,10669,BE,,,,,,47,3,3,66,1,9,1,1,
9,10674,BE,,,,,,999,1,20,66,1,77,2,99,
9,10676,BE,,,,,,26,1,15,66,1,7,2,1,
9,10677,BE,,,,,,46,3,15,1,1,8,2,1,
9,10707,BE,,,,,,86,3,12,66,4,2,2,66,
9,10711,BE,,,,,,35,4,17,66,1,8,1,1,
9,10743,BE,,,,,,37,2,15,66,1,4,2,1,
9,10808,BE,,,,,,56,4,9,66,1,6,2,6,
9,10859,BE,,,,,,51,4,19,66,2,7,1,66,
9,10867,BE,,,,,,22,4,17,66,6,2,3,9,
9,10881,BE,,,,,,22,3,16,66,1,88,1,1,
9,10915,BE,,,,,,37,4,13,66,1,1,3,9,
9,10939,BE,,,,,,31,1,17,3,1,8,1,1,
9,10993,BE,,,,,,62,4,11,66,5,9,2,66,
9,10998,BE,,,,,,45,2,13,66,2,4,2,2,
9,11014,BE,,,,,,53,4,9,66,2,10,2,2,
9,11022,BE,,,,,,21,4,14,66,1,9,1,9,
9,11034,BE,,,,,,66,4,11,66,4,3,2,66,
9,11037,BE,,,,,,63,5,21,8,1,7,2,1,
9,11043,BE,,,,,,35,4,19,66,1,3,4,1,
9,11069,BE,,,,,,54,3,4,66,5,3,3,5,
9,11108,BE,,,,,,69,4,15,6,2,8,1,2,
9,11140,BE,,,,,,72,5,5,6,4,6,3,4,
9,11173,BE,,,,,,64,4,13,66,8,6,3,8,
9,11178,BE,,,,,,38,2,16,1,1,5,2,1,
9,11184,BE,,,,,,50,4,14,66,2,5,2,2,
9,11185,BE,,,,,,45,4,16,66,2,8,1,2,
9,11186,BE,,,,,,16,5,10,66,1,8,2,9,
9,11192,BE,,,,,,56,4,12,66,2,7,2,2,
9,11211,BE,,,,,,39,4,16,1,1,9,2,1,
9,11219,BE,,,,,,57,2,16,66,1,8,1,9,
