essround,idno,cntry,prtvede1,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,agea,domicil,eduyrs,mainact,hincsrca,hinctnta,hincfel,iincsrc,
9,44521,NO,,,,,,54,5,13,66,4,5,1,4,
9,44538,NO,,,,,,46,4,11,66,1,4,3,1,
9,44567,NO,,,,,,999,2,2,66,1,4,2,1,
9,44595,NO,,,,,,26,3,17,66,1,7,2,1,
9,44598,NO,,,,,,63,2,12,66,1,9,1,1,
9,44660,NO,,,,,,56,4,3,66,1,3,1,66,
9,44703,NO,,,,,,35,4,18,66,1,9,1,1,
9,44770,NO,,,,,,33,3,14,66,1,8,2,1,
9,44902,NO,,,,,,27,1,18,66,1,4,2,1,
9,44940,NO,,,,,,17,3,11,66,1,6,1,3,
9,44948,NO,,,,,,40,5,16,1,1,8,2,1,
9,44972,NO,,,,,,32,3,5,66,1,9,1,1,
9,44973,NO,,,,,,999,5,19,66,1,6,1,66,
9,45055,NO,,,,,,999,3,1,66,6,88,3,66,
9,45082,NO,,,,,,27,1,14,2,8,1,2,66,
9,45122,NO,,,,,,39,5,17,66,6,2,2,6,
9,45185,NO,,,,,,999,3,15,66,1,3,1,66,
9,45188,NO,,,,,,30,3,18,66,1,2,1,66,
9,45252,NO,,,,,,38,4,18,66,1,8,1,1,
9,45268,NO,,,,,,62,1,7,66,1,4,1,66,
9,45269,NO,,,,,,28,1,21,66,1,8,1,2,
9,45366,NO,,,,,,61,4,19,1,1,88,1,1,
9,45392,NO,,,,,,34,4,15,66,1,3,1,1,
9,45408,NO,,,,,,49,3,13,66,1,5,1,66,
9,45475,NO,,,,,,39,1,17,66,1,4,1,1,
9,45501,NO,,,,,,24,3,6,66,8,3,2,66,
9,45506,NO,,,,,,47,3,12,66,1,3,2,1,
9,45527,NO,,,,,,76,4,9,6,4,3,2,4,
9,45569,NO,,,,,,57,5,13,66,2,6,1,1,
9,45591,NO,,,,,,33,1,17,66,1,6,1,66,
9,45599,NO,,,,,,22,4,16,66,8,1,2,66,
9,45600,NO,,,,,,58,3,12,66,1,8,1,1,
9,45662,NO,,,,,,75,2,13,1,1,8,1,1,
9,45668,NO,,,,,,32,3,13,66,1,2,1,66,
9,45676,NO,,,,,,74,3,19,66,4,8,1,4,
9,45690,NO,,,,,,999,2,17,66,1,8,1,66,
9,45732,NO,,,,,,52,3,22,66,1,8,2,1,
9,45862,NO,,,,,,52,1,18,66,1,10,2,1,
9,45872,NO,,,,,,26,2,18,2,1,8,1,1,
9,45934,NO,,,,,,35,3,12,66,1,6,2,1,
9,45972,NO,,,,,,46,3,5,66,1,6,2,1,
9,45973,NO,,,,,,64,1,16,66,1,7,1,1,
9,46067,NO,,,,,,30,3,17,66,1,7,1,2,
9,46072,NO,,,,,,59,4,10,66,1,10,1,1,
9,46102,NO,,,,,,54,4,15,66,1,6,1,1,
9,46128,NO,,,,,,57,2,4,66,1,3,2,1,
9,46135,NO,,,,,,59,5,9,66,1,5,1,1,
9,46144,NO,,,,,,18,4,11,2,1,88,2,9,
9,46154,NO,,,,,,48,2,21,66,1,9,1,1,
9,46237,NO,,,,,,58,1,18,66,1,9,1,1,
9,46264,NO,,,,,,73,2,20,66,4,6,1,4,
9,46350,NO,,,,,,74,3,12,66,4,3,2,4,
9,46395,NO,,,,,,33,2,13,66,1,4,2,1,
9,46420,NO,,,,,,33,5,19,1,1,3,2,1,
9,46439,NO,,,,,,40,3,16,66,1,4,1,66,
9,46453,NO,,,,,,78,3,10,6,4,4,2,4,
9,46454,NO,,,,,,41,5,88,66,1,8,1,1,
9,46495,NO,,,,,,60,4,11,66,6,2,3,66,
9,46502,NO,,,,,,30,4,14,1,1,3,1,1,
9,46568,NO,,,,,,50,1,18,66,1,6,2,1,
9,46596,NO,,,,,,27,4,17,66,1,3,1,66,
9,46607,NO,,,,,,33,5,14,66,1,9,1,1,
9,46611,NO,,,,,,71,3,13,6,4,6,1,4,
9,46628,NO,,,,,,23,3,13,2,1,5,2,66,
9,46709,NO,,,,,,68,5,13,66,4,8,1,4,
9,46718,NO,,,,,,21,1,15,1,6,1,2,6,
9,46762,NO,,,,,,34,4,13,66,1,4,2,1,
9,46763,NO,,,,,,68,3,11,66,4,4,1,4,
9,46779,NO,,,,,,77,5,8,6,4,2,1,4,
9,46781,NO,,,,,,72,5,7,66,4,1,2,4,
9,46817,NO,,,,,,15,2,0,66,1,88,1,9,
9,46824,NO,,,,,,45,4,14,66,1,10,2,1,
9,46840,NO,,,,,,87,4,10,66,4,88,1,4,
9,46853,NO,,,,,,49,3,12,66,1,2,3,1,
9,46910,NO,,,,,,33,1,22,66,1,8,1,1,
9,47032,NO,,,,,,72,3,10,6,4,3,2,4,
9,47089,NO,,,,,,54,1,20,66,1,1,2,1,
9,47093,NO,,,,,,47,4,17,66,1,3,2,1,
9,47114,NO,,,,,,40,1,16,1,1,1,2,66,
9,47122,NO,,,,,,49,3,17,1,1,9,1,1,
9,47124,NO,,,,,,46,3,13,66,1,8,1,1,
9,47157,NO,,,,,,80,3,5,66,4,2,2,66,
9,47173,NO,,,,,,999,5,15,66,1,2,2,1,
9,47174,NO,,,,,,47,3,14,66,1,8,1,1,
9,47181,NO,,,,,,56,2,20,66,1,10,1,1,
9,47220,NO,,,,,,18,3,12,66,1,88,1,6,
9,47290,NO,,,,,,45,2,9,66,1,6,2,1,
9,47316,NO,,,,,,69,3,11,1,1,6,1,1,
9,47324,NO,,,,,,53,3,14,1,1,6,2,1,
9,47339,NO,,,,,,72,2,12,6,4,10,1,4,
9,47371,NO,,,,,,49,4,15,1,1,6,2,1,
9,47377,NO,,,,,,74,3,14,66,4,3,1,4,
9,47383,NO,,,,,,43,3,20,66,1,6,2,1,
9,47401,NO,,,,,,70,4,9,66,4,3,2,4,
9,47429,NO,,,,,,76,5,13,6,4,2,1,66,
9,47465,NO,,,,,,26,2,17,2,1,6,2,8,
9,47535,NO,,,,,,80,3,11,66,4,1,2,66,
9,47635,NO,,,,,,47,2,12,66,1,3,3,2,
9,47648,NO,,,,,,49,3,17,66,1,9,1,1,
9,47673,NO,,,,,,39,2,17,8,1,4,3,1,
9,47679,NO,,,,,,73,1,19,66,4,4,1,66,
9,47700,NO,,,,,,64,5,1,8,6,1,3,66,
9,47704,NO,,,,,,43,1,17,66,1,6,2,1,
9,47796,NO,,,,,,75,2,17,6,4,9,1,4,
9,47855,NO,,,,,,55,5,21,66,2,10,1,2,
9,47864,NO,,,,,,46,1,19,1,1,8,1,1,
9,47880,NO,,,,,,29,4,16,66,1,3,3,66,
9,48011,NO,,,,,,51,5,7,66,1,7,1,1,
9,48021,NO,,,,,,77,4,10,6,4,4,1,4,
9,48139,NO,,,,,,78,4,8,66,4,4,1,4,
9,48182,NO,,,,,,26,1,13,66,1,8,2,1,
9,48184,NO,,,,,,48,2,14,66,1,10,1,1,
9,48206,NO,,,,,,27,3,14,2,8,3,2,8,
9,48235,NO,,,,,,24,1,16,1,1,8,1,1,
9,48292,NO,,,,,,24,1,18,66,1,5,2,1,
9,48306,NO,,,,,,54,2,18,1,1,7,3,1,
9,48350,NO,,,,,,51,5,10,1,1,6,1,1,
9,48433,NO,,,,,,18,2,12,66,1,5,1,9,
9,48464,NO,,,,,,60,4,19,1,1,10,1,1,
9,48466,NO,,,,,,64,4,16,66,1,6,1,1,
9,48516,NO,,,,,,16,3,9,2,1,9,1,9,
9,48535,NO,,,,,,24,3,15,66,1,7,2,1,
9,48546,NO,,,,,,35,3,12,66,1,2,2,66,
9,48554,NO,,,,,,45,3,11,66,1,88,1,1,
9,48555,NO,,,,,,30,1,21,1,1,6,1,1,
9,25,PL,,,,,6,37,4,19,8,1,6,2,1,
9,35,PL,,,,,2,23,4,12,66,1,88,2,1,
9,49,PL,,,,,3,22,1,13,1,1,5,2,1,
9,133,PL,,,,,6,83,1,7,66,4,9,2,4,
9,179,PL,,,,,66,36,1,13,66,1,10,1,1,
9,212,PL,,,,,77,32,4,13,66,1,88,2,66,
9,319,PL,,,,,6,29,3,17,1,1,77,2,1,
9,321,PL,,,,,8,72,1,16,66,4,4,2,4,
9,377,PL,,,,,6,45,4,11,5,1,4,2,6,
9,462,PL,,,,,6,63,3,13,66,7,77,2,7,
9,529,PL,,,,,4,33,3,13,66,1,77,3,1,
9,533,PL,,,,,6,51,2,13,66,1,4,2,66,
9,573,PL,,,,,66,27,1,13,66,1,6,2,1,
9,580,PL,,,,,88,74,4,8,66,3,1,3,4,
9,595,PL,,,,,88,41,3,17,66,1,6,1,1,
9,619,PL,,,,,66,36,4,88,66,1,77,2,1,
9,624,PL,,,,,66,43,4,8,66,1,2,8,66,
9,658,PL,,,,,4,25,3,15,8,1,4,2,9,
9,838,PL,,,,,4,35,3,14,66,1,77,2,1,
9,971,PL,,,,,6,60,4,11,66,6,88,2,6,
9,1149,PL,,,,,88,68,3,10,66,4,4,2,4,
9,1176,PL,,,,,4,62,1,10,66,4,77,2,6,
9,1276,PL,,,,,66,35,3,11,66,2,77,2,2,
9,1341,PL,,,,,88,72,3,5,66,4,4,3,4,
9,1353,PL,,,,,88,79,4,7,66,4,77,3,4,
9,1381,PL,,,,,66,42,4,12,66,1,88,3,1,
9,1396,PL,,,,,2,28,4,13,66,1,5,2,1,
9,1405,PL,,,,,66,36,3,13,66,1,3,2,1,
9,1441,PL,,,,,6,30,1,18,66,7,7,2,1,
9,1449,PL,,,,,66,24,3,14,1,1,7,2,1,
9,1453,PL,,,,,6,80,1,88,66,1,10,1,4,
9,1466,PL,,,,,66,27,4,14,66,1,77,3,1,
9,1482,PL,,,,,4,84,3,12,66,4,2,2,4,
9,1513,PL,,,,,66,39,3,13,1,1,7,1,1,
9,1517,PL,,,,,66,49,4,13,66,1,77,2,1,
9,1559,PL,,,,,66,69,4,8,66,4,3,3,4,
9,1599,PL,,,,,2,22,3,14,66,2,77,2,9,
9,1644,PL,,,,,66,52,4,11,66,1,3,3,1,
9,1662,PL,,,,,4,48,1,14,66,1,6,3,1,
9,1757,PL,,,,,66,27,4,16,66,1,77,2,1,
9,1864,PL,,,,,66,52,4,8,66,3,77,2,3,
9,2016,PL,,,,,3,41,3,17,66,1,9,1,1,
9,2035,PL,,,,,6,85,1,88,66,1,77,3,66,
9,2051,PL,,,,,6,65,4,8,66,4,3,2,4,
9,2118,PL,,,,,66,20,1,12,66,1,88,2,9,
9,2210,PL,,,,,66,39,1,12,4,6,1,2,8,
9,2256,PL,,,,,4,81,3,10,66,4,3,3,4,
9,2261,PL,,,,,4,80,3,17,66,4,2,3,4,
9,2311,PL,,,,,66,35,4,13,66,1,6,2,8,
9,2340,PL,,,,,66,79,3,7,66,4,5,2,4,
9,2359,PL,,,,,66,86,4,4,66,4,1,2,4,
9,2376,PL,,,,,6,28,4,11,66,3,88,3,3,
9,2388,PL,,,,,6,58,4,13,66,2,7,2,1,
9,2425,PL,,,,,6,69,3,18,6,1,8,2,4,
9,2429,PL,,,,,6,77,1,11,66,1,77,2,4,
9,2441,PL,,,,,6,36,3,15,66,1,7,2,1,
9,2444,PL,,,,,66,18,3,12,66,1,4,1,1,
9,2476,PL,,,,,6,81,3,7,66,4,5,3,4,
9,2500,PL,,,,,6,44,1,16,66,4,3,3,9,
9,2523,PL,,,,,6,56,4,14,66,2,8,2,1,
9,2583,PL,,,,,2,24,3,12,66,1,6,3,1,
9,2611,PL,,,,,77,58,1,14,66,1,77,3,1,
9,2642,PL,,,,,4,60,3,88,66,1,88,1,1,
9,2727,PL,,,,,66,19,3,12,66,2,9,2,2,
9,2769,PL,,,,,2,29,3,16,66,1,77,2,1,
9,2789,PL,,,,,6,61,4,8,66,1,77,2,1,
9,2828,PL,,,,,6,62,4,12,66,1,5,2,4,
9,2834,PL,,,,,9,25,1,16,66,1,6,2,1,
9,2843,PL,,,,,2,31,3,12,66,1,7,2,1,
9,2852,PL,,,,,66,50,1,13,66,1,77,1,1,
9,2858,PL,,,,,6,53,4,10,66,1,3,2,66,
9,2863,PL,,,,,66,55,1,8,6,4,2,4,6,
9,2879,PL,,,,,4,57,4,12,66,1,77,2,1,
9,2951,PL,,,,,4,62,4,11,66,3,5,2,3,
9,2965,PL,,,,,66,20,4,12,66,1,88,2,1,
9,2969,PL,,,,,66,43,3,10,66,1,77,3,66,
9,3054,PL,,,,,66,61,4,8,66,1,8,2,1,
9,3075,PL,,,,,6,32,4,15,66,1,77,2,1,
9,3119,PL,,,,,66,21,3,10,66,1,6,2,9,
9,3128,PL,,,,,4,63,4,10,66,4,4,2,4,
9,3176,PL,,,,,6,72,4,12,66,4,77,2,99,
9,3237,PL,,,,,66,75,4,7,66,4,88,2,4,
9,3249,PL,,,,,77,31,1,88,66,1,77,2,1,
9,3280,PL,,,,,66,69,4,3,66,4,1,4,4,
9,3388,PL,,,,,6,58,3,13,66,1,4,2,1,
9,3391,PL,,,,,66,31,4,14,66,1,77,8,66,
9,3420,PL,,,,,6,33,3,13,66,1,7,2,1,
9,3530,PL,,,,,9,48,1,18,66,1,5,2,66,
9,3532,PL,,,,,6,77,4,13,66,4,5,3,1,
9,3535,PL,,,,,6,71,1,9,66,4,9,3,4,
9,3554,PL,,,,,3,60,1,11,66,4,77,2,4,
9,3573,PL,,,,,66,20,3,9,66,1,77,3,9,
9,3593,PL,,,,,66,46,4,20,66,1,7,2,1,
9,3603,PL,,,,,6,83,4,7,66,4,3,3,4,
9,3686,PL,,,,,3,39,1,12,66,1,77,1,1,
9,3757,PL,,,,,6,83,3,88,66,4,77,3,4,
9,3781,PL,,,,,5,56,4,12,66,2,77,2,2,
9,3790,PL,,,,,6,58,1,19,66,1,10,1,1,
9,3797,PL,,,,,2,32,4,17,66,1,88,2,1,
9,3857,PL,,,,,77,25,4,17,66,1,77,2,1,
9,3889,PL,,,,,4,41,3,11,66,2,77,2,1,
9,3963,PL,,,,,66,39,4,17,66,1,8,1,1,
9,3971,PL,,,,,6,52,4,11,66,1,10,2,1,
9,3974,PL,,,,,5,22,4,12,66,1,7,2,1,
9,3980,PL,,,,,66,17,1,10,66,1,88,2,9,
9,4040,PL,,,,,4,70,3,13,66,4,77,2,4,
9,4089,PL,,,,,66,19,4,11,66,1,6,2,9,
9,4128,PL,,,,,6,53,1,88,66,4,3,3,6,
9,4143,PL,,,,,88,44,4,11,66,1,88,2,66,
9,4174,PL,,,,,4,76,1,13,66,4,5,2,4,
9,4227,PL,,,,,5,39,4,11,66,1,5,3,1,
9,4253,PL,,,,,66,52,4,11,66,1,1,3,1,
9,4259,PL,,,,,66,68,4,8,66,3,3,2,4,
9,4264,PL,,,,,4,56,3,11,66,1,3,2,1,
9,4272,PL,,,,,6,31,4,13,66,2,88,8,9,
9,4321,PL,,,,,4,61,1,17,66,2,10,1,2,
9,4325,PL,,,,,66,56,4,11,66,1,6,2,9,
9,4372,PL,,,,,66,45,5,11,66,1,7,2,1,
9,4385,PL,,,,,66,58,1,13,66,1,9,2,1,
9,4411,PL,,,,,4,25,4,18,66,1,4,2,1,
9,4444,PL,,,,,4,66,1,11,66,4,77,2,4,
9,4504,PL,,,,,66,43,2,11,66,1,5,2,1,
9,4539,PL,,,,,66,17,3,11,66,1,88,2,9,
9,4731,PL,,,,,4,59,1,19,66,1,8,1,1,
9,4817,PL,,,,,6,60,4,10,66,3,4,2,3,
9,4856,PL,,,,,66,15,4,8,66,1,88,2,9,
9,4870,PL,,,,,88,38,4,15,66,1,7,2,1,
9,4941,PL,,,,,66,54,3,11,66,1,2,3,66,
9,4971,PL,,,,,2,36,2,11,66,1,4,2,1,
9,5009,PL,,,,,6,44,4,17,66,1,77,1,1,
9,5045,PL,,,,,4,78,1,12,66,4,3,3,4,
9,5053,PL,,,,,66,47,1,77,66,77,77,7,99,
9,5054,PL,,,,,66,20,4,12,66,1,88,2,1,
9,5065,PL,,,,,6,66,4,11,66,4,5,2,4,
9,5115,PL,,,,,5,59,4,11,66,1,4,3,1,
9,5141,PL,,,,,4,63,3,14,66,4,2,2,4,
9,5161,PL,,,,,66,16,3,9,66,2,77,2,9,
9,5286,PL,,,,,6,70,3,13,66,4,77,2,4,
9,5314,PL,,,,,66,19,1,10,66,1,77,2,1,
9,5376,PL,,,,,6,83,1,7,66,4,4,2,6,
9,5392,PL,,,,,6,36,5,16,66,3,5,2,3,
9,5415,PL,,,,,1,32,2,17,66,1,5,2,1,
9,5432,PL,,,,,66,26,3,11,66,1,77,2,99,
9,5492,PL,,,,,6,58,3,8,66,3,3,3,3,
9,5507,PL,,,,,4,39,4,19,1,1,10,1,1,
9,5513,PL,,,,,88,23,3,13,66,1,1,1,1,
9,5532,PL,,,,,6,28,4,13,66,8,77,2,8,
9,5604,PL,,,,,5,26,4,12,66,1,8,2,1,
9,5609,PL,,,,,66,36,4,8,66,4,9,4,6,
9,5619,PL,,,,,77,70,4,12,66,4,8,1,4,
9,5625,PL,,,,,4,70,3,13,66,4,6,2,4,
9,5627,PL,,,,,66,21,3,14,66,1,77,2,9,
9,5663,PL,,,,,88,48,3,11,8,2,88,3,6,
9,5675,PL,,,,,66,58,3,10,66,4,1,3,4,
9,5714,PL,,,,,88,55,4,11,66,1,88,2,9,
9,5765,PL,,,,,66,33,4,8,66,1,77,2,1,
9,5813,PL,,,,,4,24,1,12,66,1,77,2,1,
9,5819,PL,,,,,66,19,4,12,66,1,3,2,9,
9,5882,PL,,,,,77,69,3,18,66,4,77,2,4,
9,5894,PL,,,,,4,37,4,17,66,1,7,3,4,
9,5915,PL,,,,,6,73,3,16,66,4,9,2,4,
9,5921,PL,,,,,6,59,4,8,66,4,6,2,4,
9,5973,PL,,,,,6,74,4,12,66,4,77,4,4,
9,5992,PL,,,,,4,48,4,11,66,4,10,1,4,
9,6010,PL,,,,,6,59,1,12,66,1,3,2,66,
9,6052,PL,,,,,88,39,3,16,66,1,88,2,1,
9,6074,PL,,,,,66,36,4,14,66,3,4,2,9,
9,6126,PL,,,,,66,29,1,20,66,1,2,2,1,
9,6129,PL,,,,,6,56,4,11,66,2,1,2,2,
9,6165,PL,,,,,66,47,4,8,66,1,77,3,9,
9,6219,PL,,,,,66,23,4,12,66,3,8,2,99,
9,6266,PL,,,,,6,65,3,77,66,77,77,2,99,
9,6296,PL,,,,,88,34,4,12,8,1,77,2,9,
9,6298,PL,,,,,6,56,3,13,1,4,1,1,4,
9,6310,PL,,,,,4,53,1,14,66,4,77,2,4,
9,6334,PL,,,,,6,51,4,11,66,1,3,2,2,
9,6379,PL,,,,,88,52,1,13,66,1,4,2,66,
9,6407,PL,,,,,66,36,3,11,66,1,10,1,1,
9,6424,PL,,,,,66,52,1,11,66,1,8,2,1,
9,6471,PL,,,,,4,28,1,17,66,1,4,2,66,
9,6484,PL,,,,,3,54,3,12,66,1,7,2,1,
9,6505,PL,,,,,66,27,3,15,66,77,77,3,7,
9,6519,PL,,,,,6,77,3,11,66,4,3,2,4,
9,6530,PL,,,,,6,61,1,12,66,1,5,2,4,
9,6531,PL,,,,,4,66,1,15,88,4,77,2,4,
9,6557,PL,,,,,66,38,2,12,66,1,1,3,1,
9,6561,PL,,,,,6,26,3,16,8,1,77,2,1,
9,6563,PL,,,,,2,33,2,18,66,1,4,2,1,
9,6593,PL,,,,,4,58,3,17,66,1,6,2,1,
9,6604,PL,,,,,6,42,4,17,66,2,77,2,5,
9,6612,PL,,,,,6,71,4,7,66,4,77,2,4,
9,6669,PL,,,,,6,63,3,9,66,4,4,2,6,
9,6674,PL,,,,,6,81,3,9,66,4,4,3,4,
9,6676,PL,,,,,6,72,3,7,66,4,1,3,4,
9,6683,PL,,,,,3,54,3,11,66,1,6,2,1,
9,6750,PL,,,,,4,52,3,19,66,2,9,2,2,
9,6754,PL,,,,,66,19,1,12,66,1,77,2,66,
9,6765,PL,,,,,4,45,4,17,66,1,77,1,1,
9,6795,PL,,,,,66,25,4,13,1,1,10,1,1,
9,6807,PL,,,,,4,34,1,17,66,1,10,1,1,
9,6813,PL,,,,,6,40,3,17,66,1,77,2,1,
9,6830,PL,,,,,4,28,4,16,8,1,7,1,8,
9,6854,PL,,,,,66,30,3,12,66,1,6,2,1,
9,6875,PL,,,,,6,31,4,16,66,1,9,2,1,
9,6977,PL,,,,,2,32,4,15,66,1,9,2,6,
9,6993,PL,,,,,4,38,4,12,66,1,7,2,9,
9,7013,PL,,,,,66,44,4,13,66,1,3,2,66,
9,7042,PL,,,,,88,55,3,14,66,2,88,2,66,
9,7154,PL,,,,,66,24,1,16,1,1,3,3,66,
9,7217,PL,,,,,6,72,3,12,66,1,77,2,4,
9,7284,PL,,,,,66,17,3,8,66,1,77,2,9,
9,7306,PL,,,,,8,80,4,7,66,4,5,2,4,
9,7339,PL,,,,,77,30,3,13,66,1,77,2,1,
9,7354,PL,,,,,66,17,3,11,66,5,2,3,5,
9,7358,PL,,,,,4,67,2,8,66,4,77,2,4,
9,7422,PL,,,,,6,50,4,13,66,2,88,2,2,
9,7451,PL,,,,,66,41,4,13,66,1,77,2,1,
9,7453,PL,,,,,2,63,1,16,66,1,77,2,1,
9,7487,PL,,,,,6,66,4,12,66,4,77,2,4,
9,7502,PL,,,,,66,33,3,12,66,2,9,2,2,
9,7608,PL,,,,,66,46,4,8,66,3,5,2,3,
9,7621,PL,,,,,66,16,2,9,66,1,88,2,9,
9,7643,PL,,,,,66,17,4,10,66,1,9,1,9,
9,7645,PL,,,,,88,28,4,17,66,1,77,2,1,
9,7649,PL,,,,,6,42,1,11,66,1,6,2,1,
9,7671,PL,,,,,66,15,3,8,66,2,77,2,9,
9,7675,PL,,,,,66,64,4,7,1,1,3,2,1,
9,7684,PL,,,,,88,62,3,12,66,4,5,2,9,
9,7688,PL,,,,,2,72,3,8,66,4,77,3,6,
9,7689,PL,,,,,66,34,4,11,66,1,5,2,1,
9,7761,PL,,,,,66,65,3,77,6,4,77,2,77,
9,7811,PL,,,,,4,66,1,14,66,4,4,2,4,
9,7855,PL,,,,,4,73,4,12,66,4,1,3,4,
9,7970,PL,,,,,4,66,1,11,66,4,1,3,4,
9,7988,PL,,,,,66,19,4,13,66,1,6,2,9,
9,8005,PL,,,,,66,39,3,8,66,4,4,3,1,
9,8015,PL,,,,,66,16,3,10,66,1,77,2,9,
9,8040,PL,,,,,66,18,4,11,66,1,88,2,1,
9,8073,PL,,,,,3,64,3,10,66,4,1,2,4,
9,8095,PL,,,,,1,27,1,13,66,1,10,2,1,
9,8103,PL,,,,,4,49,3,17,66,1,77,8,1,
9,8128,PL,,,,,4,68,1,12,66,4,6,1,4,
9,8198,PL,,,,,6,28,3,17,66,2,77,2,66,
9,8201,PL,,,,,4,68,5,8,6,4,1,2,4,
9,8206,PL,,,,,2,74,1,12,66,4,1,3,6,
9,8225,PL,,,,,6,60,3,8,66,1,77,2,1,
9,8266,PL,,,,,66,53,1,14,66,1,7,2,1,
9,8285,PL,,,,,88,66,4,8,66,7,6,2,7,
9,8304,PL,,,,,4,63,4,17,1,2,8,2,1,
9,8317,PL,,,,,88,52,1,11,66,4,77,2,6,
9,8350,PL,,,,,2,34,4,8,66,1,5,2,1,
9,8361,PL,,,,,4,61,3,14,66,1,1,2,4,
9,8414,PL,,,,,77,63,3,11,66,1,10,2,1,
9,8416,PL,,,,,66,34,3,11,66,1,6,2,1,
9,8490,PL,,,,,8,44,3,18,66,1,10,2,1,
9,8497,PL,,,,,4,71,1,18,66,4,77,2,1,
9,8513,PL,,,,,77,34,3,18,66,1,4,2,1,
9,8578,PL,,,,,66,49,4,11,66,4,77,2,3,
9,8582,PL,,,,,66,70,4,12,66,4,9,2,4,
9,8623,PL,,,,,6,55,4,11,66,4,1,3,9,
9,8669,PL,,,,,77,45,3,15,66,77,77,7,77,
9,8690,PL,,,,,66,33,3,77,66,77,77,2,99,
9,8695,PL,,,,,66,60,1,14,66,4,77,2,4,
9,8697,PL,,,,,6,61,4,10,66,4,1,3,6,
9,8715,PL,,,,,66,25,3,17,66,1,77,3,6,
9,8744,PL,,,,,88,54,4,11,66,2,77,2,3,
9,8783,PL,,,,,4,37,4,88,66,1,77,2,1,
9,8816,PL,,,,,6,80,4,10,66,4,1,3,4,
9,8881,PL,,,,,6,73,4,7,66,4,1,3,4,
9,8890,PL,,,,,3,56,3,13,66,2,10,1,2,
9,8993,PL,,,,,4,40,1,12,66,1,6,2,1,
9,8997,PL,,,,,6,30,4,88,66,1,77,2,1,
9,9059,PL,,,,,4,44,1,17,66,1,77,2,1,
9,9074,PL,,,,,6,53,4,12,66,1,8,2,1,
9,9117,PL,,,,,66,18,4,11,1,77,77,2,1,
9,9137,PL,,,,,6,84,4,7,66,4,1,3,4,
9,9153,PL,,,,,6,78,1,7,66,1,4,2,4,
9,9165,PL,,,,,4,41,3,12,66,1,8,2,1,
9,9176,PL,,,,,6,34,1,10,66,1,3,2,1,
9,9213,PL,,,,,7,47,1,17,66,2,4,1,66,
9,9260,PL,,,,,66,42,3,77,66,77,88,2,99,
9,9303,PL,,,,,6,67,3,11,66,4,4,2,4,
9,9364,PL,,,,,6,67,4,11,66,4,1,3,4,
9,9433,PL,,,,,6,76,3,11,66,4,4,2,4,
9,9436,PL,,,,,88,57,3,19,66,1,8,2,1,
9,9444,PL,,,,,66,53,3,12,66,1,6,2,1,
9,9456,PL,,,,,66,30,4,13,66,2,5,2,2,
9,9466,PL,,,,,6,47,4,11,66,1,77,2,1,
9,9498,PL,,,,,4,65,1,12,66,4,7,2,4,
9,9523,PL,,,,,4,37,4,20,66,3,88,3,3,
9,9565,PL,,,,,66,40,3,17,66,1,7,2,1,
9,9647,PL,,,,,66,60,3,11,66,1,3,3,1,
9,9734,PL,,,,,66,69,1,12,66,4,7,2,4,
9,9784,PL,,,,,6,83,4,88,66,4,1,3,4,
9,9862,PL,,,,,4,64,1,19,66,4,77,3,7,
9,9902,PL,,,,,66,51,4,18,66,1,9,1,1,
9,9909,PL,,,,,66,72,1,12,66,4,3,3,6,
9,9928,PL,,,,,8,66,3,13,6,4,4,2,4,
9,9936,PL,,,,,66,19,4,12,2,1,6,2,1,
9,10030,PL,,,,,66,35,3,11,66,1,3,2,9,
9,10094,PL,,,,,66,59,1,12,66,2,3,2,66,
9,10200,PL,,,,,66,58,4,11,66,1,2,2,9,
9,10238,PL,,,,,66,22,4,15,66,1,8,2,9,
9,10370,PL,,,,,66,43,4,18,66,1,7,2,1,
9,10377,PL,,,,,2,27,4,15,66,1,77,2,66,
9,10458,PL,,,,,66,32,4,9,66,1,77,3,6,
9,10524,PL,,,,,66,32,4,10,66,1,8,2,1,
9,10525,PL,,,,,66,16,4,9,66,1,77,1,9,
9,10550,PL,,,,,4,34,4,16,66,1,77,1,1,
9,10551,PL,,,,,6,64,3,13,66,4,5,2,4,
9,10557,PL,,,,,6,48,3,12,66,2,7,2,2,
9,10598,PL,,,,,6,67,4,16,66,4,77,3,4,
9,10621,PL,,,,,77,52,4,88,8,77,77,2,3,
9,10681,PL,,,,,6,39,1,19,1,1,77,2,1,
9,10783,PL,,,,,6,61,4,10,66,4,2,3,4,
9,10793,PL,,,,,66,35,4,11,66,1,88,2,1,
9,10918,PL,,,,,66,17,4,11,66,4,4,3,9,
9,10928,PL,,,,,6,78,4,7,66,4,6,2,4,
9,10990,PL,,,,,6,60,3,13,66,4,4,1,4,
9,11011,PL,,,,,4,26,3,17,66,1,88,1,1,
9,11055,PL,,,,,1,51,4,11,66,1,9,1,1,
9,11125,PL,,,,,66,58,4,11,66,1,88,2,9,
9,11159,PL,,,,,88,59,4,8,66,1,77,2,4,
9,11194,PL,,,,,4,47,3,11,66,1,8,2,1,
9,11292,PL,,,,,66,31,4,13,66,1,88,2,1,
9,11304,PL,,,,,6,51,3,11,66,2,88,2,1,
9,11307,PL,,,,,4,66,4,88,66,4,77,3,4,
9,11342,PL,,,,,66,16,3,8,66,2,77,2,9,
