cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,lrscale,prtvtehu,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
HU,ESS1-8e01,1.0,12.12.2018,202040,ESS7e02_2,7,2.2,1971,1,1.07572820181039,0.497735512,5,1,5,5,2,5,1,5,3,4,2,3,2,3,4,2,5,1,1,1,1,1,2
HU,ESS1-8e01,1.0,12.12.2018,202041,ESS7e02_2,7,2.2,1973,1,0.911884244643107,0.497735512,7,2,3,3,1,1,1,4,3,1,3,1,1,1,1,1,1,1,2,1,1,3,1
HU,ESS1-8e01,1.0,12.12.2018,202042,ESS7e02_2,7,2.2,1974,1,0.693800409694712,0.497735512,0,4,2,3,1,1,1,3,4,1,3,1,1,3,2,1,6,1,1,1,1,1,3
HU,ESS1-8e01,1.0,12.12.2018,202043,ESS7e02_2,7,2.2,1975,1,0.693800409694712,0.497735512,6,1,1,6,3,2,2,2,5,3,3,5,1,2,3,1,2,2,3,3,1,3,5
HU,ESS1-8e01,1.0,12.12.2018,202044,ESS7e02_2,7,2.2,1980,1,1.43384252669009,0.497735512,88,66,1,3,1,3,1,3,1,3,3,1,2,3,1,2,3,1,3,1,1,3,2
HU,ESS1-8e01,1.0,12.12.2018,202045,ESS7e02_2,7,2.2,1984,1,0.693800409694712,0.497735512,5,66,5,5,3,3,1,5,3,2,3,2,2,2,3,1,5,2,2,2,1,2,3
HU,ESS1-8e01,1.0,12.12.2018,202046,ESS7e02_2,7,2.2,1985,1,1.9384472797916,0.497735512,6,3,1,1,4,1,1,5,5,3,5,1,1,4,1,3,4,2,1,1,1,2,1
HU,ESS1-8e01,1.0,12.12.2018,202047,ESS7e02_2,7,2.2,1988,1,1.06187389061536,0.497735512,9,2,3,2,3,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,4,2
HU,ESS1-8e01,1.0,12.12.2018,202048,ESS7e02_2,7,2.2,1992,1,0.850588328190021,0.497735512,8,1,1,4,2,1,1,1,3,2,2,2,1,2,3,2,6,1,1,1,2,1,1
HU,ESS1-8e01,1.0,12.12.2018,202049,ESS7e02_2,7,2.2,1993,1,0.693800409694712,0.497735512,6,1,3,6,1,2,1,1,1,2,2,3,2,2,1,1,6,3,3,1,1,2,3
HU,ESS1-8e01,1.0,12.12.2018,202050,ESS7e02_2,7,2.2,1996,1,1.06187389061536,0.497735512,3,4,1,2,2,2,1,1,2,2,1,2,1,2,1,1,4,1,1,1,1,2,1
HU,ESS1-8e01,1.0,12.12.2018,202051,ESS7e02_2,7,2.2,1997,1,1.18408966925493,0.497735512,5,3,1,2,1,1,1,3,2,1,2,2,1,8,2,1,1,2,2,1,1,2,1
HU,ESS1-8e01,1.0,12.12.2018,202052,ESS7e02_2,7,2.2,1998,1,1.12705625328683,0.497735512,7,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,202053,ESS7e02_2,7,2.2,2000,1,0.850588328190021,0.497735512,7,3,2,1,1,2,2,1,1,2,2,2,1,2,2,2,6,1,1,1,1,1,4
HU,ESS1-8e01,1.0,12.12.2018,202054,ESS7e02_2,7,2.2,2003,1,1.66774947508801,0.497735512,2,4,2,2,3,4,2,2,3,3,2,2,2,1,2,3,4,4,3,2,2,2,3
HU,ESS1-8e01,1.0,12.12.2018,202055,ESS7e02_2,7,2.2,2005,1,0.911884244643107,0.497735512,7,3,3,3,2,2,2,4,3,2,2,2,2,3,2,3,2,2,2,3,4,3,2
HU,ESS1-8e01,1.0,12.12.2018,202056,ESS7e02_2,7,2.2,2007,1,1.07798215209537,0.497735512,7,1,1,2,3,3,2,2,1,2,2,3,2,2,2,3,4,4,2,2,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,202057,ESS7e02_2,7,2.2,2010,1,1.18408966925493,0.497735512,8,1,2,2,2,3,3,4,3,2,2,3,2,2,2,3,4,4,3,3,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202058,ESS7e02_2,7,2.2,2011,1,0.850588328190021,0.497735512,8,1,2,2,2,2,2,3,4,4,3,2,2,2,2,2,3,3,4,3,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,202059,ESS7e02_2,7,2.2,2013,1,0.911884244643107,0.497735512,7,4,2,2,3,2,2,4,3,2,2,2,2,1,2,3,5,3,2,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202060,ESS7e02_2,7,2.2,2016,1,1.06187389061536,0.497735512,6,3,2,2,2,2,3,3,2,3,3,2,2,3,3,3,2,2,4,3,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202061,ESS7e02_2,7,2.2,2018,1,0.911884244643107,0.497735512,3,4,2,2,2,2,3,3,4,4,2,2,2,1,2,3,4,3,2,1,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,202062,ESS7e02_2,7,2.2,2019,1,0.693800409694712,0.497735512,2,4,3,3,2,2,2,3,4,3,2,3,3,2,2,3,4,5,4,3,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,202063,ESS7e02_2,7,2.2,2021,1,1.07798215209537,0.497735512,7,3,2,2,3,1,2,3,4,3,2,2,2,3,2,4,5,4,3,2,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,202064,ESS7e02_2,7,2.2,2022,1,0.693800409694712,0.497735512,3,4,2,2,2,2,3,4,2,3,3,3,2,2,3,4,5,4,3,2,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,202065,ESS7e02_2,7,2.2,2024,1,0.693800409694712,0.497735512,3,4,1,2,2,2,3,4,3,2,1,2,3,2,1,1,2,2,2,3,3,2,2
HU,ESS1-8e01,1.0,12.12.2018,202066,ESS7e02_2,7,2.2,2025,1,1.07798215209537,0.497735512,8,1,1,2,3,2,2,1,2,3,3,3,3,2,2,2,2,2,3,4,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202067,ESS7e02_2,7,2.2,2027,1,0.684730012106213,0.497735512,4,4,2,2,2,2,3,4,3,3,3,2,2,2,1,2,3,4,3,2,2,1,2
HU,ESS1-8e01,1.0,12.12.2018,202068,ESS7e02_2,7,2.2,2029,1,0.850588328190021,0.497735512,8,1,2,2,2,1,2,3,3,3,3,2,2,1,2,3,4,3,3,2,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,202069,ESS7e02_2,7,2.2,2030,1,1.07798215209537,0.497735512,6,1,1,2,1,1,2,2,5,4,3,1,1,3,3,3,3,3,2,1,1,3,1
HU,ESS1-8e01,1.0,12.12.2018,202070,ESS7e02_2,7,2.2,2032,1,1.07798215209537,0.497735512,10,2,3,2,4,3,2,4,2,1,2,1,1,2,2,1,3,1,2,1,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,202071,ESS7e02_2,7,2.2,2036,1,0.850588328190021,0.497735512,2,4,4,2,2,4,5,3,2,3,4,1,2,2,4,3,1,2,3,2,2,3,4
HU,ESS1-8e01,1.0,12.12.2018,202072,ESS7e02_2,7,2.2,2037,1,1.9384472797916,0.497735512,9,2,2,3,3,2,1,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202073,ESS7e02_2,7,2.2,2038,1,0.93827714073756,0.497735512,6,1,1,1,2,2,1,1,5,3,4,1,1,3,2,2,2,2,2,2,1,2,1
HU,ESS1-8e01,1.0,12.12.2018,202074,ESS7e02_2,7,2.2,2039,1,0.684730012106213,0.497735512,77,66,3,3,3,2,1,3,4,3,3,1,1,2,3,1,3,3,2,1,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202075,ESS7e02_2,7,2.2,2042,1,1.07572820181039,0.497735512,0,4,5,5,4,3,4,3,2,4,3,3,4,3,2,4,3,4,2,2,1,3,4
HU,ESS1-8e01,1.0,12.12.2018,202076,ESS7e02_2,7,2.2,2043,1,1.06187389061536,0.497735512,8,1,3,2,2,1,3,2,2,2,3,1,1,2,1,3,3,3,2,1,2,3,1
HU,ESS1-8e01,1.0,12.12.2018,202077,ESS7e02_2,7,2.2,2045,1,0.693800409694712,0.497735512,2,4,3,3,1,2,2,3,3,2,2,2,2,2,4,3,6,2,2,1,2,1,2
HU,ESS1-8e01,1.0,12.12.2018,202078,ESS7e02_2,7,2.2,2047,1,0.684730012106213,0.497735512,3,4,4,4,1,3,3,4,2,2,1,1,1,2,3,1,6,2,2,1,1,3,2
HU,ESS1-8e01,1.0,12.12.2018,202079,ESS7e02_2,7,2.2,2048,1,0.693800409694712,0.497735512,10,2,3,2,2,1,1,2,2,3,1,3,2,2,3,2,4,2,2,1,2,4,2
HU,ESS1-8e01,1.0,12.12.2018,202080,ESS7e02_2,7,2.2,2049,1,0.693800409694712,0.497735512,8,1,5,3,2,4,3,3,4,2,3,2,4,3,2,1,4,3,1,2,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,202081,ESS7e02_2,7,2.2,2050,1,1.43384252669009,0.497735512,4,3,4,3,4,2,1,2,3,3,2,2,4,3,2,1,4,2,3,3,3,2,2
HU,ESS1-8e01,1.0,12.12.2018,202082,ESS7e02_2,7,2.2,2051,1,0.694859931066504,0.497735512,7,66,2,2,1,1,2,2,3,1,1,2,1,3,1,2,6,1,2,2,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,202083,ESS7e02_2,7,2.2,2053,1,0.684730012106213,0.497735512,8,1,1,1,2,2,1,1,2,2,1,3,2,2,2,2,4,2,3,1,2,2,1
HU,ESS1-8e01,1.0,12.12.2018,202084,ESS7e02_2,7,2.2,2060,1,0.850588328190021,0.497735512,10,2,3,3,2,2,1,3,5,2,2,1,1,1,2,1,3,1,2,1,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202085,ESS7e02_2,7,2.2,2061,1,0.684730012106213,0.497735512,0,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202086,ESS7e02_2,7,2.2,2066,1,0.693800409694712,0.497735512,0,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
HU,ESS1-8e01,1.0,12.12.2018,202087,ESS7e02_2,7,2.2,2067,1,1.18408966925493,0.497735512,10,2,2,2,2,3,3,2,3,3,3,3,2,2,3,3,3,2,2,2,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,202088,ESS7e02_2,7,2.2,2068,1,1.07798215209537,0.497735512,0,4,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2
HU,ESS1-8e01,1.0,12.12.2018,202089,ESS7e02_2,7,2.2,2069,1,1.07798215209537,0.497735512,0,4,3,2,2,3,3,3,2,2,3,3,3,2,2,3,3,2,2,3,3,3,2
HU,ESS1-8e01,1.0,12.12.2018,202090,ESS7e02_2,7,2.2,2070,1,1.16436448904565,0.497735512,0,4,3,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
HU,ESS1-8e01,1.0,12.12.2018,202091,ESS7e02_2,7,2.2,2071,1,0.693800409694712,0.497735512,0,4,3,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2
HU,ESS1-8e01,1.0,12.12.2018,202092,ESS7e02_2,7,2.2,2076,1,0.93827714073756,0.497735512,10,2,3,3,2,2,2,3,3,2,3,3,3,2,2,2,2,3,3,3,4,4,3
HU,ESS1-8e01,1.0,12.12.2018,202093,ESS7e02_2,7,2.2,2077,1,0.693800409694712,0.497735512,0,4,4,4,3,3,4,4,3,4,4,3,3,4,4,4,4,3,3,3,4,4,3
HU,ESS1-8e01,1.0,12.12.2018,202094,ESS7e02_2,7,2.2,2078,1,1.07572820181039,0.497735512,0,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HU,ESS1-8e01,1.0,12.12.2018,202095,ESS7e02_2,7,2.2,2079,1,0.693800409694712,0.497735512,0,4,3,3,3,4,4,4,3,4,4,3,3,3,3,4,4,4,4,3,4,4,4
HU,ESS1-8e01,1.0,12.12.2018,202096,ESS7e02_2,7,2.2,2081,1,0.850588328190021,0.497735512,0,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,4
HU,ESS1-8e01,1.0,12.12.2018,202097,ESS7e02_2,7,2.2,2083,1,0.911884244643107,0.497735512,6,1,2,5,2,4,5,4,5,1,3,4,3,2,6,2,3,2,4,1,2,3,6
HU,ESS1-8e01,1.0,12.12.2018,202098,ESS7e02_2,7,2.2,2085,1,1.79649021830731,0.497735512,88,66,3,2,2,3,4,3,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3
HU,ESS1-8e01,1.0,12.12.2018,202099,ESS7e02_2,7,2.2,2087,1,0.911884244643107,0.497735512,4,4,3,3,2,2,2,4,5,2,2,3,2,3,3,2,4,2,3,2,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,202100,ESS7e02_2,7,2.2,2088,1,0.850588328190021,0.497735512,3,4,1,3,1,4,2,1,4,1,4,2,2,1,4,2,2,4,4,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,202101,ESS7e02_2,7,2.2,2089,1,0.850588328190021,0.497735512,6,77,2,3,1,2,2,3,4,3,2,2,3,2,2,3,3,2,2,3,2,2,3
HU,ESS1-8e01,1.0,12.12.2018,202102,ESS7e02_2,7,2.2,2090,1,1.18408966925493,0.497735512,4,66,2,2,3,2,2,2,2,3,2,4,3,3,3,2,3,3,2,3,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,202103,ESS7e02_2,7,2.2,2091,1,0.850588328190021,0.497735512,6,1,1,4,1,2,1,2,2,1,3,3,1,2,3,2,2,3,3,1,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202104,ESS7e02_2,7,2.2,2092,1,0.684730012106213,0.497735512,3,4,3,2,2,2,3,4,5,3,3,4,3,3,2,1,3,2,3,2,3,3,2
HU,ESS1-8e01,1.0,12.12.2018,202105,ESS7e02_2,7,2.2,2093,1,0.684730012106213,0.497735512,3,4,3,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
HU,ESS1-8e01,1.0,12.12.2018,202106,ESS7e02_2,7,2.2,2094,1,0.694859931066504,0.497735512,3,4,2,3,4,5,3,2,5,2,4,3,2,2,3,1,5,1,1,2,1,2,3
HU,ESS1-8e01,1.0,12.12.2018,202107,ESS7e02_2,7,2.2,2095,1,1.06187389061536,0.497735512,6,77,2,3,2,2,3,3,2,2,3,4,1,3,3,3,3,3,3,2,2,4,3
HU,ESS1-8e01,1.0,12.12.2018,202108,ESS7e02_2,7,2.2,2096,1,0.693800409694712,0.497735512,4,4,4,3,1,3,1,5,2,3,2,4,2,2,3,1,5,2,2,1,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202109,ESS7e02_2,7,2.2,2097,1,0.911884244643107,0.497735512,4,4,1,6,2,3,2,3,6,3,2,5,2,1,4,2,6,2,4,1,1,1,2
HU,ESS1-8e01,1.0,12.12.2018,202110,ESS7e02_2,7,2.2,2099,1,1.9384472797916,0.497735512,5,66,2,2,3,2,2,3,4,3,3,2,1,2,1,3,3,2,2,1,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202111,ESS7e02_2,7,2.2,2100,1,1.12705625328683,0.497735512,4,4,2,3,1,2,2,3,3,2,1,2,2,2,2,1,3,2,3,1,1,2,2
HU,ESS1-8e01,1.0,12.12.2018,202112,ESS7e02_2,7,2.2,2101,1,1.43384252669009,0.497735512,5,66,4,3,1,2,2,1,5,1,2,3,4,1,2,2,3,2,5,1,1,4,3
HU,ESS1-8e01,1.0,12.12.2018,202113,ESS7e02_2,7,2.2,2102,1,1.06187389061536,0.497735512,5,77,1,2,2,2,3,2,5,3,3,2,2,3,2,3,3,3,4,3,2,4,3
HU,ESS1-8e01,1.0,12.12.2018,202114,ESS7e02_2,7,2.2,2103,1,1.07798215209537,0.497735512,7,1,2,2,1,2,3,2,5,3,2,4,1,3,2,2,3,3,3,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202115,ESS7e02_2,7,2.2,2104,1,0.694859931066504,0.497735512,3,4,2,2,2,3,2,3,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,202116,ESS7e02_2,7,2.2,2105,1,0.93827714073756,0.497735512,5,66,2,3,2,3,1,1,2,2,3,2,2,1,2,2,3,1,2,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,202117,ESS7e02_2,7,2.2,2107,1,1.18408966925493,0.497735512,8,2,1,4,2,1,8,5,1,1,1,3,2,3,2,2,3,3,2,2,3,2,3
HU,ESS1-8e01,1.0,12.12.2018,202118,ESS7e02_2,7,2.2,2108,1,0.93827714073756,0.497735512,6,1,2,2,2,3,2,3,5,3,3,3,2,2,2,2,3,3,3,2,1,3,2
HU,ESS1-8e01,1.0,12.12.2018,202119,ESS7e02_2,7,2.2,2109,1,0.911884244643107,0.497735512,4,4,2,4,2,2,1,1,5,1,3,2,1,1,1,1,3,3,3,1,1,4,2
HU,ESS1-8e01,1.0,12.12.2018,202120,ESS7e02_2,7,2.2,2110,1,1.07798215209537,0.497735512,5,3,1,4,1,1,1,3,6,2,3,3,1,1,2,1,2,2,2,1,1,2,3
HU,ESS1-8e01,1.0,12.12.2018,202121,ESS7e02_2,7,2.2,2111,1,0.694859931066504,0.497735512,6,1,1,3,2,4,1,1,3,2,2,1,1,1,3,1,4,2,3,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,202122,ESS7e02_2,7,2.2,2113,1,1.18408966925493,0.497735512,5,66,1,2,2,2,2,3,2,2,2,2,1,3,2,3,2,3,2,2,3,3,2
HU,ESS1-8e01,1.0,12.12.2018,202123,ESS7e02_2,7,2.2,2114,1,0.684730012106213,0.497735512,7,1,3,2,4,3,1,5,3,4,3,5,2,3,3,2,5,2,3,2,8,1,3
HU,ESS1-8e01,1.0,12.12.2018,202124,ESS7e02_2,7,2.2,2116,1,1.18408966925493,0.497735512,4,1,2,2,3,2,3,2,4,4,3,3,2,3,2,2,2,2,3,3,2,4,2
HU,ESS1-8e01,1.0,12.12.2018,202125,ESS7e02_2,7,2.2,2117,1,0.684730012106213,0.497735512,3,4,3,4,1,2,1,3,3,2,2,4,2,2,3,2,4,2,2,1,2,2,3
HU,ESS1-8e01,1.0,12.12.2018,202126,ESS7e02_2,7,2.2,2119,1,1.07798215209537,0.497735512,3,4,3,3,1,2,1,3,2,3,2,2,2,3,3,2,3,1,3,2,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,202127,ESS7e02_2,7,2.2,2120,1,0.693800409694712,0.497735512,3,4,3,4,3,3,2,3,2,4,3,4,3,3,3,1,3,3,2,2,3,2,3
HU,ESS1-8e01,1.0,12.12.2018,202128,ESS7e02_2,7,2.2,2121,1,0.911884244643107,0.497735512,5,3,1,1,2,3,1,2,3,3,1,3,1,1,2,1,3,2,2,1,1,2,1
HU,ESS1-8e01,1.0,12.12.2018,202129,ESS7e02_2,7,2.2,2122,1,0.93827714073756,0.497735512,4,4,1,4,1,1,2,1,5,2,2,2,1,3,3,1,2,1,1,1,1,2,1
HU,ESS1-8e01,1.0,12.12.2018,202130,ESS7e02_2,7,2.2,2123,1,0.693800409694712,0.497735512,6,1,3,2,1,2,2,2,2,2,2,4,2,2,3,2,5,2,2,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,202131,ESS7e02_2,7,2.2,2124,1,1.07572820181039,0.497735512,4,66,5,4,2,4,3,5,3,3,1,4,3,2,2,3,5,2,2,2,3,2,3
HU,ESS1-8e01,1.0,12.12.2018,202132,ESS7e02_2,7,2.2,2125,1,0.684730012106213,0.497735512,7,2,3,3,2,3,1,5,3,3,3,4,3,3,3,2,5,3,3,2,3,2,3
HU,ESS1-8e01,1.0,12.12.2018,202133,ESS7e02_2,7,2.2,2126,1,0.684730012106213,0.497735512,3,4,3,3,2,3,2,4,4,2,3,5,2,3,3,3,5,4,3,2,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,202134,ESS7e02_2,7,2.2,2129,1,0.694859931066504,0.497735512,4,4,2,3,2,3,2,4,4,3,4,4,3,2,3,2,4,3,3,2,3,2,2
HU,ESS1-8e01,1.0,12.12.2018,202135,ESS7e02_2,7,2.2,2130,1,0.911884244643107,0.497735512,6,66,3,4,1,3,1,3,2,2,3,2,2,3,3,1,3,3,3,2,2,2,3
HU,ESS1-8e01,1.0,12.12.2018,202136,ESS7e02_2,7,2.2,2132,1,0.693800409694712,0.497735512,3,4,2,5,3,5,3,4,5,2,1,4,2,1,5,2,3,2,5,1,1,2,3
HU,ESS1-8e01,1.0,12.12.2018,202137,ESS7e02_2,7,2.2,2134,1,1.07798215209537,0.497735512,6,66,5,5,2,2,2,2,5,2,2,4,2,2,5,5,5,2,5,2,2,5,5
HU,ESS1-8e01,1.0,12.12.2018,202138,ESS7e02_2,7,2.2,2137,1,0.693800409694712,0.497735512,5,77,4,5,1,3,1,5,3,3,2,4,5,3,4,1,6,2,6,1,2,2,4
HU,ESS1-8e01,1.0,12.12.2018,202139,ESS7e02_2,7,2.2,2138,1,0.850588328190021,0.497735512,5,66,2,3,2,2,1,3,3,3,3,3,3,2,2,2,4,3,5,2,1,2,4
HU,ESS1-8e01,1.0,12.12.2018,202140,ESS7e02_2,7,2.2,2140,1,0.693800409694712,0.497735512,5,77,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
HU,ESS1-8e01,1.0,12.12.2018,202141,ESS7e02_2,7,2.2,2145,1,1.16436448904565,0.497735512,3,4,2,3,2,2,1,2,3,2,3,3,3,2,2,3,4,3,4,2,1,3,4
HU,ESS1-8e01,1.0,12.12.2018,202142,ESS7e02_2,7,2.2,2147,1,1.07572820181039,0.497735512,5,77,3,5,1,3,1,1,5,3,1,3,1,1,3,1,4,1,3,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,202143,ESS7e02_2,7,2.2,2152,1,1.07798215209537,0.497735512,9,2,2,3,2,3,1,3,5,4,3,3,2,4,3,1,5,3,4,2,1,2,4
HU,ESS1-8e01,1.0,12.12.2018,202144,ESS7e02_2,7,2.2,2154,1,0.694859931066504,0.497735512,5,3,3,5,1,3,1,1,5,3,1,3,1,1,3,1,4,1,3,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,202145,ESS7e02_2,7,2.2,2155,1,1.79649021830731,0.497735512,6,66,2,5,2,3,3,4,3,3,4,4,3,3,2,3,2,8,3,2,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,202146,ESS7e02_2,7,2.2,2156,1,0.694859931066504,0.497735512,3,4,5,4,3,4,2,6,3,3,4,4,2,2,4,3,6,2,3,2,2,2,4
HU,ESS1-8e01,1.0,12.12.2018,202147,ESS7e02_2,7,2.2,2157,1,0.693800409694712,0.497735512,4,55,5,6,1,6,1,4,3,2,2,5,2,3,4,3,6,3,3,1,1,3,4
HU,ESS1-8e01,1.0,12.12.2018,202148,ESS7e02_2,7,2.2,2165,1,0.693800409694712,0.497735512,5,77,2,5,4,3,3,1,4,1,3,2,1,1,3,2,3,1,4,3,1,5,3
HU,ESS1-8e01,1.0,12.12.2018,202149,ESS7e02_2,7,2.2,2167,1,1.12705625328683,0.497735512,6,2,2,3,2,1,1,2,3,2,2,2,1,2,1,2,3,3,3,3,2,1,2
HU,ESS1-8e01,1.0,12.12.2018,202150,ESS7e02_2,7,2.2,2172,1,1.12705625328683,0.497735512,5,77,2,4,2,4,2,2,3,2,3,3,1,2,3,2,3,3,3,2,1,2,2
HU,ESS1-8e01,1.0,12.12.2018,202151,ESS7e02_2,7,2.2,2173,1,0.694859931066504,0.497735512,5,77,3,6,2,3,1,3,6,2,3,4,1,4,3,1,5,6,5,2,1,3,3
HU,ESS1-8e01,1.0,12.12.2018,202152,ESS7e02_2,7,2.2,2175,1,0.684730012106213,0.497735512,5,66,5,3,2,3,2,3,4,3,2,2,2,3,4,3,4,3,3,2,2,4,2
HU,ESS1-8e01,1.0,12.12.2018,202153,ESS7e02_2,7,2.2,2178,1,0.93827714073756,0.497735512,5,77,1,3,1,3,2,2,4,2,2,3,2,3,2,3,2,3,4,1,1,4,2
HU,ESS1-8e01,1.0,12.12.2018,202154,ESS7e02_2,7,2.2,2180,1,0.684730012106213,0.497735512,4,4,6,6,2,6,1,3,2,3,2,2,2,3,3,3,6,3,3,2,1,1,3
HU,ESS1-8e01,1.0,12.12.2018,202155,ESS7e02_2,7,2.2,2181,1,1.18408966925493,0.497735512,5,3,2,4,3,3,1,3,6,2,2,3,3,3,2,2,5,4,3,1,2,5,3
HU,ESS1-8e01,1.0,12.12.2018,202156,ESS7e02_2,7,2.2,2183,1,0.694859931066504,0.497735512,5,77,2,5,2,3,1,2,4,2,3,3,2,3,4,2,4,2,3,2,1,2,2
HU,ESS1-8e01,1.0,12.12.2018,202157,ESS7e02_2,7,2.2,2189,1,0.684730012106213,0.497735512,6,1,3,4,2,2,2,2,4,3,3,3,2,2,4,2,4,4,3,2,1,2,3
HU,ESS1-8e01,1.0,12.12.2018,202158,ESS7e02_2,7,2.2,2191,1,1.16436448904565,0.497735512,5,77,2,3,2,2,1,2,4,3,3,2,1,2,2,2,2,3,3,2,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,202159,ESS7e02_2,7,2.2,2199,1,1.12705625328683,0.497735512,5,4,6,6,1,3,1,3,5,2,2,2,2,2,4,3,6,3,4,3,1,3,3
HU,ESS1-8e01,1.0,12.12.2018,202160,ESS7e02_2,7,2.2,2200,1,0.684730012106213,0.497735512,5,66,6,5,1,3,3,5,4,3,2,4,3,3,4,2,5,2,3,2,2,2,3
HU,ESS1-8e01,1.0,12.12.2018,202161,ESS7e02_2,7,2.2,2201,1,0.850588328190021,0.497735512,6,2,3,2,2,2,3,3,3,3,2,2,2,2,3,4,2,2,2,3,4,3,2
HU,ESS1-8e01,1.0,12.12.2018,202162,ESS7e02_2,7,2.2,2202,1,0.93827714073756,0.497735512,8,1,2,2,3,4,2,2,3,2,3,2,2,3,2,3,4,3,2,2,3,4,3
HU,ESS1-8e01,1.0,12.12.2018,202163,ESS7e02_2,7,2.2,2204,1,0.684730012106213,0.497735512,2,4,4,3,2,3,2,4,5,5,3,4,5,4,3,3,5,5,3,2,2,2,3
HU,ESS1-8e01,1.0,12.12.2018,202164,ESS7e02_2,7,2.2,2207,1,1.07572820181039,0.497735512,2,4,5,4,2,4,3,3,3,4,2,2,3,1,2,3,3,2,2,2,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,202165,ESS7e02_2,7,2.2,2208,1,1.09728402851575,0.497735512,2,66,5,5,1,6,5,6,2,6,5,6,2,3,6,2,6,5,6,4,2,3,6
HU,ESS1-8e01,1.0,12.12.2018,202166,ESS7e02_2,7,2.2,2214,1,1.08315209967462,0.497735512,8,77,1,5,1,3,2,1,8,2,2,3,2,2,3,1,4,2,3,3,1,2,4
HU,ESS1-8e01,1.0,12.12.2018,202167,ESS7e02_2,7,2.2,2216,1,1.08315209967462,0.497735512,8,1,1,5,2,3,1,3,3,3,1,3,2,2,3,1,4,2,3,2,2,1,2
HU,ESS1-8e01,1.0,12.12.2018,202168,ESS7e02_2,7,2.2,2218,1,0.930156907495863,0.497735512,10,1,1,3,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,202169,ESS7e02_2,7,2.2,2219,1,1.08315209967462,0.497735512,9,1,1,3,1,2,2,1,2,1,1,2,3,1,3,2,4,1,2,1,1,1,3
