cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,lrscale,prtvtehu,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
HU,ESS1-8e01,1.0,12.12.2018,203611,ESS8e02_1,8,2.1,1077,0.895133748711782,1.28278827667236,0.520820136,4,4,3,5,1,3,3,4,4,1,2,3,2,2,4,3,3,2,5,1,2,5,3
HU,ESS1-8e01,1.0,12.12.2018,203612,ESS8e02_1,8,2.1,1078,0.895133748711782,0.450511783361435,0.520820136,5,77,2,5,2,3,2,3,4,2,2,3,2,2,3,2,4,2,5,2,2,5,3
HU,ESS1-8e01,1.0,12.12.2018,203613,ESS8e02_1,8,2.1,1081,0.895133748711782,1.01200473308563,0.520820136,5,66,2,5,3,2,2,2,3,2,2,3,1,2,2,2,3,2,3,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,203614,ESS8e02_1,8,2.1,1083,0.895133748711782,0.450511783361435,0.520820136,0,4,2,2,1,2,1,2,3,1,3,1,1,1,2,2,2,2,1,1,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,203615,ESS8e02_1,8,2.1,1092,0.895133748711782,0.505639433860779,0.520820136,5,1,4,5,4,5,3,5,5,4,2,3,1,2,4,2,5,4,5,3,3,3,3
HU,ESS1-8e01,1.0,12.12.2018,203616,ESS8e02_1,8,2.1,1124,0.895133748711782,0.505639433860779,0.520820136,5,66,2,5,1,1,1,3,4,1,1,2,2,2,3,1,5,1,4,1,1,1,2
HU,ESS1-8e01,1.0,12.12.2018,203617,ESS8e02_1,8,2.1,1126,0.895133748711782,0.450511783361435,0.520820136,88,66,5,4,1,3,1,3,2,1,1,3,2,1,3,1,5,1,1,1,1,1,3
HU,ESS1-8e01,1.0,12.12.2018,203618,ESS8e02_1,8,2.1,1133,0.895133748711782,0.505639433860779,0.520820136,6,2,4,6,2,4,1,3,3,2,2,3,3,3,5,2,6,2,1,1,1,1,2
HU,ESS1-8e01,1.0,12.12.2018,203619,ESS8e02_1,8,2.1,1134,0.895133748711782,1.06304979324341,0.520820136,5,77,2,6,5,4,2,3,5,3,2,4,3,3,2,3,5,1,4,3,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,203620,ESS8e02_1,8,2.1,1135,1.16283196762506,0.985715806484222,0.520820136,9,1,2,5,2,3,2,5,5,2,2,3,2,2,4,2,5,3,3,2,2,1,1
HU,ESS1-8e01,1.0,12.12.2018,203621,ESS8e02_1,8,2.1,1136,1.16283196762506,0.55528736114502,0.520820136,3,4,5,5,2,5,2,4,5,2,2,2,2,3,5,2,5,2,4,2,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,203622,ESS8e02_1,8,2.1,1144,1.16283196762506,0.880764782428741,0.520820136,4,66,5,5,3,5,5,6,5,3,2,6,3,3,5,3,6,3,4,2,2,2,4
HU,ESS1-8e01,1.0,12.12.2018,203623,ESS8e02_1,8,2.1,1145,1.16283196762506,0.767490983009338,0.520820136,6,66,5,5,3,5,3,5,3,3,2,5,3,3,5,2,5,2,4,2,2,1,3
HU,ESS1-8e01,1.0,12.12.2018,203624,ESS8e02_1,8,2.1,1146,1.16283196762506,0.55528736114502,0.520820136,3,66,5,5,2,4,2,5,3,3,2,3,2,2,5,2,5,3,5,1,2,2,4
HU,ESS1-8e01,1.0,12.12.2018,203625,ESS8e02_1,8,2.1,1151,0.931219286555414,0.655055642127991,0.520820136,0,4,2,5,2,2,1,1,5,1,3,1,1,1,2,1,4,1,1,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,203626,ESS8e02_1,8,2.1,1153,0.931219286555414,1.5358430147171,0.520820136,77,77,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,4,1
HU,ESS1-8e01,1.0,12.12.2018,203627,ESS8e02_1,8,2.1,1154,0.931219286555414,1.03604173660278,0.520820136,10,2,2,2,1,1,1,2,4,2,2,1,1,1,2,1,5,2,2,1,2,4,1
HU,ESS1-8e01,1.0,12.12.2018,203628,ESS8e02_1,8,2.1,1155,0.931219286555414,1.02326798439026,0.520820136,5,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1
HU,ESS1-8e01,1.0,12.12.2018,203629,ESS8e02_1,8,2.1,1157,0.94424398095028,0.955372869968414,0.520820136,88,66,2,4,2,2,1,3,4,2,3,3,1,3,2,3,5,2,3,1,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,203630,ESS8e02_1,8,2.1,1158,0.94424398095028,1.32826066017151,0.520820136,9,2,2,2,2,2,1,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,203631,ESS8e02_1,8,2.1,1161,0.941333322523785,0.81984156370163,0.520820136,10,1,5,5,3,3,2,9,4,4,3,6,5,3,4,1,4,2,2,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,203632,ESS8e02_1,8,2.1,1162,0.941333322523785,0.730457961559296,0.520820136,5,66,2,5,2,3,4,3,4,5,5,4,3,4,3,2,4,4,4,3,3,3,2
HU,ESS1-8e01,1.0,12.12.2018,203633,ESS8e02_1,8,2.1,1163,0.941333322523785,1.15861010551453,0.520820136,8,1,3,5,2,3,1,4,2,4,1,5,6,2,5,1,6,1,5,1,2,1,4
HU,ESS1-8e01,1.0,12.12.2018,203634,ESS8e02_1,8,2.1,1164,0.941333322523785,1.29666900634766,0.520820136,9,66,2,3,3,2,4,2,3,3,4,4,3,3,2,2,3,3,5,2,3,4,3
HU,ESS1-8e01,1.0,12.12.2018,203635,ESS8e02_1,8,2.1,1170,0.879112344854083,0.765651285648346,0.520820136,88,66,3,2,2,3,3,1,4,3,4,2,3,2,2,3,3,2,3,4,4,5,3
HU,ESS1-8e01,1.0,12.12.2018,203636,ESS8e02_1,8,2.1,1171,0.879112344854083,1.19603073596954,0.520820136,88,66,4,1,2,4,3,3,2,4,4,2,2,1,4,3,3,2,5,5,5,3,4
HU,ESS1-8e01,1.0,12.12.2018,203637,ESS8e02_1,8,2.1,1172,0.879112344854083,0.682175636291504,0.520820136,0,4,3,4,2,1,3,2,2,2,4,2,4,3,5,3,1,2,2,2,2,4,2
HU,ESS1-8e01,1.0,12.12.2018,203638,ESS8e02_1,8,2.1,1174,0.879112344854083,0.942870020866394,0.520820136,5,66,1,2,2,2,1,3,3,2,2,1,1,1,1,2,3,1,1,2,1,2,2
HU,ESS1-8e01,1.0,12.12.2018,203639,ESS8e02_1,8,2.1,1175,0.879112344854083,0.765651285648346,0.520820136,10,1,3,4,2,2,3,2,1,3,1,1,1,2,4,3,2,3,2,3,1,2,3
HU,ESS1-8e01,1.0,12.12.2018,203640,ESS8e02_1,8,2.1,1179,0.879112344854083,0.800439596176147,0.520820136,4,1,1,2,2,4,1,3,4,3,1,1,1,3,3,1,6,1,1,1,1,2,2
HU,ESS1-8e01,1.0,12.12.2018,203641,ESS8e02_1,8,2.1,1180,0.874708546007584,0.751326203346252,0.520820136,3,66,2,3,2,2,1,1,4,3,2,1,2,2,2,1,4,2,2,1,3,2,2
HU,ESS1-8e01,1.0,12.12.2018,203642,ESS8e02_1,8,2.1,1182,0.874708546007584,1.12264502048492,0.520820136,7,66,4,2,2,2,2,5,3,6,4,4,2,4,2,2,2,3,3,1,3,3,4
HU,ESS1-8e01,1.0,12.12.2018,203643,ESS8e02_1,8,2.1,1184,0.874708546007584,0.751326203346252,0.520820136,6,3,1,3,2,2,1,2,5,4,3,1,2,2,2,1,3,2,2,1,3,2,2
HU,ESS1-8e01,1.0,12.12.2018,203644,ESS8e02_1,8,2.1,1185,0.874708546007584,0.718672573566437,0.520820136,0,77,3,3,2,2,1,4,4,4,4,4,1,3,3,1,5,2,2,1,4,2,2
HU,ESS1-8e01,1.0,12.12.2018,203645,ESS8e02_1,8,2.1,1186,0.874708546007584,0.751326203346252,0.520820136,7,2,3,2,3,2,1,2,3,4,3,1,3,2,3,1,6,3,2,1,3,2,2
HU,ESS1-8e01,1.0,12.12.2018,203646,ESS8e02_1,8,2.1,1191,0.874708546007584,0.718672573566437,0.520820136,5,66,6,5,1,4,1,6,6,6,3,6,2,4,6,1,6,3,2,2,5,1,5
HU,ESS1-8e01,1.0,12.12.2018,203647,ESS8e02_1,8,2.1,1192,0.874708546007584,0.949386596679688,0.520820136,3,66,1,3,3,1,1,1,4,4,3,2,1,3,2,2,6,2,3,1,3,1,2
HU,ESS1-8e01,1.0,12.12.2018,203648,ESS8e02_1,8,2.1,1193,0.874708546007584,1.01563692092896,0.520820136,88,66,6,6,1,6,1,6,6,6,1,3,3,3,6,1,6,1,1,1,5,1,3
HU,ESS1-8e01,1.0,12.12.2018,203649,ESS8e02_1,8,2.1,1195,0.874708546007584,1.13665926456451,0.520820136,6,1,4,3,2,2,2,5,2,2,2,2,2,2,3,2,6,2,2,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,203650,ESS8e02_1,8,2.1,1196,0.874708546007584,0.751326203346252,0.520820136,6,77,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,203651,ESS8e02_1,8,2.1,1202,1.17704588257474,1.07171082496643,0.520820136,8,2,3,2,2,2,1,2,3,2,3,2,2,2,2,1,4,3,2,1,1,1,3
HU,ESS1-8e01,1.0,12.12.2018,203652,ESS8e02_1,8,2.1,1205,1.17704588257474,1.07171082496643,0.520820136,7,1,4,3,4,4,4,2,2,2,2,3,2,2,3,1,5,2,1,1,1,1,2
HU,ESS1-8e01,1.0,12.12.2018,203653,ESS8e02_1,8,2.1,1209,1.17704588257474,1.262411236763,0.520820136,6,1,2,2,2,3,3,1,1,1,2,2,2,2,2,1,6,1,1,1,1,1,2
HU,ESS1-8e01,1.0,12.12.2018,203654,ESS8e02_1,8,2.1,1215,0.882409100693621,0.553381264209747,0.520820136,5,77,4,4,2,4,1,3,4,3,3,2,1,3,4,1,6,2,4,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,203655,ESS8e02_1,8,2.1,1217,0.882409100693621,0.877740859985352,0.520820136,7,1,3,5,3,4,1,3,5,2,5,2,2,2,4,1,5,3,3,1,1,3,2
HU,ESS1-8e01,1.0,12.12.2018,203656,ESS8e02_1,8,2.1,1221,0.882409100693621,0.877740859985352,0.520820136,7,66,3,6,2,2,1,6,3,3,2,4,2,2,6,2,6,1,5,1,1,2,3
HU,ESS1-8e01,1.0,12.12.2018,203657,ESS8e02_1,8,2.1,1223,0.882409100693621,1.19474291801453,0.520820136,7,1,4,6,1,5,1,5,2,2,2,3,2,3,5,1,6,2,4,1,1,1,2
HU,ESS1-8e01,1.0,12.12.2018,203658,ESS8e02_1,8,2.1,1224,0.882409100693621,0.649316787719727,0.520820136,6,2,3,3,2,2,2,3,4,3,3,2,1,3,3,1,4,2,2,2,1,2,2
HU,ESS1-8e01,1.0,12.12.2018,203659,ESS8e02_1,8,2.1,1225,0.882409100693621,0.764856040477753,0.520820136,5,66,2,4,2,2,1,2,3,2,4,1,1,3,3,1,4,3,2,2,2,3,1
HU,ESS1-8e01,1.0,12.12.2018,203660,ESS8e02_1,8,2.1,1226,0.882409100693621,0.649316787719727,0.520820136,8,2,2,4,3,2,1,1,5,3,5,2,1,4,2,1,3,3,1,2,1,2,1
HU,ESS1-8e01,1.0,12.12.2018,203661,ESS8e02_1,8,2.1,1227,0.882409100693621,0.9823317527771,0.520820136,7,1,4,4,1,3,2,4,4,3,5,3,1,3,3,1,4,4,3,2,1,2,3
HU,ESS1-8e01,1.0,12.12.2018,203662,ESS8e02_1,8,2.1,1230,0.882409100693621,1.37874531745911,0.520820136,8,1,1,2,3,2,1,1,5,3,4,1,1,3,1,1,2,3,1,2,1,3,1
HU,ESS1-8e01,1.0,12.12.2018,203663,ESS8e02_1,8,2.1,1232,1.18120589001566,1.9771009683609,0.520820136,5,66,1,5,1,2,1,2,3,3,2,2,1,3,3,2,2,1,4,1,1,4,1
HU,ESS1-8e01,1.0,12.12.2018,203664,ESS8e02_1,8,2.1,1238,1.18120589001566,2.38689517974854,0.520820136,8,1,4,5,1,5,1,6,2,3,1,6,5,2,5,1,5,2,2,1,3,2,3
HU,ESS1-8e01,1.0,12.12.2018,203665,ESS8e02_1,8,2.1,1239,1.18120589001566,0.869185090065002,0.520820136,7,1,3,5,1,2,1,2,3,3,1,5,3,1,3,1,6,2,3,1,2,2,3
HU,ESS1-8e01,1.0,12.12.2018,203666,ESS8e02_1,8,2.1,1245,1.18120589001566,1.17495715618134,0.520820136,5,66,5,4,3,2,3,3,2,3,2,3,3,3,2,3,2,3,4,3,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,203667,ESS8e02_1,8,2.1,1252,1.18120589001566,1.9771009683609,0.520820136,77,77,4,3,2,2,3,2,3,2,3,2,2,3,3,2,3,3,2,3,3,2,3
HU,ESS1-8e01,1.0,12.12.2018,203668,ESS8e02_1,8,2.1,1253,1.18120589001566,0.869185090065002,0.520820136,5,66,2,3,3,3,2,3,3,3,2,3,2,3,3,3,4,3,2,2,3,2,2
HU,ESS1-8e01,1.0,12.12.2018,203669,ESS8e02_1,8,2.1,1254,1.18120589001566,0.831408977508545,0.520820136,88,66,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
HU,ESS1-8e01,1.0,12.12.2018,203670,ESS8e02_1,8,2.1,1255,1.18120589001566,1.31496405601501,0.520820136,3,1,2,3,2,2,3,2,3,2,3,2,3,3,3,2,4,3,3,2,1,2,2
HU,ESS1-8e01,1.0,12.12.2018,203671,ESS8e02_1,8,2.1,1257,1.18120589001566,0.740763962268829,0.520820136,77,66,3,4,2,3,2,3,4,3,2,2,3,2,3,3,5,3,2,2,2,2,3
HU,ESS1-8e01,1.0,12.12.2018,203672,ESS8e02_1,8,2.1,1258,1.18120589001566,1.66401135921478,0.520820136,88,66,3,3,1,3,2,3,3,3,2,2,2,3,3,2,3,2,3,3,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,203673,ESS8e02_1,8,2.1,1262,0.888001702950028,1.96206974983215,0.520820136,4,1,2,3,1,1,2,3,3,2,3,2,1,2,2,2,3,3,2,1,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,203674,ESS8e02_1,8,2.1,1265,0.888001702950028,1.32413351535797,0.520820136,77,77,2,3,2,2,2,3,4,3,2,2,2,3,2,2,3,3,2,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,203675,ESS8e02_1,8,2.1,1268,0.888001702950028,2.22033882141113,0.520820136,88,66,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
HU,ESS1-8e01,1.0,12.12.2018,203676,ESS8e02_1,8,2.1,1269,0.888001702950028,0.808533549308777,0.520820136,88,66,1,3,3,2,2,3,4,2,3,2,1,3,2,2,3,2,2,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,203677,ESS8e02_1,8,2.1,1281,1.17704588257474,1.07171082496643,0.520820136,4,66,3,4,1,2,1,5,6,2,3,2,1,2,3,2,4,3,2,1,1,4,3
HU,ESS1-8e01,1.0,12.12.2018,203678,ESS8e02_1,8,2.1,1289,1.17704588257474,1.44872939586639,0.520820136,2,66,5,4,1,4,1,6,5,2,1,3,2,2,5,1,5,2,2,1,3,2,3
HU,ESS1-8e01,1.0,12.12.2018,203679,ESS8e02_1,8,2.1,1291,1.17704588257474,0.913366377353668,0.520820136,5,77,4,3,1,3,2,4,5,2,2,4,5,4,2,2,5,3,3,2,2,2,3
HU,ESS1-8e01,1.0,12.12.2018,203680,ESS8e02_1,8,2.1,1292,1.17704588257474,1.0251327753067,0.520820136,5,1,3,2,2,3,1,4,5,2,3,2,2,3,2,1,5,3,2,1,3,2,2
HU,ESS1-8e01,1.0,12.12.2018,203681,ESS8e02_1,8,2.1,1293,1.17704588257474,1.262411236763,0.520820136,4,77,2,3,1,2,2,4,5,2,3,3,1,3,3,2,4,3,2,1,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,203682,ESS8e02_1,8,2.1,1294,1.17704588257474,1.07171082496643,0.520820136,5,66,3,3,3,2,1,4,5,2,3,5,5,4,3,4,2,3,3,4,5,2,4
HU,ESS1-8e01,1.0,12.12.2018,203683,ESS8e02_1,8,2.1,1297,1.16283196762506,0.651553511619568,0.520820136,88,77,4,5,3,3,1,2,3,2,2,2,2,1,3,3,5,5,5,2,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,203684,ESS8e02_1,8,2.1,1298,1.16283196762506,0.823312044143677,0.520820136,10,1,1,5,1,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,1,2
HU,ESS1-8e01,1.0,12.12.2018,203685,ESS8e02_1,8,2.1,1299,1.16283196762506,0.767490983009338,0.520820136,7,1,2,3,1,1,1,2,2,2,2,2,1,1,3,1,3,2,1,2,1,2,2
HU,ESS1-8e01,1.0,12.12.2018,203686,ESS8e02_1,8,2.1,1300,1.16283196762506,0.985715806484222,0.520820136,7,1,3,2,1,5,1,4,3,5,4,2,4,5,3,2,5,3,2,2,3,4,4
HU,ESS1-8e01,1.0,12.12.2018,203687,ESS8e02_1,8,2.1,1302,1.16283196762506,1.19885861873627,0.520820136,8,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
HU,ESS1-8e01,1.0,12.12.2018,203688,ESS8e02_1,8,2.1,1303,1.16283196762506,0.623235821723938,0.520820136,7,66,2,5,5,2,1,2,5,1,3,2,1,1,4,1,5,2,1,1,1,1,2
HU,ESS1-8e01,1.0,12.12.2018,203689,ESS8e02_1,8,2.1,1304,1.16283196762506,1.90378129482269,0.520820136,8,1,5,4,9,3,1,5,9,9,5,9,9,9,9,9,2,9,9,9,9,9,9
HU,ESS1-8e01,1.0,12.12.2018,203690,ESS8e02_1,8,2.1,1306,1.16283196762506,0.880764782428741,0.520820136,88,66,1,5,1,1,1,9,9,1,1,5,1,1,9,1,9,3,5,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,203691,ESS8e02_1,8,2.1,1307,1.16283196762506,0.880764782428741,0.520820136,7,1,2,2,1,2,1,2,2,3,1,3,4,2,3,2,5,2,3,2,3,2,4
HU,ESS1-8e01,1.0,12.12.2018,203692,ESS8e02_1,8,2.1,1308,1.16283196762506,0.767490983009338,0.520820136,5,66,1,4,2,1,1,1,3,2,2,2,2,1,2,1,3,2,4,9,3,3,2
HU,ESS1-8e01,1.0,12.12.2018,203693,ESS8e02_1,8,2.1,1309,0.909698959270342,1.27966666221619,0.520820136,10,2,2,3,2,2,1,3,4,2,4,2,2,2,2,2,4,2,2,2,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,203694,ESS8e02_1,8,2.1,1310,0.909698959270342,0.747421205043793,0.520820136,0,4,5,5,2,2,1,5,4,3,1,4,3,4,4,4,6,1,3,1,1,2,4
HU,ESS1-8e01,1.0,12.12.2018,203695,ESS8e02_1,8,2.1,1313,0.909698959270342,0.78138130903244,0.520820136,8,1,2,3,2,2,1,5,3,2,2,2,2,2,3,3,5,2,3,1,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,203696,ESS8e02_1,8,2.1,1315,0.909698959270342,0.665933132171631,0.520820136,7,1,3,4,2,3,1,4,3,3,2,3,3,3,4,3,5,2,2,1,1,2,3
HU,ESS1-8e01,1.0,12.12.2018,203697,ESS8e02_1,8,2.1,1319,1.16283196762506,0.880764782428741,0.520820136,8,66,1,2,1,2,1,3,2,1,1,3,2,3,5,3,4,4,2,2,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,203698,ESS8e02_1,8,2.1,1322,1.16283196762506,0.880764782428741,0.520820136,7,66,4,5,2,2,2,2,2,2,2,2,5,2,5,2,5,2,3,2,2,2,2
HU,ESS1-8e01,1.0,12.12.2018,203699,ESS8e02_1,8,2.1,1323,1.16283196762506,1.24736618995667,0.520820136,8,66,2,5,1,2,2,2,5,2,3,2,1,2,2,5,1,2,3,2,3,5,1
HU,ESS1-8e01,1.0,12.12.2018,203700,ESS8e02_1,8,2.1,1324,1.16283196762506,0.880764782428741,0.520820136,5,1,4,4,4,3,4,3,4,4,4,4,4,5,5,6,6,6,6,5,6,6,6
HU,ESS1-8e01,1.0,12.12.2018,203701,ESS8e02_1,8,2.1,1325,1.16283196762506,1.58112549781799,0.520820136,4,77,1,3,1,1,1,1,3,1,2,1,1,1,2,2,1,1,2,1,1,2,2
HU,ESS1-8e01,1.0,12.12.2018,203702,ESS8e02_1,8,2.1,1327,1.16283196762506,1.78925096988678,0.520820136,88,66,3,3,1,2,2,2,3,2,2,3,1,2,3,1,3,2,2,2,1,2,2
HU,ESS1-8e01,1.0,12.12.2018,203703,ESS8e02_1,8,2.1,1328,1.16283196762506,1.31028306484222,0.520820136,88,77,1,6,6,6,3,1,2,6,6,6,1,6,6,1,6,6,6,6,1,1,6
HU,ESS1-8e01,1.0,12.12.2018,203704,ESS8e02_1,8,2.1,1330,1.16283196762506,0.651553511619568,0.520820136,88,88,6,6,4,6,2,5,3,4,6,5,5,3,4,3,6,5,6,5,3,2,2
HU,ESS1-8e01,1.0,12.12.2018,203705,ESS8e02_1,8,2.1,1331,1.16283196762506,0.623235821723938,0.520820136,5,66,3,6,1,5,1,1,6,1,1,3,1,1,6,1,6,1,1,1,1,3,1
HU,ESS1-8e01,1.0,12.12.2018,203706,ESS8e02_1,8,2.1,1335,0.901495387411362,0.820819735527039,0.520820136,88,66,2,5,3,1,2,5,3,4,3,3,4,4,6,3,5,3,4,3,3,3,3
HU,ESS1-8e01,1.0,12.12.2018,203707,ESS8e02_1,8,2.1,1337,0.901495387411362,1.10957682132721,0.520820136,7,1,4,6,2,4,3,5,3,5,2,5,5,2,4,1,5,2,5,2,2,2,5
HU,ESS1-8e01,1.0,12.12.2018,203708,ESS8e02_1,8,2.1,1338,0.901495387411362,0.699544429779053,0.520820136,6,66,4,6,3,3,2,5,5,5,2,2,2,3,3,2,6,2,2,2,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,203709,ESS8e02_1,8,2.1,1339,1.16283196762506,1.24736618995667,0.520820136,3,66,4,6,3,6,1,6,5,3,2,4,1,3,6,6,6,2,5,2,4,6,2
HU,ESS1-8e01,1.0,12.12.2018,203710,ESS8e02_1,8,2.1,1340,1.16283196762506,0.623235821723938,0.520820136,8,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,203711,ESS8e02_1,8,2.1,1346,1.16283196762506,0.623235821723938,0.520820136,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4
HU,ESS1-8e01,1.0,12.12.2018,203712,ESS8e02_1,8,2.1,1350,1.16283196762506,1.48206317424774,0.520820136,4,66,3,5,2,2,2,4,3,2,6,2,3,4,3,2,5,1,3,2,2,6,2
HU,ESS1-8e01,1.0,12.12.2018,203713,ESS8e02_1,8,2.1,1354,1.18120589001566,1.9771009683609,0.520820136,5,66,3,3,3,2,2,3,3,2,3,3,2,3,3,3,2,2,3,3,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,203714,ESS8e02_1,8,2.1,1355,1.18120589001566,0.740763962268829,0.520820136,7,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
HU,ESS1-8e01,1.0,12.12.2018,203715,ESS8e02_1,8,2.1,1359,1.18120589001566,0.740763962268829,0.520820136,6,1,2,3,2,2,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,203716,ESS8e02_1,8,2.1,1361,1.18120589001566,1.74794328212738,0.520820136,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
HU,ESS1-8e01,1.0,12.12.2018,203717,ESS8e02_1,8,2.1,1362,1.18120589001566,1.29875159263611,0.520820136,6,66,1,1,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3
HU,ESS1-8e01,1.0,12.12.2018,203718,ESS8e02_1,8,2.1,1363,1.18120589001566,0.869185090065002,0.520820136,7,1,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,2,2,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,203719,ESS8e02_1,8,2.1,1364,1.18120589001566,1.74794328212738,0.520820136,7,1,3,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,203720,ESS8e02_1,8,2.1,1366,1.18120589001566,1.31496405601501,0.520820136,5,66,2,2,3,2,2,3,2,2,3,2,3,2,2,3,2,2,3,3,2,2,3
HU,ESS1-8e01,1.0,12.12.2018,203721,ESS8e02_1,8,2.1,1373,0.883514892265843,0.68559205532074,0.520820136,3,4,2,3,4,3,3,4,3,3,3,4,4,3,4,3,3,3,4,4,5,4,3
HU,ESS1-8e01,1.0,12.12.2018,203722,ESS8e02_1,8,2.1,1374,0.883514892265843,0.769485592842102,0.520820136,7,1,4,4,3,3,4,3,3,3,3,3,2,2,4,4,3,3,3,4,4,3,3
HU,ESS1-8e01,1.0,12.12.2018,203723,ESS8e02_1,8,2.1,1377,0.883514892265843,1.21702527999878,0.520820136,9,66,3,3,4,4,2,4,3,3,3,4,3,3,4,3,2,2,4,5,4,3,3
HU,ESS1-8e01,1.0,12.12.2018,203724,ESS8e02_1,8,2.1,1384,0.868995627239843,0.791228353977203,0.520820136,5,77,1,1,2,1,2,2,1,1,2,2,2,2,2,1,6,3,3,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,203725,ESS8e02_1,8,2.1,1392,0.88441389914548,0.474013894796371,0.520820136,6,5,2,6,1,3,2,5,2,2,1,3,2,3,2,2,6,1,3,2,4,2,2
HU,ESS1-8e01,1.0,12.12.2018,203726,ESS8e02_1,8,2.1,1393,0.88441389914548,0.948708057403564,0.520820136,5,66,2,2,2,1,1,2,3,4,3,2,2,2,2,3,2,4,3,2,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,203727,ESS8e02_1,8,2.1,1394,0.88441389914548,0.66988217830658,0.520820136,3,66,5,5,4,5,4,4,3,4,3,3,4,3,2,4,3,5,4,3,2,3,4
HU,ESS1-8e01,1.0,12.12.2018,203728,ESS8e02_1,8,2.1,1396,0.88441389914548,0.66988217830658,0.520820136,6,1,3,4,2,1,2,2,4,4,2,3,1,3,1,2,1,1,1,1,2,4,2
HU,ESS1-8e01,1.0,12.12.2018,203729,ESS8e02_1,8,2.1,1398,0.861970430167947,1.18734848499298,0.520820136,8,1,2,2,2,2,1,2,5,2,5,2,2,2,1,1,1,1,1,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,203730,ESS8e02_1,8,2.1,1401,0.861970430167947,1.44409036636353,0.520820136,8,1,2,2,2,2,1,1,6,2,5,1,1,1,1,1,4,1,1,1,1,1,1
HU,ESS1-8e01,1.0,12.12.2018,203731,ESS8e02_1,8,2.1,1402,0.875006268291203,0.548738479614258,0.520820136,5,1,2,2,2,5,2,5,5,6,2,2,2,4,5,2,5,2,2,2,2,3,2
HU,ESS1-8e01,1.0,12.12.2018,203732,ESS8e02_1,8,2.1,1403,0.875006268291203,0.962080597877502,0.520820136,5,2,2,3,1,2,1,2,4,2,4,3,2,2,1,2,3,3,4,2,2,3,3
HU,ESS1-8e01,1.0,12.12.2018,203733,ESS8e02_1,8,2.1,1405,0.875006268291203,1.18471992015839,0.520820136,3,4,3,3,2,2,1,5,2,2,2,4,2,2,2,2,5,2,2,2,2,3,2
